[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
30-08 11:09:56|2383M    0     0   732M|51.6k 51.9k| 20 2.6  77   0   0   0|0.76 0.69 0.51
30-08 11:09:57|2434M    0     0   681M|52.0B  100B| 16 1.2  83   0   0   0|0.78 0.70 0.51
30-08 11:09:58|2438M    0     0   676M|30.6k 34.0k| 17 2.1  81   0   0   0|0.78 0.70 0.51
30-08 11:09:59|2430M    0     0   684M|4353B  977B| 16 0.8  83   0   0   0|0.78 0.70 0.51
30-08 11:10:00|2439M    0     0   676M|52.0B  100B| 15 1.5  84   0   0   0|0.78 0.70 0.51
30-08 11:10:01|2428M    0     0   686M|34.5k 34.3k| 16 1.2  83   0   0   0|0.78 0.70 0.51
30-08 11:10:02|2450M    0     0   665M|   0     0 | 15 1.8  83   0   0   0|0.80 0.70 0.51
30-08 11:10:03|2427M    0     0   687M|35.8k 35.7k| 16 1.0  83   0   0   0|0.80 0.70 0.51
30-08 11:10:04|2447M    0     0   667M| 312B 7341B| 15 1.8  83   0   0   0|0.80 0.70 0.51
30-08 11:10:05|2423M    0     0   691M|47.1k 47.0k| 15 1.8   - 430   0   0|0.80 0.70 0.51
30-08 11:10:06|2444M    0     0   670M|   0     0 | 15 1.3 430   -   0   0|0.80 0.70 0.51
30-08 11:10:07|2422M    0     0   693M|34.6k 34.4k| 16 1.3  83   0   0   0|0.81 0.70 0.51
30-08 11:10:08|2442M    0     0   672M|84.0B 52.0B| 15 1.5  83   0   0   0|0.81 0.70 0.51
30-08 11:10:09|2419M    0     0   696M|41.0k 41.3k| 15 1.5  83   0   0   0|0.81 0.70 0.51
30-08 11:10:10|2445M    0     0   670M|52.0B  100B| 11 0.7   - 455   0   0|0.81 0.70 0.51
30-08 11:10:11|2511M    0     0   604M| 156B  364B| 16 2.6 420   -   0   0|0.81 0.70 0.51
30-08 11:10:12|2512M    0     0   602M| 208B  384B| 27 1.6  71   0   0   0|0.91 0.73 0.52
30-08 11:10:13|2469M    0     0   646M|36.0k 35.9k| 22 2.1  75   0   0   0|0.91 0.73 0.52
30-08 11:10:14|2503M    0     0   612M| 416B 7848B| 25 1.5  74   0   0   0|0.91 0.73 0.52
30-08 11:10:15|2464M    0     0   651M|35.8k 35.8k| 25 1.3   - 380   0   0|0.91 0.73 0.52
30-08 11:10:16|2507M    0     0   608M|52.0B 84.0B| 21 1.2 402   -   0   0|0.91 0.73 0.52
30-08 11:10:17|2458M    0     0   656M|36.2k 36.2k| 25 2.3  73   0   0   0|1.00 0.75 0.53
30-08 11:10:18|2502M    0     0   612M|52.0B 84.0B| 16 1.0  83   0   0   0|1.00 0.75 0.53
30-08 11:10:19|2454M    0     0   661M|40.0k 40.0k| 15 1.8  83   0   0   0|1.00 0.75 0.53
30-08 11:10:20|2499M    0     0   616M|52.0B  100B| 16 1.2  83   0   0   0|1.00 0.75 0.53
30-08 11:10:21|2451M    0     0   663M|36.1k 36.2k| 15 2.2  83   0   0   0|1.00 0.75 0.53
30-08 11:10:22|2499M    0     0   616M|52.0B  100B| 15 1.3  83   0   0   0|1.00 0.75 0.53
30-08 11:10:23|2488M    0     0   627M|31.1k 31.1k| 16 1.2  83   0   0   0|1.00 0.75 0.53
30-08 11:10:24|2479M    0     0   636M|44.4k 51.6k| 15 1.3  83   0   0   0|1.00 0.75 0.53
30-08 11:10:25|2510M    0     0   604M| 104B  200B| 16 1.0  83   0   0   0|1.00 0.75 0.53
30-08 11:10:26|2473M    0     0   641M|41.1k 40.9k| 16 1.3  83   0   0   0|1.00 0.75 0.53
30-08 11:10:27|2505M    0     0   610M|52.0B  200B| 16 1.0  83   0   0   0|1.00 0.76 0.53
30-08 11:10:28|2470M    0     0   644M|35.9k 35.8k| 15 2.2  83   0   0   0|1.00 0.76 0.53
30-08 11:10:29|2502M    0     0   613M| 104B  200B| 15 1.3  83   0   0   0|1.00 0.76 0.53
30-08 11:10:30|2466M    0     0   649M|39.7k 39.6k| 15 2.0  83   0   0   0|1.00 0.76 0.53
30-08 11:10:31|2499M    0     0   615M| 876B 1192B| 16 0.8  83   0   0   0|1.00 0.76 0.53
30-08 11:10:32|2489M    0     0   626M|44.8k 44.8k| 16 1.2  83   0   0   0|1.00 0.76 0.54
30-08 11:10:33|2506M    0     0   609M| 156B  300B| 15 1.5  84   0   0   0|1.00 0.76 0.54
30-08 11:10:34|2483M    0     0   631M|46.2k 52.9k| 15 1.5  83   0   0   0|1.00 0.76 0.54
30-08 11:10:35|2503M    0     0   612M| 104B  200B| 15 1.5  83   0   0   0|1.00 0.76 0.54
30-08 11:10:36|2480M    0     0   634M|34.6k 34.5k| 15 1.7  83   0   0   0|1.00 0.76 0.54
30-08 11:10:37|2511M    0     0   604M|52.0B  100B| 15 1.3  84   0   0   0|1.00 0.76 0.54
30-08 11:10:38|2469M    0     0   645M|45.9k 45.9k| 14 2.3  83   0   0   0|1.00 0.76 0.54
30-08 11:10:39|2500M    0     0   615M|52.0B  200B| 16 0.8  83   0   0   0|1.00 0.76 0.54
30-08 11:10:40|2465M    0     0   650M|38.2k 38.3k| 14 2.7  83   0   0   0|1.00 0.76 0.54
30-08 11:10:41|2507M    0     0   608M| 824B 1136B| 15 1.5  83   0   0   0|1.00 0.76 0.54
30-08 11:10:42|2546M    0     0   569M| 156B  448B| 17 2.9  80   0   0   0|1.00 0.77 0.54
30-08 11:10:43|2533M    0     0   582M|54.5k 54.5k| 28 1.1  71   0   0   0|1.00 0.77 0.54
30-08 11:10:44|2566M    0     0   548M| 364B 7293B| 25 1.9  73   0   0   0|1.00 0.77 0.54
30-08 11:10:45|2570M    0     0   545M|52.0B  100B| 24 2.2  74   0   0   0|1.00 0.77 0.54
30-08 11:10:46|2571M    0     0   543M|52.0B    0 | 27 1.6   - 371   0   0|1.00 0.77 0.54
30-08 11:10:47|2571M    0     0   544M|   0   100B| 20 2.0   0  78   0   0|1.08 0.79 0.55
30-08 11:10:48|2575M    0     0   539M|52.0B 84.0B| 17 2.6 413   -   0   0|1.08 0.79 0.55
30-08 11:10:49|2593M    0     0   522M|52.0B  100B| 27 2.1  71   0   0   0|1.08 0.79 0.55
30-08 11:10:50|2593M    0     0   521M|52.0B  100B| 22 2.8   - 387   0   0|1.08 0.79 0.55
30-08 11:10:51|2593M    0     0   521M|52.0B  100B| 23 2.2 385   -   0   0|1.08 0.79 0.55
30-08 11:10:52|2593M    0     0   521M|52.0B  100B| 25 2.2  72   0   0   0|1.15 0.81 0.56
30-08 11:10:53|2593M    0     0   521M|52.0B  100B| 15 2.6  82   0   0   0|1.15 0.81 0.56
30-08 11:10:54|2593M    0     0   522M|52.0B  100B| 15 2.5  83   0   0   0|1.15 0.81 0.56
30-08 11:10:55|2593M    0     0   522M|52.0B    0 | 17 2.1  81   0   0   0|1.15 0.81 0.56
30-08 11:10:56|2593M    0     0   521M|   0     0 | 16 2.1  82   0   0   0|1.15 0.81 0.56
30-08 11:10:57|2593M    0     0   521M|   0     0 | 16 2.1  82   0   0   0|1.14 0.81 0.56
30-08 11:10:58|2593M    0     0   521M|   0     0 | 17 1.6  82   0   0   0|1.14 0.81 0.56
30-08 11:10:59|2593M    0     0   521M|84.0B 84.0B| 16 2.0  82   0   0   0|1.14 0.81 0.56
30-08 11:11:00|2593M    0     0   522M|52.0B  100B| 17 1.9  81   0   0   0|1.14 0.81 0.56
30-08 11:11:01|2593M    0     0   522M|   0     0 | 17 2.3  81   0   0   0|1.14 0.81 0.56
30-08 11:11:02|2593M    0     0   522M|   0     0 | 15 2.3  82   0   0   0|1.13 0.81 0.56
30-08 11:11:03|2593M    0     0   522M|   0     0 | 16 2.8  81   0   0   0|1.13 0.81 0.56
30-08 11:11:04|2593M    0     0   521M|   0     0 | 16 2.5  82   0   0   0|1.13 0.81 0.56
30-08 11:11:05|2593M    0     0   521M|   0     0 | 17 1.6  81   0   0   0|1.13 0.81 0.56
30-08 11:11:06|2593M    0     0   521M|   0     0 | 16 2.1  82   0   0   0|1.13 0.81 0.56
30-08 11:11:07|2593M    0     0   522M|   0     0 | 17 1.5  82   0   0   0|1.12 0.82 0.56
30-08 11:11:08|2593M    0     0   522M|   0     0 | 17 1.5  82   0   0   0|1.12 0.82 0.56
30-08 11:11:09|2593M    0     0   522M|   0     0 | 16 2.0  82   0   0   0|1.12 0.82 0.56
30-08 11:11:10|2593M    0     0   521M|   0     0 | 16 2.0  82   0   0   0|1.12 0.82 0.56
30-08 11:11:11|2593M    0     0   521M|   0     0 | 16 2.6  81   0   0   0|1.12 0.82 0.56
30-08 11:11:12|2558M    0     0   556M| 235k  236k| 16 1.3  83   0   0   0|1.11 0.82 0.56
30-08 11:11:13|2583M    0     0   532M|52.0B  100B| 15 1.3  83   0   0   0|1.11 0.82 0.56
30-08 11:11:14|2592M    0     0   523M|40.0k 41.6k| 27 1.9  72   0   0   0|1.11 0.82 0.56
30-08 11:11:15|2613M    0     0   502M| 104B  200B| 27 1.4  71   0   0   0|1.11 0.82 0.56
30-08 11:11:16|2602M    0     0   512M|45.8k 45.7k| 27 2.0  71   0   0   0|1.11 0.82 0.56
30-08 11:11:17|2631M    0     0   483M|52.0B  100B| 26 0.9  73   0   0   0|1.18 0.84 0.57
30-08 11:11:18|2598M    0     0   517M|34.6k 34.5k| 15 2.0  83   0   0   0|1.18 0.84 0.57
30-08 11:11:19|2574M    0     0   541M|46.3k 46.1k| 15 1.7  83   0   0   0|1.18 0.84 0.57
30-08 11:11:20|2624M    0     0   490M|   0     0 | 16 0.8  83   0   0   0|1.18 0.84 0.57
30-08 11:11:21|2616M    0     0   499M|31.1k 31.0k| 15 1.7  83   0   0   0|1.18 0.84 0.57
30-08 11:11:22|2635M    0     0   480M| 104B  200B| 15 1.8  83   0   0   0|1.16 0.84 0.57
30-08 11:11:23|2616M    0     0   499M|34.5k 34.3k| 15 1.7  84   0   0   0|1.16 0.84 0.57
30-08 11:11:24|2634M    0     0   481M| 416B 6497B| 15 1.7  84   0   0   0|1.16 0.84 0.57
30-08 11:11:25|2615M    0     0   500M|38.5k 38.4k| 15 2.2  83   0   0   0|1.16 0.84 0.57
30-08 11:11:26|2665M    0     0   450M|52.0B  184B| 15 1.5  83   0   0   0|1.16 0.84 0.57
30-08 11:11:27|2610M    0     0   505M|49.5k 49.4k| 15 2.2  83   0   0   0|1.23 0.86 0.58
30-08 11:11:28|2598M    0     0   517M|31.2k 31.1k| 16 1.2  83   0   0   0|1.23 0.86 0.58
30-08 11:11:29|2631M    0     0   484M|52.0B  100B| 15 1.2  83   0   0   0|1.23 0.86 0.58
30-08 11:11:30|2597M    0     0   517M|34.5k 34.4k| 15 1.8  83   0   0   0|1.23 0.86 0.58
30-08 11:11:31|2640M    0     0   475M|   0   100B| 16 1.0  83   0   0   0|1.23 0.86 0.58
30-08 11:11:32|2592M    0     0   523M|37.2k 37.1k| 14 2.3  83   0   0   0|1.21 0.86 0.58
30-08 11:11:33|2579M    0     0   536M|31.1k 31.0k| 15 1.3  83   0   0   0|1.21 0.86 0.58
30-08 11:11:34|2627M    0     0   487M| 364B 7638B| 16 0.8  83   0   0   0|1.21 0.86 0.58
30-08 11:11:35|2577M    0     0   537M|34.6k 34.6k| 15 1.7  83   0   0   0|1.21 0.86 0.58
30-08 11:11:36|2627M    0     0   487M|   0     0 | 16 1.0  83   0   0   0|1.21 0.86 0.58
30-08 11:11:37|2576M    0     0   538M|37.3k 37.4k| 15 1.8  83   0   0   0|1.19 0.86 0.59
30-08 11:11:38|2625M    0     0   490M|   0     0 | 16 1.0  83   0   0   0|1.19 0.86 0.59
30-08 11:11:39|2570M    0     0   544M|34.6k 34.5k| 14 2.3  83   0   0   0|1.19 0.86 0.59
30-08 11:11:40|2622M    0     0   493M|   0     0 | 16 1.3  83   0   0   0|1.19 0.86 0.59
30-08 11:11:41|2629M    0     0   486M| 104B  200B| 15 1.8  84   0   0   0|1.19 0.86 0.59
30-08 11:11:42|2617M    0     0   498M|42.5k 42.2k| 15 1.5  83   0   0   0|1.18 0.87 0.59
30-08 11:11:43|2636M    0     0   479M| 156B  284B| 15 1.7  83   0   0   0|1.18 0.87 0.59
30-08 11:11:44|2615M    0     0   500M|43.8k 51.4k| 15 1.7  84   0   0   0|1.18 0.87 0.59
30-08 11:11:45|2679M    0     0   435M| 156B  332B| 26 1.2  73   0   0   0|1.18 0.87 0.59
30-08 11:11:46|2654M    0     0   461M|36.1k 36.1k| 27 1.6  71   0   0   0|1.18 0.87 0.59
30-08 11:11:47|2672M    0     0   442M| 104B  200B| 27 1.6  72   0   0   0|1.24 0.88 0.59
30-08 11:11:48|2647M    0     0   468M|43.5k 43.5k| 15 2.2  83   0   0   0|1.24 0.88 0.59
30-08 11:11:49|2679M    0     0   436M| 104B  200B| 16 1.2  83   0   0   0|1.24 0.88 0.59
30-08 11:11:50|2647M    0     0   468M|34.6k 34.5k| 15 1.3  83   0   0   0|1.24 0.88 0.59
30-08 11:11:51|2678M    0     0   436M| 104B  200B| 15 1.7  83   0   0   0|1.24 0.88 0.59
30-08 11:11:52|2642M    0     0   472M|38.6k 38.5k| 15 1.7  83   0   0   0|1.22 0.89 0.60
30-08 11:11:53|2674M    0     0   440M| 104B  200B| 16 1.0  83   0   0   0|1.22 0.89 0.60
30-08 11:11:54|2640M    0     0   475M|34.8k 42.4k| 15 2.2  83   0   0   0|1.22 0.89 0.60
30-08 11:11:55|2672M    0     0   443M|   0   100B| 15 1.2  84   0   0   0|1.22 0.89 0.60
30-08 11:11:56|2631M    0     0   483M|47.4k 47.3k| 15 1.8  83   0   0   0|1.22 0.89 0.60
30-08 11:11:57|2674M    0     0   440M|52.0B  100B| 16 1.2  83   0   0   0|1.21 0.89 0.60
30-08 11:11:58|2624M    0     0   491M|40.0k 40.0k| 15 1.7  83   0   0   0|1.21 0.89 0.60
30-08 11:11:59|2670M    0     0   445M|52.0B  100B| 16 1.2   - 431   0   0|1.21 0.89 0.60
30-08 11:12:00|2623M    0     0   492M|34.7k 34.8k| 14 2.3 433   -   0   0|1.21 0.89 0.60
30-08 11:12:01|2670M    0     0   445M|52.0B  100B| 16 0.7  83   0   0   0|1.21 0.89 0.60
30-08 11:12:02|2622M    0     0   493M|36.1k 36.1k| 14 2.5  83   0   0   0|1.19 0.89 0.60
30-08 11:12:03|2670M    0     0   445M|52.0B  100B| 16 1.0  83   0   0   0|1.19 0.89 0.60
30-08 11:12:04|2621M    0     0   494M|36.2k 42.7k| 15 2.2  83   0   0   0|1.19 0.89 0.60
30-08 11:12:05|2669M    0     0   446M|52.0B  100B| 15 1.3  83   0   0   0|1.19 0.89 0.60
30-08 11:12:06|2613M    0     0   501M|42.4k 42.4k| 15 2.2  83   0   0   0|1.19 0.89 0.60
30-08 11:12:07|2664M    0     0   451M|52.0B  100B| 16 1.2  83   0   0   0|1.17 0.89 0.60
30-08 11:12:08|2670M    0     0   444M| 156B  300B| 15 1.8  84   0   0   0|1.17 0.89 0.60
30-08 11:12:09|2658M    0     0   456M|44.8k 44.5k| 16 0.8  83   0   0   0|1.17 0.89 0.60
30-08 11:12:10|2677M    0     0   438M| 156B  284B| 15 1.7  83   0   0   0|1.17 0.89 0.60
30-08 11:12:11|2657M    0     0   457M|35.8k 35.7k| 15 1.3  83   0   0   0|1.17 0.89 0.60
30-08 11:12:12|2721M    0     0   394M| 208B  400B| 18 1.8  80   0   0   0|1.24 0.91 0.61
30-08 11:12:13|2704M    0     0   411M|34.5k 34.4k| 15 2.0  83   0   0   0|1.24 0.91 0.61
30-08 11:12:14|2719M    0     0   396M| 468B 8425B| 15 1.7  84   0   0   0|1.24 0.91 0.61
30-08 11:12:15|2703M    0     0   411M|35.7k 35.6k| 15 1.3  83   0   0   0|1.24 0.91 0.61
30-08 11:12:16|2732M    0     0   382M|50.1k 50.2k| 22 1.8  76   0   0   0|1.24 0.91 0.61
30-08 11:12:17|2775M    0     0   340M|52.0B  100B| 28 0.8  71   0   0   0|1.30 0.93 0.62
30-08 11:12:18|2772M    0     0   343M| 156B  284B| 27 2.0  71   0   0   0|1.30 0.93 0.62
30-08 11:12:19|2775M    0     0   340M|52.0B  100B| 24 3.1   - 375   0   0|1.30 0.93 0.62
30-08 11:12:20|2727M    0     0   388M| 112k  112k| 26 2.3 368   -   0   0|1.30 0.93 0.62
30-08 11:12:21|2771M    0     0   343M|52.0B  100B| 25 1.3  74   0   0   0|1.30 0.93 0.62
30-08 11:12:22|2725M    0     0   389M|34.6k 34.6k| 15 1.7  83   0   0   0|1.28 0.93 0.62
30-08 11:12:23|2770M    0     0   345M| 824B 1152B| 16 1.2  83   0   0   0|1.28 0.93 0.62
30-08 11:12:24|2719M    0     0   396M|41.3k 46.5k| 15 1.8  83   0   0   0|1.28 0.93 0.62
30-08 11:12:25|2768M    0     0   346M|52.0B  100B| 16 1.0  83   0   0   0|1.28 0.93 0.62
30-08 11:12:26|2716M    0     0   398M|38.7k 38.7k| 14 2.3  83   0   0   0|1.28 0.93 0.62
30-08 11:12:27|2766M    0     0   348M|52.0B  148B| 16 0.8  83   0   0   0|1.25 0.93 0.62
30-08 11:12:28|2769M    0     0   345M|38.8k 39.1k| 15 2.2  83   0   0   0|1.25 0.93 0.62
30-08 11:12:29|2762M    0     0   352M|1269B  973B| 16 0.8  83   0   0   0|1.25 0.93 0.62
30-08 11:12:30|2750M    0     0   364M|49.1k 49.0k| 15 1.7  83   0   0   0|1.25 0.93 0.62
30-08 11:12:31|2770M    0     0   345M| 104B  200B| 15 1.5  83   0   0   0|1.25 0.93 0.62
30-08 11:12:32|2749M    0     0   366M|37.4k 37.3k| 15 1.8  83   0   0   0|1.23 0.93 0.62
30-08 11:12:33|2782M    0     0   333M| 104B  200B| 15 1.5  83   0   0   0|1.23 0.93 0.62
30-08 11:12:34|2777M    0     0   337M| 520B 8770B| 15 2.6  83   0   0   0|1.23 0.93 0.62
30-08 11:12:35|2757M    0     0   357M|71.1k 70.9k| 15 1.5  83   0   0   0|1.23 0.93 0.62
30-08 11:12:36|2776M    0     0   339M| 156B  300B| 15 1.5  83   0   0   0|1.23 0.93 0.62
30-08 11:12:37|2757M    0     0   357M|34.5k 34.4k| 15 1.3  83   0   0   0|1.21 0.93 0.62
30-08 11:12:38|2774M    0     0   341M| 156B  300B| 15 1.8  83   0   0   0|1.21 0.93 0.62
30-08 11:12:39|2756M    0     0   359M|39.7k 39.7k| 15 1.7  83   0   0   0|1.21 0.93 0.62
30-08 11:12:40|2781M    0     0   333M| 104B  200B| 15 1.3  83   0   0   0|1.21 0.93 0.62
30-08 11:12:41|2749M    0     0   365M|52.2k 52.0k| 16 1.8  83   0   0   0|1.21 0.93 0.62
30-08 11:12:42|2734M    0     0   381M|35.1k 35.0k| 15 2.2  83   0   0   0|1.20 0.93 0.63
30-08 11:12:43|2713M    0     0   401M|36.6k 36.6k| 15 1.3  84   0   0   0|1.20 0.93 0.63
30-08 11:12:44|2764M    0     0   350M| 364B 6249B| 16 0.8  83   0   0   0|1.20 0.93 0.63
30-08 11:12:45|2770M    0     0   345M|30.4k 33.8k| 15 1.7  83   0   0   0|1.20 0.93 0.63
30-08 11:12:46|2763M    0     0   352M|4438B 1077B| 16 0.8  83   0   0   0|1.20 0.93 0.63
30-08 11:12:47|2828M    0     0   287M| 208B  464B| 20 2.6  78   0   0   0|1.26 0.95 0.63
30-08 11:12:48|2826M    0     0   288M| 156B  284B| 27 1.9  71   0   0   0|1.26 0.95 0.63
30-08 11:12:49|2799M    0     0   316M|41.1k 41.0k| 27 1.7  72   0   0   0|1.26 0.95 0.63
30-08 11:12:50|2787M    0     0   327M|31.1k 31.0k| 21 1.2   - 402   0   0|1.26 0.95 0.63
30-08 11:12:51|2786M    0     0   328M|36.7k 36.6k| 22 1.8 394   -   0   0|1.26 0.95 0.63
30-08 11:12:52|2843M    0     0   271M|52.0B  100B| 29 0.6  71   0   0   0|1.32 0.97 0.64
30-08 11:12:53|2789M    0     0   326M|38.6k 38.6k| 24 2.2  73   0   0   0|1.32 0.97 0.64
30-08 11:12:54|2840M    0     0   275M| 416B 7493B| 26 0.9  73   0   0   0|1.32 0.97 0.64
30-08 11:12:55|2846M    0     0   269M| 156B  284B| 27 1.7  71   0   0   0|1.32 0.97 0.64
30-08 11:12:56|2857M    0     0   258M| 156B  352B| 15 2.2  83   0   0   0|1.32 0.97 0.64
30-08 11:12:57|2828M    0     0   286M|44.7k 44.6k| 15 1.7  83   0   0   0|1.29 0.97 0.64
30-08 11:12:58|2849M    0     0   266M| 104B  200B| 15 1.8  83   0   0   0|1.29 0.97 0.64
30-08 11:12:59|2826M    0     0   288M|37.3k 37.3k| 15 2.0  83   0   0   0|1.29 0.97 0.64
30-08 11:13:00|2845M    0     0   270M| 156B  300B| 15 1.3  83   0   0   0|1.29 0.97 0.64
30-08 11:13:01|2822M    0     0   292M|39.9k 39.8k| 15 1.8  83   0   0   0|1.29 0.97 0.64
30-08 11:13:02|2854M    0     0   261M| 104B  200B| 15 1.5  83   0   0   0|1.27 0.97 0.64
30-08 11:13:03|2819M    0     0   296M|36.2k 36.1k| 15 2.2  83   0   0   0|1.27 0.97 0.64
30-08 11:13:04|2856M    0     0   258M| 416B 7996B| 13 1.4  85   0   0   0|1.27 0.97 0.64
30-08 11:13:05|2858M    0     0   257M| 208B  384B| 14 2.8  83   0   0   0|1.27 0.97 0.64
30-08 11:13:06|2790M    0     0   324M|35.8k 35.8k| 14 2.8  83   0   0   0|1.27 0.97 0.64
30-08 11:13:07|2841M    0     0   273M|52.0B  100B| 16 0.8  83   0   0   0|1.25 0.97 0.65
30-08 11:13:08|2849M    0     0   266M| 490B 1332B| 15 1.7  83   0   0   0|1.25 0.97 0.65
30-08 11:13:09|2833M    0     0   282M|49.4k 49.3k| 15 1.5  83   0   0   0|1.25 0.97 0.65
30-08 11:13:10|2851M    0     0   263M| 156B  300B| 15 1.3  83   0   0   0|1.25 0.97 0.65
30-08 11:13:11|2833M    0     0   282M|34.5k 34.5k| 16 1.2  83   0   0   0|1.25 0.97 0.65
30-08 11:13:12|2827M    0     0   288M|31.1k 31.1k| 15 0.8  84   0   0   0|1.23 0.97 0.65
30-08 11:13:13|2846M    0     0   268M| 104B  200B| 15 1.0  84   0   0   0|1.23 0.97 0.65
30-08 11:13:14|2825M    0     0   290M|37.6k 45.3k| 15 2.0  83   0   0   0|1.23 0.97 0.65
30-08 11:13:15|2845M    0     0   269M| 104B  200B| 16 1.0  83   0   0   0|1.23 0.97 0.65
30-08 11:13:16|2825M    0     0   289M|34.6k 34.5k| 15 1.5  83   0   0   0|1.23 0.97 0.65
30-08 11:13:17|2856M    0     0   258M| 104B  200B| 16 0.7  84   0   0   0|1.21 0.97 0.65
30-08 11:13:18|2856M    0     0   258M|42.3k 42.5k| 17 1.9  81   0   0   0|1.21 0.97 0.65
30-08 11:13:19|2888M    0     0   226M| 104B  100B| 28 1.1  71   0   0   0|1.21 0.97 0.65
