02-09 15:25:04 2123M    0     0   992M    0     0  0.2 0.0 100 0.0   0   0 0.05 0.05 0.06
02-09 15:25:05 2123M    0     0   992M  220  104   0   0 100   0   0   0 0.05 0.05 0.06
02-09 15:25:06 2123M    0     0   992M  188  248 0.2 0.2 100   0   0   0 0.05 0.05 0.06
02-09 15:25:07 2145M    0     0   970M  272  184 4.4 0.6  95   0   0   0 0.05 0.05 0.05
02-09 15:25:08 2193M    0     0   921M  676  608  15 1.3  83   0   0   0 0.05 0.05 0.05
02-09 15:25:09 2244M    0     0   871M    0     0   16 0.8  83   0   0   0 0.05 0.05 0.05
02-09 15:25:10 2236M    0     0   879M 1431 1310  14 1.3  84   0   0   0 0.05 0.05 0.05
02-09 15:25:11 2229M    0     0   886M 40.0.0029296875 40.0.001953125  15 2.0  83   0   0   0 0.05 0.05 0.05
02-09 15:25:12 2207M    0     0   907M 45.0.0009765625 45.0  15 1.8  83   0   0   0 0.12 0.07 0.06
02-09 15:25:13 2248M    0     0   866M    0     0   16 1.2  83   0   0   0 0.12 0.07 0.06
02-09 15:25:14 2236M    0     0   879M 40.0.0029296875 40.0.001953125  15 1.5  83   0   0   0 0.12 0.07 0.06
02-09 15:25:15 2252M    0     0   862M 84.0 52.0  16 0.8  83   0   0   0 0.12 0.07 0.06
02-09 15:25:16 2252M    0     0   862M  340 1188  16 0.8  83   0   0   0 0.12 0.07 0.06
02-09 15:25:17 2252M    0     0   862M    0     0   17 0.3  83   0   0   0 0.19 0.08 0.06
02-09 15:25:18 2253M    0     0   862M  104  328  16 0.5  83   0   0   0 0.19 0.08 0.06
02-09 15:25:19 2253M    0     0   862M  156 2607  17 1.0  82   0   0   0 0.19 0.08 0.06
02-09 15:25:20 2253M    0     0   862M    0     0   16 0.3  83   0   0   0 0.19 0.08 0.06
02-09 15:25:21 2218M    0     0   897M 48.0.001953125 48.0.0029296875  15 2.0  83   0   0   0 0.19 0.08 0.06
02-09 15:25:22 2196M    0     0   919M 39.0.0009765625 39.0  15 1.8  83   0   0   0 0.26 0.10 0.07
02-09 15:25:23 2245M    0     0   870M  744  588  16 0.7  83   0   0   0 0.26 0.10 0.07
02-09 15:25:24 2252M    0     0   862M 52.0  100  17 0.7  83   0   0   0 0.26 0.10 0.07
02-09 15:25:25 2252M    0     0   862M  408  252  16 0.8  83   0   0   0 0.26 0.10 0.07
02-09 15:25:26 2252M    0     0   862M    0     0   17 0.2  83   0   0   0 0.26 0.10 0.07
02-09 15:25:27 2253M    0     0   862M  460  452  17 0.3  83   0   0   0 0.32 0.11 0.07
02-09 15:25:28 2253M    0     0   862M  324  168  16 0.5  83   0   0   0 0.32 0.11 0.07
02-09 15:25:29 2253M    0     0   862M  376 3239  16 0.5  83   0   0   0 0.32 0.11 0.07
02-09 15:25:30 2192M    0     0   923M 43.0.0029296875 43.0.001953125  16 1.3  83   0   0   0 0.32 0.11 0.07
02-09 15:25:31 2241M    0     0   874M  136  100  16 1.0  83   0   0   0 0.32 0.11 0.07
02-09 15:25:32 2234M    0     0   880M 38.0.0087890625 38.0.0078125  15 1.5  83   0   0   0 0.37 0.12 0.08
02-09 15:25:33 2222M    0     0   892M 38.0.001953125 38.0.0029296875  16 1.2  83   0   0   0 0.37 0.12 0.08
02-09 15:25:34 2252M    0     0   862M    0     0   16 0.3  84   0   0   0 0.37 0.12 0.08
02-09 15:25:35 2252M    0     0   862M    0     0   17 0.5  83   0   0   0 0.37 0.12 0.08
02-09 15:25:36 2252M    0     0   862M    0     0   16 0.5  83   0   0   0 0.37 0.12 0.08
02-09 15:25:37 2253M    0     0   862M  772 1004  17 0.3  83   0   0   0 0.42 0.14 0.08
02-09 15:25:38 2253M    0     0   862M    0     0   16 0.7  83   0   0   0 0.42 0.14 0.08
02-09 15:25:39 2226M    0     0   888M 41.0.001953125 45.0.0087890625  15 1.7  83   0   0   0 0.42 0.14 0.08
02-09 15:25:40 2252M    0     0   862M    0     0   18 0.3  82   0   0   0 0.42 0.14 0.08
02-09 15:25:41 2252M    0     0   862M    0     0   17 0.2  83   0   0   0 0.42 0.14 0.08
02-09 15:25:42 2264M    0     0   850M    0     0   17 0.5  82   0   0   0 0.47 0.15 0.09
02-09 15:25:43 2264M    0     0   850M    0     0   17 0.5  83   0   0   0 0.47 0.15 0.09
02-09 15:25:44 2265M    0     0   849M    0     0   16 0.5  83   0   0   0 0.47 0.15 0.09
02-09 15:25:45 2235M    0     0   879M 44.0.00390625 44.0.00390625  15 1.2  84   0   0   0 0.47 0.15 0.09
02-09 15:25:46 2227M    0     0   888M 41.0.0048828125 41.0.00390625  15 1.5  83   0   0   0 0.47 0.15 0.09
02-09 15:25:47 2205M    0     0   910M 45.0.0009765625 44.0.0087890625  16 1.3  83   0   0   0 0.51 0.17 0.09
02-09 15:25:48 2249M    0     0   866M    0     0   16 1.0  83   0   0   0 0.51 0.17 0.09
02-09 15:25:49 2238M    0     0   877M 41.0.0068359375 45.0.0048828125  15 1.3  83   0   0   0 0.51 0.17 0.09
02-09 15:25:50 2233M    0     0   882M 37.0.00390625 37.0.0029296875  16 1.3  83   0   0   0 0.51 0.17 0.09
02-09 15:25:51 2219M    0     0   896M 38.0.0087890625 38.0.0078125  15 1.7  83   0   0   0 0.51 0.17 0.09
02-09 15:25:52 2198M    0     0   916M 41.0.0048828125 41.0.0048828125  16 1.3  83   0   0   0 0.55 0.18 0.10
02-09 15:25:53 2247M    0     0   868M    0     0   16 1.0  83   0   0   0 0.55 0.18 0.10
02-09 15:25:54 2235M    0     0   880M 48.0.0087890625 48.0.0068359375  16 1.3  83   0   0   0 0.55 0.18 0.10
02-09 15:25:55 2223M    0     0   892M 41.0.0048828125 41.0.00390625  15 1.7  83   0   0   0 0.55 0.18 0.10
02-09 15:25:56 2195M    0     0   919M 48.0.0068359375 48.0.005859375  16 1.2  83   0   0   0 0.55 0.18 0.10
02-09 15:25:57 2243M    0     0   872M    0     0   16 1.2  83   0   0   0 0.58 0.19 0.10
02-09 15:25:58 2253M    0     0   862M    0     0   17 0.5  83   0   0   0 0.58 0.19 0.10
02-09 15:25:59 2253M    0     0   862M  208 3610  16 0.3  83   0   0   0 0.58 0.19 0.10
02-09 15:26:00 2255M    0     0   860M    0     0   17 0.8  83   0   0   0 0.58 0.19 0.10
02-09 15:26:01 2255M    0     0   860M  376  688  17 0.3  83   0   0   0 0.58 0.19 0.10
02-09 15:26:02 2255M    0     0   860M 52.0  332  17 0.7  83   0   0   0 0.62 0.21 0.11
02-09 15:26:03 2236M    0     0   879M 49.0.0087890625 49.0.0078125  15 1.7  83   0   0   0 0.62 0.21 0.11
02-09 15:26:04 2253M    0     0   861M 52.0  100  16 0.7  83   0   0   0 0.62 0.21 0.11
02-09 15:26:05 2253M    0     0   861M    0     0   16 1.0  83   0   0   0 0.62 0.21 0.11
02-09 15:26:06 2253M    0     0   861M  220  252  16 0.7  83   0   0   0 0.62 0.21 0.11
02-09 15:26:07 2255M    0     0   859M    0     0   17 0.2  83   0   0   0 0.65 0.22 0.11
02-09 15:26:08 2255M    0     0   859M    0     0   16 0.3  83   0   0   0 0.65 0.22 0.11
02-09 15:26:09 2255M    0     0   859M  292 3024  17 0.7  83   0   0   0 0.65 0.22 0.11
02-09 15:26:10 2255M    0     0   859M  544  336  16 0.3  83   0   0   0 0.65 0.22 0.11
02-09 15:26:11 2208M    0     0   907M 1398 1316  16 1.0  83   0   0   0 0.65 0.22 0.11
02-09 15:26:12 2249M    0     0   865M    0     0   16 1.2  83   0   0   0 0.68 0.23 0.12
02-09 15:26:13 2252M    0     0   862M    0     0   18 0.3  82   0   0   0 0.68 0.23 0.12
02-09 15:26:14 2252M    0     0   862M    0     0   16 0.8  83   0   0   0 0.68 0.23 0.12
02-09 15:26:15 2252M    0     0   862M    0     0   17 0.3  83   0   0   0 0.68 0.23 0.12
02-09 15:26:16 2253M    0     0   862M    0     0   17 0.2  83   0   0   0 0.68 0.23 0.12
02-09 15:26:17 2253M    0     0   862M    0     0   17 0.3  82   0   0   0 0.70 0.25 0.12
02-09 15:26:18 2253M    0     0   862M    0     0   16 0.8  83   0   0   0 0.70 0.25 0.12
02-09 15:26:19 2253M    0     0   862M  156 2486  16 0.3  83   0   0   0 0.70 0.25 0.12
02-09 15:26:20 2199M    0     0   916M 1399 1317  17 0.8  83   0   0   0 0.70 0.25 0.12
02-09 15:26:21 2248M    0     0   867M    0     0   16 0.8  83   0   0   0 0.70 0.25 0.12
02-09 15:26:22 2252M    0     0   862M    0     0   17 0.5  83   0   0   0 0.73 0.26 0.12
02-09 15:26:23 2253M    0     0   862M    0     0   17 0.7  83   0   0   0 0.73 0.26 0.12
02-09 15:26:24 2200M    0     0   914M 1400 1318  17 0.7  83   0   0   0 0.73 0.26 0.12
02-09 15:26:25 2243M    0     0   871M    0     0   16 1.0  83   0   0   0 0.73 0.26 0.12
02-09 15:26:26 2252M    0     0   862M    0     0   17 0.7  82   0   0   0 0.73 0.26 0.12
02-09 15:26:27 2253M    0     0   862M    0     0   16 0.7  83   0   0   0 0.75 0.27 0.13
02-09 15:26:28 2253M    0     0   862M    0     0   17 0.2  83   0   0   0 0.75 0.27 0.13
02-09 15:26:29 2253M    0     0   862M  260 5273  18 0.5  82   0   0   0 0.75 0.27 0.13
02-09 15:26:30 2253M    0     0   862M    0     0   16 0.3  83   0   0   0 0.75 0.27 0.13
02-09 15:26:31 2253M    0     0   862M    0     0   17 0.3  83   0   0   0 0.75 0.27 0.13
02-09 15:26:32 2238M    0     0   876M 1415 1333  16 1.5  83   0   0   0 0.77 0.28 0.13
02-09 15:26:33 2253M    0     0   862M    0     0   17 0.2  83   0   0   0 0.77 0.28 0.13
02-09 15:26:34 2253M    0     0   862M    0     0   17 0.3  82   0   0   0 0.77 0.28 0.13
02-09 15:26:35 2253M    0     0   861M    0     0   17 0.7  82   0   0   0 0.77 0.28 0.13
02-09 15:26:36 2253M    0     0   861M    0     0   17 0.2  83   0   0   0 0.77 0.28 0.13
02-09 15:26:37 2253M    0     0   861M    0     0   17 0.3  82   0   0   0 0.87 0.31 0.14
