05-09 17:05:07 2105M 0 0 1010M 0 0 0.2 0.0 100 0.0 0 0 0.11 0.08 0.05
05-09 17:05:08 2105M 0 0 1010M 168 364 0 0 100 0 0 0 0.10 0.08 0.05
05-09 17:05:09 2105M 0 0 1010M 188 100 0.2 0 100 0 0 0 0.10 0.08 0.05
05-09 17:05:10 2105M 0 0 1010M 0 0 0 0 100 0 0 0 0.10 0.08 0.05
05-09 17:05:11 2105M 0 0 1010M 0 0 0 0 100 0 0 0 0.10 0.08 0.05
05-09 17:05:12 2105M 0 0 1010M 0 0 0 0 100 0 0 0 0.10 0.08 0.05
05-09 17:05:13 2105M 0 0 1010M 0 0 0.2 0 100 0 0 0 0.09 0.08 0.05
05-09 17:05:14 2124M 0 0 990M 136 84.0 4.0 0.6 95 0 0 0 0.09 0.08 0.05
05-09 17:05:15 2174M 0 0 941M 0 100 16 0.8 83 0 0 0 0.09 0.08 0.05
05-09 17:05:16 2176M 0 0 938M 156 200 16 0.2 84 0 0 0 0.09 0.08 0.05
05-09 17:05:17 2176M 0 0 938M 772 1036 16 0.3 83 0 0 0 0.09 0.08 0.05
05-09 17:05:18 2176M 0 0 938M 0 0 17 0.8 82 0 0 0 0.16 0.09 0.05
05-09 17:05:19 2177M 0 0 938M 0 100 16 0.5 83 0 0 0 0.16 0.09 0.05
05-09 17:05:20 2177M 0 0 938M 104 100 15 0.3 84 0 0 0 0.16 0.09 0.05
05-09 17:05:21 2177M 0 0 938M 0 0 17 0.5 83 0 0 0 0.16 0.09 0.05
05-09 17:05:22 2177M 0 0 938M 0 0 16 0.2 83 0 0 0 0.16 0.09 0.05
05-09 17:05:23 2177M 0 0 938M 104 200 15 0.5 0 480 0 0 0.23 0.11 0.06
05-09 17:05:24 2177M 0 0 938M 0 0 17 0.3 473 0 0 0 0.23 0.11 0.06
05-09 17:05:25 2177M 0 0 938M 0 0 16 0.5 83 0 0 0 0.23 0.11 0.06
05-09 17:05:26 2177M 0 0 938M 0 0 16 0.3 83 0 0 0 0.23 0.11 0.06
05-09 17:05:27 2177M 0 0 938M 0 0 16 0.3 83 0 0 0 0.23 0.11 0.06
05-09 17:05:28 2178M 0 0 937M 52.0 100 4.2 0.2 96 0 0 0 0.21 0.11 0.06
