[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
06-09 10:40:30|2379M    0     0   735M|   0     0 | 17 0.2  83   0   0   0|1.49 0.75 0.29
06-09 10:40:31|2380M    0     0   734M| 208B  400B| 26 0.4  74   0   0   0|1.49 0.75 0.29
06-09 10:40:32|2380M    0     0   734M| 260B 5999B| 29 0.7  70   0   0   0|1.49 0.75 0.29
06-09 10:40:33|2338M    0     0   776M|78.1k 78.0k| 26 2.6  72   0   0   0|1.49 0.75 0.29
06-09 10:40:34|2330M    0     0   784M|45.2k 45.2k| 25 2.0  73   0   0   0|1.53 0.77 0.30
06-09 10:40:35|2375M    0     0   739M|52.0B    0 | 27 1.0  72   0   0   0|1.53 0.77 0.30
06-09 10:40:36|2379M    0     0   736M|52.0B  100B| 20 0.2  80   0   0   0|1.53 0.77 0.30
06-09 10:40:37|2380M    0     0   734M| 208B  400B| 18 0.6  81   0   0   0|1.53 0.77 0.30
06-09 10:40:38|2380M    0     0   734M|   0     0 | 16 0.7  83   0   0   0|1.53 0.77 0.30
06-09 10:40:39|2380M    0     0   734M|   0     0 | 17 0.2  83   0   0   0|1.49 0.77 0.30
06-09 10:40:40|2381M    0     0   734M| 772B 1252B| 18 0.5  82   0   0   0|1.49 0.77 0.30
06-09 10:40:41|2337M    0     0   778M|95.4k 95.2k| 24 2.9  73   0   0   0|1.49 0.77 0.30
06-09 10:40:42|2349M    0     0   765M|44.3k 53.0k| 26 1.7  72   0   0   0|1.49 0.77 0.30
06-09 10:40:43|2375M    0     0   739M|   0     0 | 25 0.9   - 427   0   0|1.49 0.77 0.30
06-09 10:40:44|2359M    0     0   756M|36.6k 36.6k| 24 2.1 427   -   0   0|1.53 0.79 0.31
06-09 10:40:45|2346M    0     0   769M|35.1k 35.0k| 27 1.4  72   0   0   0|1.53 0.79 0.31
06-09 10:40:46|2379M    0     0   736M|52.0B  100B| 27 1.3   - 416   0   0|1.53 0.79 0.31
06-09 10:40:47|2380M    0     0   735M| 208B  400B| 20 0.6 455   -   0   0|1.53 0.79 0.31
06-09 10:40:48|2380M    0     0   735M|   0     0 | 16 0.3  83   0   0   0|1.53 0.79 0.31
06-09 10:40:49|2381M    0     0   734M| 631B  661B| 16 0.5  83   0   0   0|1.48 0.79 0.31
06-09 10:40:50|2380M    0     0   735M| 141B  343B| 17 0.3  83   0   0   0|1.48 0.79 0.31
06-09 10:40:51|2380M    0     0   735M|   0     0 | 17 0.2  83   0   0   0|1.48 0.79 0.31
06-09 10:40:52|2314M    0     0   800M|70.8k 76.3k| 23 2.1  75   0   0   0|1.48 0.79 0.31
06-09 10:40:53|2261M    0     0   853M|89.1k 88.9k| 26 2.4  72   0   0   0|1.48 0.79 0.31
06-09 10:40:54|2362M    0     0   752M|   0     0 | 27 1.9  71   0   0   0|1.52 0.81 0.32
06-09 10:40:55|2379M    0     0   736M| 104B  200B| 19 1.6  80   0   0   0|1.52 0.81 0.32
06-09 10:40:56|2380M    0     0   735M|52.0B  100B| 17 0.5   - 478   0   0|1.52 0.81 0.32
06-09 10:40:57|2390M    0     0   724M|52.0B  100B| 11 0.5 509   -   0   0|1.52 0.81 0.32
06-09 10:40:58|2408M    0     0   707M|   0     0 | 29 0.3  71   0   0   0|1.52 0.81 0.32
06-09 10:40:59|2381M    0     0   734M|34.8k 35.0k| 27 1.4  72   0   0   0|1.56 0.83 0.33
06-09 10:41:00|2363M    0     0   751M|36.3k 36.4k| 27 1.8  71   0   0   0|1.56 0.83 0.33
06-09 10:41:01|2403M    0     0   711M| 876B 1260B| 31 1.4  68   0   0   0|1.56 0.83 0.33
06-09 10:41:02|2389M    0     0   725M|57.7k 62.4k| 27 1.8  71   0   0   0|1.56 0.83 0.33
06-09 10:41:03|2321M    0     0   793M|77.4k 77.3k| 26 2.3  71   0   0   0|1.56 0.83 0.33
06-09 10:41:04|2317M    0     0   797M|38.7k 39.2k| 27 1.4  72   0   0   0|1.60 0.85 0.34
06-09 10:41:05|2366M    0     0   748M| 552B 52.0B| 28 1.3  71   0   0   0|1.60 0.85 0.34
06-09 10:41:06|2384M    0     0   731M|52.0B  100B| 21 1.2  78   0   0   0|1.60 0.85 0.34
06-09 10:41:07|2384M    0     0   731M|   0     0 | 16 0.7  83   0   0   0|1.60 0.85 0.34
06-09 10:41:08|2390M    0     0   725M|52.0B  300B| 19 0.8  81   0   0   0|1.60 0.85 0.34
06-09 10:41:09|2390M    0     0   725M| 180B  200B| 27 0.4  72   0   0   0|1.63 0.87 0.35
06-09 10:41:10|2390M    0     0   725M|   0     0 | 27 1.3  71   0   0   0|1.63 0.87 0.35
06-09 10:41:11|2390M    0     0   725M|   0     0 | 27 1.1  71   0   0   0|1.63 0.87 0.35
06-09 10:41:12|2390M    0     0   725M| 208B 4217B| 28 0.6  71   0   0   0|1.63 0.87 0.35
06-09 10:41:13|2395M    0     0   720M| 156B  316B| 26 3.4  71   0   0   0|1.63 0.87 0.35
06-09 10:41:14|2327M    0     0   787M| 100k  100k| 26 2.4  71   0   0   0|1.66 0.89 0.36
06-09 10:41:15|2380M    0     0   735M| 104B  200B| 24 1.3  75   0   0   0|1.66 0.89 0.36
06-09 10:41:16|2380M    0     0   735M|   0     0 | 19 0.5  81   0   0   0|1.66 0.89 0.36
06-09 10:41:17|2380M    0     0   735M|   0     0 | 16 0.7  83   0   0   0|1.66 0.89 0.36
06-09 10:41:18|2380M    0     0   735M|   0     0 | 16 1.2  83   0   0   0|1.66 0.89 0.36
06-09 10:41:19|2380M    0     0   735M|   0     0 | 17 0.3  83   0   0   0|1.61 0.89 0.36
06-09 10:41:20|2380M    0     0   735M|   0     0 | 16 0.5  83   0   0   0|1.61 0.89 0.36
06-09 10:41:21|2385M    0     0   729M| 104B  300B| 21 0.5   - 453   0   0|1.61 0.89 0.36
06-09 10:41:22|2385M    0     0   729M| 364B 4914B| 18 0.5 471   -   0   0|1.61 0.89 0.36
06-09 10:41:23|2385M    0     0   729M| 208B  416B| 20 0.3   - 458   0   0|1.61 0.89 0.36
06-09 10:41:24|2370M    0     0   745M|39.8k 39.8k| 26 3.0 407   -   0   0|1.64 0.91 0.37
06-09 10:41:25|2366M    0     0   749M|90.0k 89.8k| 24 2.1  74   0   0   0|1.64 0.91 0.37
06-09 10:41:26|2381M    0     0   734M|52.0B  100B| 23 0.6  77   0   0   0|1.64 0.91 0.37
06-09 10:41:27|2383M    0     0   731M|52.0B  100B| 15 0.3  84   0   0   0|1.64 0.91 0.37
06-09 10:41:28|2387M    0     0   728M| 156B  300B| 29 0.4  70   0   0   0|1.64 0.91 0.37
06-09 10:41:29|2387M    0     0   728M|   0     0 | 28 0.3  71   0   0   0|1.67 0.93 0.38
06-09 10:41:30|2387M    0     0   728M| 104B  200B| 29 0.6  71   0   0   0|1.67 0.93 0.38
06-09 10:41:31|2340M    0     0   775M|58.1k 58.2k| 28 1.4  71   0   0   0|1.67 0.93 0.38
06-09 10:41:32|2376M    0     0   739M|34.8k 43.7k| 27 1.3  72   0   0   0|1.67 0.93 0.38
06-09 10:41:33|2369M    0     0   746M|3569B 1226B| 28 1.1  71   0   0   0|1.67 0.93 0.38
06-09 10:41:34|2363M    0     0   751M|35.3k 35.3k| 27 1.6  72   0   0   0|1.69 0.94 0.38
06-09 10:41:35|2381M    0     0   734M|52.0B  100B| 24 0.5  76   0   0   0|1.69 0.94 0.38
06-09 10:41:36|2381M    0     0   734M|   0     0 | 17 0.3  83   0   0   0|1.69 0.94 0.38
06-09 10:41:37|2383M    0     0   732M| 208B  400B| 27 1.1  72   0   0   0|1.69 0.94 0.38
06-09 10:41:38|2383M    0     0   732M| 156B  316B| 29 0.4  71   0   0   0|1.69 0.94 0.38
06-09 10:41:39|2346M    0     0   768M|85.6k 85.4k| 27 1.7  71   0   0   0|1.72 0.96 0.39
06-09 10:41:40|2361M    0     0   753M|36.5k 36.5k| 25 1.8  73   0   0   0|1.72 0.96 0.39
06-09 10:41:41|2380M    0     0   735M|52.0B  100B| 24 1.3  74   0   0   0|1.72 0.96 0.39
06-09 10:41:42|2380M    0     0   735M| 364B 7944B| 16 0.3  83   0   0   0|1.72 0.96 0.39
06-09 10:41:43|2384M    0     0   731M| 208B  400B| 20 0.5  80   0   0   0|1.72 0.96 0.39
06-09 10:41:44|2384M    0     0   731M|   0     0 | 17   0  83   0   0   0|1.66 0.96 0.40
06-09 10:41:45|2265M    0     0   849M|76.6k 76.6k| 20 1.3  79   0   0   0|1.66 0.96 0.40
06-09 10:41:46|2365M    0     0   750M|   0     0 | 27 1.4  71   0   0   0|1.66 0.96 0.40
06-09 10:41:47|2381M    0     0   734M| 104B  200B| 20 1.6  79   0   0   0|1.66 0.96 0.40
06-09 10:41:48|2381M    0     0   734M|   0     0 | 17 0.2  83   0   0   0|1.66 0.96 0.40
06-09 10:41:49|2381M    0     0   733M|   0     0 | 12   0   - 507   0   0|1.69 0.98 0.40
06-09 10:41:50|2391M    0     0   723M| 292B  452B| 20 0.8 457   -   0   0|1.69 0.98 0.40
06-09 10:41:51|2391M    0     0   723M|   0     0 | 16 0.5  83   0   0   0|1.69 0.98 0.40
06-09 10:41:52|2391M    0     0   723M| 260B 5802B| 16 0.3  83   0   0   0|1.69 0.98 0.40
06-09 10:41:53|2391M    0     0   723M|   0     0 | 17 0.2  83   0   0   0|1.69 0.98 0.40
06-09 10:41:54|2357M    0     0   757M|34.7k 34.9k| 26 2.0  72   0   0   0|1.71 1.00 0.41
06-09 10:41:55|2341M    0     0   774M|35.1k 35.0k| 28 0.9  72   0   0   0|1.71 1.00 0.41
06-09 10:41:56|2384M    0     0   730M| 156B  416B| 27 1.1   - 413   0   0|1.71 1.00 0.41
06-09 10:41:57|2388M    0     0   726M|52.0B  100B| 19 1.0 461   -   0   0|1.71 1.00 0.41
06-09 10:41:58|2388M    0     0   726M|   0     0 | 17   0  83   0   0   0|1.71 1.00 0.41
06-09 10:41:59|2396M    0     0   719M| 156B  300B| 23 0.9  76   0   0   0|1.73 1.01 0.42
06-09 10:42:00|2396M    0     0   719M|52.0B  200B| 28 1.3  71   0   0   0|1.73 1.01 0.42
06-09 10:42:01|2396M    0     0   719M|52.0B    0 | 28 0.9  71   0   0   0|1.73 1.01 0.42
06-09 10:42:02|2396M    0     0   719M| 260B 5304B| 28 0.6  71   0   0   0|1.73 1.01 0.42
06-09 10:42:03|2366M    0     0   748M|36.0k 36.1k| 28 1.0  71   0   0   0|1.73 1.01 0.42
06-09 10:42:04|2389M    0     0   726M| 208B  416B| 27 1.1  72   0   0   0|1.75 1.03 0.43
06-09 10:42:05|2357M    0     0   758M|91.1k 90.7k| 27 2.3  71   0   0   0|1.75 1.03 0.43
06-09 10:42:06|2380M    0     0   735M|52.0B  100B| 25 1.6  74   0   0   0|1.75 1.03 0.43
06-09 10:42:07|2380M    0     0   735M|   0     0 | 16 0.5  83   0   0   0|1.75 1.03 0.43
06-09 10:42:08|2380M    0     0   735M| 772B 1036B| 16 0.7  83   0   0   0|1.75 1.03 0.43
06-09 10:42:09|2380M    0     0   734M|52.0B  100B| 16 0.3   - 480   0   0|1.69 1.03 0.43
06-09 10:42:10|2385M    0     0   730M| 156B  300B| 26 0.3 427   -   0   0|1.69 1.03 0.43
06-09 10:42:11|2385M    0     0   730M|84.0B 84.0B| 28 0.9  71   0   0   0|1.69 1.03 0.43
06-09 10:42:12|2385M    0     0   730M| 260B 4813B| 27 1.4  71   0   0   0|1.69 1.03 0.43
06-09 10:42:13|2385M    0     0   730M|   0     0 | 27 1.3  71   0   0   0|1.69 1.03 0.43
06-09 10:42:14|2385M    0     0   730M|   0     0 | 28 0.9  71   0   0   0|1.72 1.04 0.44
06-09 10:42:15|2333M    0     0   781M|42.1k 42.2k| 28 1.0  71   0   0   0|1.72 1.04 0.44
06-09 10:42:16|2326M    0     0   788M|39.9k 39.9k| 27 1.7  71   0   0   0|1.72 1.04 0.44
06-09 10:42:17|2375M    0     0   739M|52.0B  100B| 27 1.0  72   0   0   0|1.72 1.04 0.44
06-09 10:42:18|2363M    0     0   752M|43.9k 43.8k| 27 1.4  71   0   0   0|1.72 1.04 0.44
06-09 10:42:19|2345M    0     0   770M|44.1k 44.1k| 27 1.6  72   0   0   0|1.74 1.06 0.45
06-09 10:42:20|2322M    0     0   793M|43.1k 42.9k| 27 1.4  71   0   0   0|1.74 1.06 0.45
06-09 10:42:21|2326M    0     0   789M|40.1k 40.1k| 27 2.0  71   0   0   0|1.74 1.06 0.45
06-09 10:42:22|2378M    0     0   736M| 416B 7876B| 26 1.5  73   0   0   0|1.74 1.06 0.45
06-09 10:42:23|2328M    0     0   787M|91.7k 91.3k| 27 2.1  71   0   0   0|1.74 1.06 0.45
06-09 10:42:24|2376M    0     0   739M|   0     0 | 28 1.3  71   0   0   0|1.76 1.08 0.46
06-09 10:42:25|2383M    0     0   732M| 260B  484B| 27 0.9  72   0   0   0|1.76 1.08 0.46
06-09 10:42:26|2383M    0     0   732M|   0     0 | 28 1.0  71   0   0   0|1.76 1.08 0.46
06-09 10:42:27|2383M    0     0   732M|   0     0 | 28 0.7  71   0   0   0|1.76 1.08 0.46
06-09 10:42:28|2329M    0     0   785M|50.8k 51.0k| 27 1.4  71   0   0   0|1.76 1.08 0.46
06-09 10:42:29|2360M    0     0   755M|38.1k 38.1k| 27 1.6  71   0   0   0|1.78 1.09 0.46
06-09 10:42:30|2368M    0     0   746M|35.2k 35.2k| 26 2.0  72   0   0   0|1.78 1.09 0.46
06-09 10:42:31|2384M    0     0   730M|52.0B  100B| 22 1.4  76   0   0   0|1.78 1.09 0.46
06-09 10:42:32|2384M    0     0   730M| 312B 6103B| 16 1.0  83   0   0   0|1.78 1.09 0.46
06-09 10:42:33|2390M    0     0   725M|52.0B  200B| 19 0.3   - 466   0   0|1.78 1.09 0.46
06-09 10:42:34|2390M    0     0   725M| 156B  200B| 28 0.3 411   -   0   0|1.80 1.10 0.47
06-09 10:42:35|2390M    0     0   725M|   0     0 | 28 1.1  71   0   0   0|1.80 1.10 0.47
06-09 10:42:36|2390M    0     0   725M|   0     0 | 29 0.3  71   0   0   0|1.80 1.10 0.47
06-09 10:42:37|2353M    0     0   762M|36.0k 36.0k| 28 1.1  71   0   0   0|1.80 1.10 0.47
06-09 10:42:38|2343M    0     0   772M|36.6k 36.7k| 25 4.4  71   0   0   0|1.80 1.10 0.47
06-09 10:42:39|2340M    0     0   775M|74.2k 73.8k| 25 3.3  71   0   0   0|1.81 1.12 0.48
06-09 10:42:40|2360M    0     0   755M|46.4k 46.5k| 26 1.7  72   0   0   0|1.81 1.12 0.48
06-09 10:42:41|2380M    0     0   734M|52.0B  100B| 25 0.4  75   0   0   0|1.81 1.12 0.48
06-09 10:42:42|2381M    0     0   734M| 416B 6936B| 20 0.5  80   0   0   0|1.81 1.12 0.48
06-09 10:42:43|2381M    0     0   734M|52.0B    0 | 17 0.3  82   0   0   0|1.81 1.12 0.48
06-09 10:42:44|2381M    0     0   734M|   0     0 | 17 0.5  83   0   0   0|1.75 1.12 0.48
06-09 10:42:45|2289M    0     0   825M|75.3k 75.4k| 21 1.2  77   0   0   0|1.75 1.12 0.48
06-09 10:42:46|2373M    0     0   742M|52.0B  100B| 27 2.1  71   0   0   0|1.75 1.12 0.48
06-09 10:42:47|2349M    0     0   766M|90.3k 90.0k| 26 2.7  72   0   0   0|1.75 1.12 0.48
06-09 10:42:48|2348M    0     0   766M|39.2k 39.2k| 26 1.6  72   0   0   0|1.75 1.12 0.48
06-09 10:42:49|2381M    0     0   734M|52.0B  100B| 27 1.2   - 415   0   0|1.77 1.13 0.49
06-09 10:42:50|2381M    0     0   734M|   0     0 | 16 0.3 480   -   0   0|1.77 1.13 0.49
06-09 10:42:51|2381M    0     0   734M|   0     0 | 17 0.3  83   0   0   0|1.77 1.13 0.49
06-09 10:42:52|2384M    0     0   731M| 520B 7027B| 21 0.6  79   0   0   0|1.77 1.13 0.49
06-09 10:42:53|2384M    0     0   731M|   0     0 | 16 0.7  83   0   0   0|1.77 1.13 0.49
06-09 10:42:54|2384M    0     0   731M|   0     0 | 16 0.3  83   0   0   0|1.71 1.13 0.49
06-09 10:42:55|2384M    0     0   731M|   0     0 | 16 0.7  83   0   0   0|1.71 1.13 0.49
06-09 10:42:56|2384M    0     0   731M|   0     0 | 17 0.3  83   0   0   0|1.71 1.13 0.49
06-09 10:42:57|2332M    0     0   782M|86.7k 86.7k| 26 2.3  72   0   0   0|1.71 1.13 0.49
06-09 10:42:58|2272M    0     0   843M| 100k 99.8k| 26 2.4  72   0   0   0|1.71 1.13 0.49
06-09 10:42:59|2366M    0     0   748M|   0     0 | 27 1.6   - 412   0   0|1.73 1.14 0.50
06-09 10:43:00|2381M    0     0   734M| 104B  300B| 19 1.3 458   -   0   0|1.73 1.14 0.50
06-09 10:43:01|2383M    0     0   732M| 208B  300B| 19 0.5  81   0   0   0|1.73 1.14 0.50
06-09 10:43:02|2383M    0     0   732M| 364B 6203B| 28 0.7  71   0   0   0|1.73 1.14 0.50
06-09 10:43:03|2383M    0     0   732M|   0     0 | 28 0.6  71   0   0   0|1.73 1.14 0.50
06-09 10:43:04|2355M    0     0   760M|35.8k 35.8k| 27 1.8  71   0   0   0|1.75 1.16 0.51
06-09 10:43:05|2380M    0     0   734M|51.6k 54.9k| 23 1.5   - 437   0   0|1.75 1.16 0.51
06-09 10:43:06|2352M    0     0   763M|42.1k 38.7k| 26 1.9 417   -   0   0|1.75 1.16 0.51
06-09 10:43:07|2353M    0     0   761M|36.5k 36.5k| 27 1.4  71   0   0   0|1.75 1.16 0.51
06-09 10:43:08|2328M    0     0   787M|41.3k 41.4k| 27 1.3  72   0   0   0|1.75 1.16 0.51
06-09 10:43:09|2376M    0     0   739M|   0     0 | 27 1.3  71   0   0   0|1.77 1.17 0.52
06-09 10:43:10|2381M    0     0   734M|52.0B  100B| 19 1.0  80   0   0   0|1.77 1.17 0.52
06-09 10:43:11|2381M    0     0   734M|   0     0 | 16 0.3  83   0   0   0|1.77 1.17 0.52
06-09 10:43:12|2382M    0     0   732M| 520B 6732B| 22 0.9  77   0   0   0|1.77 1.17 0.52
06-09 10:43:13|2382M    0     0   732M|   0     0 | 28 0.6  71   0   0   0|1.77 1.17 0.52
06-09 10:43:14|2382M    0     0   732M|   0     0 | 27 1.4  72   0   0   0|1.79 1.18 0.52
06-09 10:43:15|2382M    0     0   732M|   0     0 | 28 1.3  71   0   0   0|1.79 1.18 0.52
06-09 10:43:16|2382M    0     0   732M|   0     0 | 28 1.1  71   0   0   0|1.79 1.18 0.52
06-09 10:43:17|2382M    0     0   732M|   0     0 | 29 0.4  71   0   0   0|1.79 1.18 0.52
06-09 10:43:18|2354M    0     0   761M|41.2k 41.4k| 27 2.0  71   0   0   0|1.79 1.18 0.52
06-09 10:43:19|2320M    0     0   795M|95.4k 95.1k| 26 2.0  72   0   0   0|1.81 1.20 0.53
06-09 10:43:20|2348M    0     0   767M|35.2k 35.1k| 24 2.7   - 425   0   0|1.81 1.20 0.53
06-09 10:43:21|2381M    0     0   733M| 438B 1232B| 25 0.9 429   -   0   0|1.81 1.20 0.53
06-09 10:43:22|2381M    0     0   733M| 260B 5064B| 16 0.5  83   0   0   0|1.81 1.20 0.53
06-09 10:43:23|2381M    0     0   733M|   0     0 | 16 1.0  83   0   0   0|1.81 1.20 0.53
06-09 10:43:24|2381M    0     0   733M|   0     0 | 16 0.8  83   0   0   0|1.74 1.19 0.53
06-09 10:43:25|2381M    0     0   733M|   0     0 | 16 0.7  83   0   0   0|1.74 1.19 0.53
06-09 10:43:26|2381M    0     0   733M|   0     0 | 17 0.3  83   0   0   0|1.74 1.19 0.53
06-09 10:43:27|2384M    0     0   731M| 208B  400B| 22 1.2  77   0   0   0|1.74 1.19 0.53
06-09 10:43:28|2384M    0     0   731M|   0     0 | 29 0.6  70   0   0   0|1.74 1.19 0.53
06-09 10:43:29|2345M    0     0   770M|51.7k 51.8k| 27 1.1  72   0   0   0|1.76 1.21 0.54
