[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
02-09 14:56:17|2299M    0     0   815M|1451B 1417B| 16 1.0  83   0   0   0|0.63 0.34 0.28
02-09 14:56:18|2320M    0     0   794M| 520B 8753B| 15 2.0  83   0   0   0|0.63 0.34 0.28
02-09 14:56:19|2299M    0     0   815M|1451B 1317B| 16 1.2  83   0   0   0|0.63 0.34 0.28
02-09 14:56:20|2318M    0     0   797M| 104B  284B| 15 1.8  83   0   0   0|0.66 0.35 0.29
02-09 14:56:21|2298M    0     0   817M|1452B 1418B| 15 1.5  83   0   0   0|0.66 0.35 0.29
02-09 14:56:22|2312M    0     0   803M| 324B  368B| 14 1.3  84   0   0   0|0.66 0.35 0.29
02-09 14:56:23|2296M    0     0   819M|1400B 1318B| 15 1.7  83   0   0   0|0.66 0.35 0.29
02-09 14:56:24|2318M    0     0   797M|   0     0 | 15 1.3  84   0   0   0|0.66 0.35 0.29
02-09 14:56:25|2295M    0     0   819M|1400B 1318B| 15 1.5  83   0   0   0|0.69 0.36 0.29
02-09 14:56:26|2318M    0     0   796M|   0     0 | 15 2.0  83   0   0   0|0.69 0.36 0.29
02-09 14:56:27|2299M    0     0   815M|1399B 1317B| 16 1.7  83   0   0   0|0.69 0.36 0.29
02-09 14:56:28|2341M    0     0   773M| 364B 8564B| 27 1.7  71   0   0   0|0.69 0.36 0.29
02-09 14:56:29|2321M    0     0   793M|1398B 1316B| 25 1.3   - 403   0   0|0.69 0.36 0.29
02-09 14:56:30|2354M    0     0   760M|   0     0 | 16 1.2 447   -   0   0|0.79 0.39 0.30
02-09 14:56:31|2340M    0     0   774M|1397B 1315B| 27 1.9  71   0   0   0|0.79 0.39 0.30
02-09 14:56:32|2397M    0     0   717M|   0     0 | 27 1.9  71   0   0   0|0.79 0.39 0.30
02-09 14:56:33|2283M    0     0   831M|1397B 1315B| 16 2.3  82   0   0   0|0.79 0.39 0.30
02-09 14:56:34|2315M    0     0   800M|   0     0 | 15 1.8  83   0   0   0|0.79 0.39 0.30
02-09 14:56:35|2187M    0     0   928M| 607B  665B|8.6 1.4  90   0   0   0|0.73 0.38 0.30
02-09 14:56:36|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.73 0.38 0.30
02-09 14:56:37|2187M    0     0   928M|   0     0 |0.2   0 100   0   0   0|0.73 0.38 0.30
02-09 14:56:38|2187M    0     0   928M| 396B 6924B|  0   0 100   0   0   0|0.73 0.38 0.30
02-09 14:56:39|2187M    0     0   928M|   0     0 |0.2 0.2 100   0   0   0|0.73 0.38 0.30
02-09 14:56:40|2187M    0     0   928M| 376B  632B|  0 0.2 100   0   0   0|0.67 0.37 0.29
02-09 14:56:41|2187M    0     0   928M|   0     0 |  0   0 100   0   0   0|0.67 0.37 0.29
02-09 14:56:42|2187M    0     0   928M| 272B  608B|  0 0.2 100   0   0   0|0.67 0.37 0.29
02-09 14:56:43|2187M    0     0   928M|52.0B  100B|0.2 0.2 100   0   0   0|0.67 0.37 0.29
02-09 14:56:44|2187M    0     0   928M|52.0B  100B|  0   0 100   0   0   0|0.67 0.37 0.29
02-09 14:56:45|2187M    0     0   928M|52.0B  100B|0.2 0.2 100   0   0   0|0.62 0.37 0.29
02-09 14:56:46|2187M    0     0   928M| 428B 1836B|0.2 0.2 100   0   0   0|0.62 0.37 0.29
02-09 14:56:47|2187M    0     0   928M|84.0B 52.0B|  0   0 100   0   0   0|0.62 0.37 0.29
02-09 14:56:48|2187M    0     0   928M|52.0B  116B|0.2 0.4  99   0   0   0|0.62 0.37 0.29
02-09 14:56:49|2213M    0     0   902M|52.0B  308B| 17 0.8  82   0   0   0|0.62 0.37 0.29
02-09 14:56:50|2216M    0     0   899M| 856B 1220B| 16 0.3   - 455   0   0|0.65 0.38 0.30
02-09 14:56:51|2224M    0     0   891M|52.0B    0 | 14 0.5 464   -   0   0|0.65 0.38 0.30
02-09 14:56:52|2187M    0     0   928M| 272B  652B| 13 1.0  86   0   0   0|0.65 0.38 0.30
02-09 14:56:53|2187M    0     0   928M| 272B  492B|  0   0 100   0   0   0|0.65 0.38 0.30
02-09 14:56:54|2187M    0     0   928M| 136B  132B|  0   0 100   0   0   0|0.65 0.38 0.30
02-09 14:56:55|2187M    0     0   928M|84.0B 52.0B|0.2 0.2 100   0   0   0|0.60 0.37 0.29
02-09 14:56:56|2187M    0     0   928M|84.0B 52.0B|0.2   0 100   0   0   0|0.60 0.37 0.29
02-09 14:56:57|2187M    0     0   928M|52.0B  260B|  0   0 100   0   0   0|0.60 0.37 0.29
02-09 14:56:58|2187M    0     0   928M|   0     0 |0.2 0.2 100   0   0   0|0.60 0.37 0.29
02-09 14:56:59|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.60 0.37 0.29
02-09 14:57:00|2187M    0     0   928M|   0     0 |  0   0 100   0   0   0|0.55 0.37 0.29
02-09 14:57:01|2187M    0     0   928M|52.0B  100B|0.2 0.2 100   0   0   0|0.55 0.37 0.29
02-09 14:57:02|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.55 0.37 0.29
02-09 14:57:03|2187M    0     0   928M|   0     0 |  0   0 100   0   0   0|0.55 0.37 0.29
02-09 14:57:04|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.55 0.37 0.29
02-09 14:57:05|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.50 0.36 0.29
02-09 14:57:06|2187M    0     0   928M|84.0B 52.0B|  0   0 100   0   0   0|0.50 0.36 0.29
02-09 14:57:07|2187M    0     0   928M| 136B  184B|0.2 0.2 100   0   0   0|0.50 0.36 0.29
02-09 14:57:08|2187M    0     0   928M| 324B  968B|0.2 0.2 100   0   0   0|0.50 0.36 0.29
02-09 14:57:09|2187M    0     0   928M|52.0B    0 |  0   0 100   0   0   0|0.50 0.36 0.29
02-09 14:57:10|2213M    0     0   902M| 356B  532B| 15 1.2  83   0   0   0|0.54 0.37 0.29
02-09 14:57:11|2213M    0     0   902M|   0     0 | 17 0.7  82   0   0   0|0.54 0.37 0.29
02-09 14:57:12|2187M    0     0   928M|   0     0 |5.3 0.8  94   0   0   0|0.54 0.37 0.29
02-09 14:57:13|2187M    0     0   928M| 324B  760B|  0 0.2 100   0   0   0|0.54 0.37 0.29
02-09 14:57:14|2187M    0     0   928M|   0     0 |0.2 0.2 100   0   0   0|0.54 0.37 0.29
02-09 14:57:15|2187M    0     0   928M|   0     0 |  0   0 100   0   0   0|0.50 0.36 0.29
02-09 14:57:16|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.50 0.36 0.29
02-09 14:57:17|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.50 0.36 0.29
02-09 14:57:18|2187M    0     0   928M|   0     0 |  0 0.2 100   0   0   0|0.50 0.36 0.29
02-09 14:57:19|2123M    0     0   992M| 188B  248B|0.2 0.4  99   0   0   0|0.50 0.36 0.29
02-09 14:57:20|2123M    0     0   992M| 220B 1308B|0.2   0 100   0   0   0|0.46 0.36 0.29
02-09 14:57:21|2123M    0     0   992M|84.0B 84.0B|0.2 0.2 100   0   0   0|0.46 0.36 0.29
