02-09 16:50:35 2186M    0     0   929M    0     0  0.2 0.0 100 0.0   0   0 0.04 0.06 0.10
02-09 16:50:36 2186M    0     0   929M  908 1056 0.2 0.2 100   0   0   0 0.04 0.06 0.10
02-09 16:50:37 2186M    0     0   929M  136  968   0 0.2 100   0   0   0 0.04 0.06 0.10
02-09 16:50:38 2122M    0     0   993M  188  184 0.2 0.4  99   0   0   0 0.04 0.06 0.10
02-09 16:50:39 2122M    0     0   993M    0     0    0   0 100   0   0   0 0.04 0.06 0.10
02-09 16:50:40 2122M    0     0   993M    0     0  0.2 0.2 100   0   0   0 0.04 0.06 0.10
02-09 16:50:41 2122M    0     0   993M    0     0    0 0.2 100   0   0   0 0.04 0.06 0.10
02-09 16:50:42 2122M    0     0   993M  772 1020   0 0.2 100   0   0   0 0.04 0.06 0.10
02-09 16:50:43 2122M    0     0   993M    0     0  0.2   0 100   0   0   0 0.04 0.06 0.10
02-09 16:50:44 2122M    0     0   993M  136  100 0.2 0.4  99   0   0   0 0.04 0.06 0.10
02-09 16:50:45 2124M    0     0   991M 84.0    0  0.2   0 100   0   0   0 0.03 0.06 0.10
02-09 16:50:46 2181M    0     0   934M  136  152  16 1.3  83   0   0   0 0.03 0.06 0.10
02-09 16:50:47 2186M    0     0   929M  272 1308 3.8 0.2  96   0   0   0 0.03 0.06 0.10
02-09 16:50:48 2186M    0     0   929M    0     0    0   0 100   0   0   0 0.03 0.06 0.10
02-09 16:50:49 2186M    0     0   929M    0     0  0.2 0.2 100   0   0   0 0.03 0.06 0.10
02-09 16:50:50 2186M    0     0   929M    0     0    0 0.2 100   0   0   0 0.03 0.06 0.10
02-09 16:50:51 2223M    0     0   891M  136 84.0 9.2 0.7  90   0   0   0 0.03 0.06 0.10
02-09 16:50:52 2272M    0     0   842M  676  608  16 1.0  83   0   0   0 0.03 0.06 0.10
02-09 16:50:53 2249M    0     0   866M  622  593  14 1.2  85   0   0   0 0.03 0.06 0.10
02-09 16:50:54 2249M    0     0   865M    0     0  0.4 0.6   - 539   0   0 0.03 0.06 0.10
02-09 16:50:55 2251M    0     0   863M    0     0  1.0 0.8   0  98   0   0 0.11 0.07 0.10
02-09 16:50:56 2256M    0     0   858M    0     0  2.7 1.2   0  96   0   0 0.11 0.07 0.10
02-09 16:50:57 2298M    0     0   816M  810  718  12 1.4 473   -   0   0 0.11 0.07 0.10
02-09 16:50:58 2326M    0     0   789M 84.0 52.0  15 1.5  83   0   0   0 0.11 0.07 0.10
02-09 16:50:59 2289M    0     0   825M 34.0.0068359375 34.0.005859375  15 1.7  83   0   0   0 0.11 0.07 0.10
02-09 16:51:00 2317M    0     0   798M  136  184  15 1.3  83   0   0   0 0.18 0.09 0.10
02-09 16:51:01 2280M    0     0   834M 35.0.0087890625 35.0.0078125  15 1.8  83   0   0   0 0.18 0.09 0.10
02-09 16:51:02 2260M    0     0   855M 35.0.001953125 35.0.0009765625  15 1.5  83   0   0   0 0.18 0.09 0.10
02-09 16:51:03 2349M    0     0   765M  344 4185  23 1.9  75   0   0   0 0.18 0.09 0.10
02-09 16:51:04 2418M    0     0   697M  676  608  26 2.4  71   0   0   0 0.18 0.09 0.10
02-09 16:51:05 2366M    0     0   749M 36.0.0048828125 36.0.0029296875  24 2.2   - 401   0   0 0.32 0.12 0.11
02-09 16:51:06 2383M    0     0   731M    0     0   14 1.5   0  85   0   0 0.32 0.12 0.11
02-09 16:51:07 2385M    0     0   729M    0     0   12 1.7   0  86   0   0 0.32 0.12 0.11
02-09 16:51:08 2368M    0     0   747M 60.0.0048828125 60.0.00390625  14 1.7 461   -   0   0 0.32 0.12 0.11
02-09 16:51:09 2352M    0     0   763M 36.0.00390625 36.0.00390625  16 1.7   - 449   0   0 0.32 0.12 0.11
02-09 16:51:10 2435M    0     0   680M  810  718  22 1.8 411   -   0   0 0.46 0.15 0.12
02-09 16:51:11 2409M    0     0   705M 34.0.0048828125 34.0.00390625  26 2.3  72   0   0   0 0.46 0.15 0.12
02-09 16:51:12 2414M    0     0   700M 39.0.005859375 39.0.0048828125  26 2.6  71   0   0   0 0.46 0.15 0.12
02-09 16:51:13 2438M    0     0   677M 40.0.0068359375 48.0  26 2.1  72   0   0   0 0.46 0.15 0.12
02-09 16:51:14 2455M    0     0   659M 42.0.0087890625 44.0.0087890625  25 2.9  72   0   0   0 0.46 0.15 0.12
02-09 16:51:15 2419M    0     0   696M 40.0.0087890625 38.0.0078125  26 2.6  71   0   0   0 0.58 0.18 0.13
02-09 16:51:16 2462M    0     0   653M    0     0   27 2.0  71   0   0   0 0.58 0.18 0.13
02-09 16:51:17 2404M    0     0   711M 71.0.0068359375 71.0.00390625  26 2.2  72   0   0   0 0.58 0.18 0.13
02-09 16:51:18 2461M    0     0   654M    0     0   26 2.7  71   0   0   0 0.58 0.18 0.13
02-09 16:51:19 2434M    0     0   681M 80.0.001953125 83.0.0009765625  25 3.1  71   0   0   0 0.58 0.18 0.13
02-09 16:51:20 2400M    0     0   715M 45.0.0048828125 42.0.001953125  26 2.1  72   0   0   0 0.69 0.21 0.14
02-09 16:51:21 2459M    0     0   655M    0     0   26 2.1   - 390   0   0 0.69 0.21 0.14
02-09 16:51:22 2381M    0     0   734M 71.0.005859375 71.0.0029296875  26 2.8 387   -   0   0 0.69 0.21 0.14
02-09 16:51:23 2449M    0     0   665M  624 13.0.0068359375  25 3.4  71   0   0   0 0.69 0.21 0.14
02-09 16:51:24 2417M    0     0   698M 61.0.0068359375 61.0.0029296875  25 3.8  71   0   0   0 0.69 0.21 0.14
02-09 16:51:25 2437M    0     0   677M 38.0.00390625 38.0.0029296875  26 2.4  71   0   0   0 0.80 0.24 0.15
02-09 16:51:26 2418M    0     0   696M 72.0.0029296875 76.0.0009765625  25 3.6  72   0   0   0 0.80 0.24 0.15
02-09 16:51:27 2446M    0     0   669M 4974  926  27 2.0  71   0   0   0 0.80 0.24 0.15
02-09 16:51:28 2461M    0     0   653M 37.0.005859375 37.0.00390625  33 3.7  63   0   0   0 0.80 0.24 0.15
02-09 16:51:29 2471M    0     0   643M 49.0.00390625 49.0.0029296875  33 2.2  65   0   0   0 0.80 0.24 0.15
02-09 16:51:30 2466M    0     0   649M 47.0.005859375 47.0.00390625  32 3.4  65   0   0   0 0.97 0.28 0.17
02-09 16:51:31 2428M    0     0   687M 76.0.0029296875 76.0.0009765625  34 2.5  63   0   0   0 0.97 0.28 0.17
02-09 16:51:32 2453M    0     0   661M    0     0   30 2.8  68   0   0   0 0.97 0.28 0.17
02-09 16:51:33 2432M    0     0   683M 36.0.0029296875 47.0.0068359375  25 3.3  72   0   0   0 0.97 0.28 0.17
02-09 16:51:34 2421M    0     0   694M 31.0.001953125 31.0.001953125  26 3.1  71   0   0   0 0.97 0.28 0.17
02-09 16:51:35 2464M    0     0   651M    0     0   27 2.1  71   0   0   0 1.06 0.31 0.18
02-09 16:51:36 2464M    0     0   650M    0     0   25 3.7  72   0   0   0 1.06 0.31 0.18
02-09 16:51:37 2451M    0     0   663M 50.0.005859375 50.0.00390625  25 3.4  71   0   0   0 1.06 0.31 0.18
02-09 16:51:38 2471M    0     0   643M    0     0   25 2.9  72   0   0   0 1.06 0.31 0.18
02-09 16:51:39 2444M    0     0   670M 38.0.00390625 38.0.0029296875  25 2.6  73   0   0   0 1.06 0.31 0.18
02-09 16:51:40 2469M    0     0   646M    0     0   27 2.4  71   0   0   0 1.13 0.34 0.19
02-09 16:51:41 2420M    0     0   695M 45.0.0068359375 45.0.0048828125  24 3.8  72   0   0   0 1.13 0.34 0.19
02-09 16:51:42 2459M    0     0   655M    0     0   25 2.3  72   0   0   0 1.13 0.34 0.19
02-09 16:51:43 2450M    0     0   665M 35.0.0068359375 42.0.005859375  25 3.8  71   0   0   0 1.13 0.34 0.19
02-09 16:51:44 2475M    0     0   640M    0     0   25 3.0  72   0   0   0 1.13 0.34 0.19
02-09 16:51:45 2470M    0     0   645M    0     0   23 3.2  74   0   0   0 1.28 0.38 0.20
02-09 16:51:46 2469M    0     0   645M    0     0   22 3.6  74   0   0   0 1.28 0.38 0.20
02-09 16:51:47 2416M    0     0   698M 86.0.00390625 86.0.001953125  24 3.7  72   0   0   0 1.28 0.38 0.20
02-09 16:51:48 2458M    0     0   657M    0     0   25 2.7  72   0   0   0 1.28 0.38 0.20
02-09 16:51:49 2491M    0     0   624M  772 1036  32 4.0  64   0   0   0 1.28 0.38 0.20
02-09 16:51:50 2464M    0     0   651M 38.0.0048828125 38.0.0029296875  35 3.3  62   0   0   0 1.50 0.44 0.22
02-09 16:51:51 2499M    0     0   616M    0     0   35 3.2  62   0   0   0 1.50 0.44 0.22
02-09 16:51:52 2496M    0     0   618M    0     0   34 2.7  63   0   0   0 1.50 0.44 0.22
02-09 16:51:53 2451M    0     0   663M 44.0.0087890625 49.0.0029296875  27 3.8  69   0   0   0 1.50 0.44 0.22
02-09 16:51:54 2408M    0     0   707M  0.224609375  0.224609375  26 2.8  71   0   0   0 1.50 0.44 0.22
02-09 16:51:55 2418M    0     0   697M 46.0.00390625 46.0.00390625  25 3.0  72   0   0   0 1.54 0.47 0.23
02-09 16:51:56 2455M    0     0   660M    0     0   25 2.6  72   0   0   0 1.54 0.47 0.23
02-09 16:51:57 2385M    0     0   730M  0.119140625  0.119140625  25 3.4  72   0   0   0 1.54 0.47 0.23
02-09 16:51:58 2448M    0     0   667M    0     0   26 2.4  71   0   0   0 1.54 0.47 0.23
02-09 16:51:59 2446M    0     0   669M 41.0.0009765625 41.0  25 3.4  71   0   0   0 1.54 0.47 0.23
02-09 16:52:00 2439M    0     0   675M 36.0 36.0  26 2.4  72   0   0   0 1.58 0.49 0.24
02-09 16:52:01 2430M    0     0   685M 35.0.0078125 35.0.005859375  25 2.9  72   0   0   0 1.58 0.49 0.24
02-09 16:52:02 2439M    0     0   676M 44.0.005859375 44.0.0048828125  27 2.1  71   0   0   0 1.58 0.49 0.24
02-09 16:52:03 2467M    0     0   648M  468 10.0.0078125  26 2.8  71   0   0   0 1.58 0.49 0.24
02-09 16:52:04 2428M    0     0   687M 37.0 36.0.0068359375  25 3.3  71   0   0   0 1.58 0.49 0.24
02-09 16:52:05 2467M    0     0   648M    0     0   27 2.5  71   0   0   0 1.69 0.54 0.26
02-09 16:52:06 2415M    0     0   699M 34.0.0048828125 34.0.00390625  25 4.0  71   0   0   0 1.69 0.54 0.26
02-09 16:52:07 2460M    0     0   654M    0     0   27 1.9  71   0   0   0 1.69 0.54 0.26
02-09 16:52:08 2473M    0     0   641M    0     0   26 3.3  71   0   0   0 1.69 0.54 0.26
02-09 16:52:09 2434M    0     0   681M 59.0.005859375 59.0.00390625  25 3.7  72   0   0   0 1.69 0.54 0.26
02-09 16:52:10 2435M    0     0   680M 36.0.0048828125 36.0.00390625  32 3.1  65   0   0   0 1.79 0.58 0.27
02-09 16:52:11 2480M    0     0   634M    0     0   36 2.7  61   0   0   0 1.79 0.58 0.27
02-09 16:52:12 2497M    0     0   618M    0     0   28 2.9  69   0   0   0 1.79 0.58 0.27
02-09 16:52:13 2472M    0     0   642M 38.0.0078125 46.0  35 2.8  63   0   0   0 1.79 0.58 0.27
02-09 16:52:14 2441M    0     0   673M 35.0.0078125 36.0.0009765625  34 3.0  63   0   0   0 1.79 0.58 0.27
02-09 16:52:15 2451M    0     0   663M  612  112  29 3.8  68   0   0   0 1.89 0.62 0.28
02-09 16:52:16 2471M    0     0   644M    0     0   26 3.6  70   0   0   0 1.89 0.62 0.28
02-09 16:52:17 2442M    0     0   673M 39.0.0068359375 39.0.0048828125  25 3.3  71   0   0   0 1.89 0.62 0.28
02-09 16:52:18 2406M    0     0   708M 36.0.005859375 36.0.0048828125  24 2.6  73   0   0   0 1.89 0.62 0.28
02-09 16:52:19 2454M    0     0   661M    0     0   26 2.4  72   0   0   0 1.89 0.62 0.28
02-09 16:52:20 2444M    0     0   671M 40.0.00390625 40.0.001953125  26 3.1  71   0   0   0 1.90 0.64 0.29
02-09 16:52:21 2422M    0     0   693M 35.0.0029296875 35.0.0029296875  28 2.4  70   0   0   0 1.90 0.64 0.29
02-09 16:52:22 2464M    0     0   651M    0     0   26 2.0  72   0   0   0 1.90 0.64 0.29
02-09 16:52:23 2426M    0     0   689M  0.2197265625  0.224609375  27 2.7  71   0   0   0 1.90 0.64 0.29
02-09 16:52:24 2437M    0     0   678M 36.0.00390625 36.0.0029296875  26 2.2  72   0   0   0 1.90 0.64 0.29
02-09 16:52:25 2387M    0     0   727M 74.0.0078125 74.0.005859375  25 3.3  71   0   0   0 1.91 0.66 0.30
02-09 16:52:26 2458M    0     0   656M    0     0   29 3.1  68   0   0   0 1.91 0.66 0.30
02-09 16:52:27 2422M    0     0   693M 37.0 36.0.0087890625  26 2.7  72   0   0   0 1.91 0.66 0.30
02-09 16:52:28 2440M    0     0   674M 43.0.0009765625 43.0.0009765625  25 2.5   - 395   0   0 1.91 0.66 0.30
02-09 16:52:29 2436M    0     0   679M 36.0.005859375 36.0.0048828125  23 2.9 400   -   0   0 1.91 0.66 0.30
02-09 16:52:30 2459M    0     0   656M    0     0   26 3.1  71   0   0   0 1.91 0.68 0.31
02-09 16:52:31 2392M    0     0   722M 95.0.0048828125 95.0.00390625  30 3.6  67   0   0   0 1.91 0.68 0.31
02-09 16:52:32 2477M    0     0   637M    0     0   36 2.0  62   0   0   0 1.91 0.68 0.31
02-09 16:52:33 2483M    0     0   632M 39.0.0048828125 52.0.0068359375  34 3.5   - 339   0   0 1.91 0.68 0.31
02-09 16:52:34 2466M    0     0   649M 44.0 41.0  34 2.3 349   -   0   0 1.91 0.68 0.31
02-09 16:52:35 2466M    0     0   649M 52.0.0029296875 51.0.0087890625  35 3.1   - 340   0   0 2.00 0.72 0.33
02-09 16:52:36 2392M    0     0   723M 73.0.0087890625 73.0.0068359375  28 2.6 374   -   0   0 2.00 0.72 0.33
02-09 16:52:37 2422M    0     0   693M 39.0.001953125 38.0.0087890625  27 1.8  71   0   0   0 2.00 0.72 0.33
02-09 16:52:38 2463M    0     0   652M 2236 8065  26 2.9  71   0   0   0 2.00 0.72 0.33
02-09 16:52:39 2433M    0     0   682M 89.0.0009765625  0.1103515625  26 2.3  71   0   0   0 2.00 0.72 0.33
02-09 16:52:40 2440M    0     0   675M 39.0.005859375 65.0.0078125  26 2.3  71   0   0   0 2.00 0.74 0.33
02-09 16:52:41 2446M    0     0   669M 44.0.0078125 61.0.00390625  26 2.6  71   0   0   0 2.00 0.74 0.33
02-09 16:52:42 2425M    0     0   690M 37.0.0087890625 57.0.0087890625  26 2.8  71   0   0   0 2.00 0.74 0.33
02-09 16:52:43 2379M    0     0   736M 77.0.00390625  0.1142578125  26 3.3  71   0   0   0 2.00 0.74 0.33
02-09 16:52:44 2447M    0     0   667M 1920 17.0  27 2.0  71   0   0   0 2.00 0.74 0.33
02-09 16:52:45 2399M    0     0   715M 76.0.0009765625 75.0.0087890625  26 2.9  71   0   0   0 2.00 0.76 0.34
02-09 16:52:46 2416M    0     0   698M 38.0.005859375 38.0.00390625  27 1.7  71   0   0   0 2.00 0.76 0.34
02-09 16:52:47 2441M    0     0   674M 76.0.0009765625 79.0.005859375  27 2.1  71   0   0   0 2.00 0.76 0.34
02-09 16:52:48 2444M    0     0   671M 4698  925  25 2.7  72   0   0   0 2.00 0.76 0.34
02-09 16:52:49 2420M    0     0   695M 71.0.001953125 71.0  26 2.7  71   0   0   0 2.00 0.76 0.34
02-09 16:52:50 2387M    0     0   728M 72.0.0068359375 72.0.0048828125  26 2.6  71   0   0   0 2.00 0.78 0.35
02-09 16:52:51 2464M    0     0   650M    0     0   27 1.9  72   0   0   0 2.00 0.78 0.35
02-09 16:52:52 2434M    0     0   680M 37.0.001953125 37.0.0009765625  30 4.3  65   0   0   0 2.00 0.78 0.35
02-09 16:52:53 2472M    0     0   643M  468 10.0.0087890625  35 3.6  62   0   0   0 2.00 0.78 0.35
02-09 16:52:54 2478M    0     0   637M 87.0.00390625 87.0.001953125  35 3.0  62   0   0   0 2.00 0.78 0.35
02-09 16:52:55 2458M    0     0   656M 42.0.0048828125 42.0.00390625  31 3.5   - 357   0   0 2.08 0.82 0.37
02-09 16:52:56 2517M    0     0   597M  631  713  30 2.6   0  68   0   0 2.08 0.82 0.37
02-09 16:52:57 2520M    0     0   594M  141  391  35 2.8 341   -   0   0 2.08 0.82 0.37
02-09 16:52:58 2538M    0     0   577M    0     0   35 2.9  62   0   0   0 2.08 0.82 0.37
02-09 16:52:59 2512M    0     0   603M 37.0.001953125 37.0.0009765625  32 3.4  65   0   0   0 2.08 0.82 0.37
02-09 16:53:00 2555M    0     0   560M 52.0  100  34 3.1  63   0   0   0 2.15 0.86 0.38
02-09 16:53:01 2438M    0     0   677M 34.0.0048828125 34.0.00390625  26 4.3  70   0   0   0 2.15 0.86 0.38
02-09 16:53:02 2416M    0     0   698M 35.0.0009765625 34.0.0087890625  27 2.9  70   0   0   0 2.15 0.86 0.38
02-09 16:53:03 2459M    0     0   656M  364 7245  26 2.9  71   0   0   0 2.15 0.86 0.38
02-09 16:53:04 2474M    0     0   641M    0     0   26 3.5  71   0   0   0 2.15 0.86 0.38
02-09 16:53:05 2440M    0     0   674M 55.0.0068359375 55.0.005859375  24 4.0  72   0   0   0 2.14 0.87 0.39
02-09 16:53:06 2473M    0     0   641M    0     0   27 2.6  71   0   0   0 2.14 0.87 0.39
02-09 16:53:07 2413M    0     0   702M 44.0.005859375 44.0.0048828125  28 4.1  68   0   0   0 2.14 0.87 0.39
02-09 16:53:08 2458M    0     0   656M    0     0   28 2.1  70   0   0   0 2.14 0.87 0.39
02-09 16:53:09 2441M    0     0   674M 51.0.001953125 51.0.0009765625  27 2.5  70   0   0   0 2.14 0.87 0.39
02-09 16:53:10 2475M    0     0   640M    0     0   26 2.7  71   0   0   0 2.14 0.87 0.39
02-09 16:53:11 2421M    0     0   693M 39.0.0048828125 39.0.00390625  26 3.3  71   0   0   0 2.13 0.89 0.40
02-09 16:53:12 2463M    0     0   651M    0     0   26 2.7  71   0   0   0 2.13 0.89 0.40
02-09 16:53:13 2475M    0     0   639M 36.0.0087890625 42.0.0048828125  30 4.0  66   0   0   0 2.13 0.89 0.40
02-09 16:53:14 2455M    0     0   659M  0.1845703125  0.185546875  34 3.1  63   0   0   0 2.13 0.89 0.40
02-09 16:53:15 2511M    0     0   604M 37.0.001953125 37.0.0009765625  35 3.1  62   0   0   0 2.13 0.89 0.40
02-09 16:53:16 2445M    0     0   669M 37.0.0029296875 37.0.001953125  33 3.1  64   0   0   0 2.20 0.93 0.41
02-09 16:53:17 2442M    0     0   673M 41.0.0009765625 41.0.0068359375  35 2.5  63   0   0   0 2.20 0.93 0.41
02-09 16:53:18 2439M    0     0   676M 44.0 43.0.0078125  30 2.8  67   0   0   0 2.20 0.93 0.41
02-09 16:53:19 2456M    0     0   659M 40.0.0029296875 40.0.0009765625  26 2.4  72   0   0   0 2.20 0.93 0.41
02-09 16:53:20 2439M    0     0   676M 35.0.0068359375 35.0.005859375  25 3.0  72   0   0   0 2.20 0.93 0.41
02-09 16:53:21 2440M    0     0   674M 39.0.005859375 39.0.0048828125  27 2.4  71   0   0   0 2.18 0.95 0.42
02-09 16:53:22 2459M    0     0   656M    0     0   25 3.2  72   0   0   0 2.18 0.95 0.42
02-09 16:53:23 2417M    0     0   697M 77.0 89.0.0068359375  26 3.5  71   0   0   0 2.18 0.95 0.42
02-09 16:53:24 2433M    0     0   682M 35.0.0009765625 35.0  26 2.3  71   0   0   0 2.18 0.95 0.42
02-09 16:53:25 2370M    0     0   745M 77.0.0029296875 77.0.0009765625  26 3.0  71   0   0   0 2.18 0.95 0.42
02-09 16:53:26 2449M    0     0   666M 39.0.005859375 42.0.0068359375  27 1.9  71   0   0   0 2.17 0.96 0.43
02-09 16:53:27 2442M    0     0   673M 3862  926  26 2.7  72   0   0   0 2.17 0.96 0.43
02-09 16:53:28 2439M    0     0   676M 83.0.0029296875 83.0.00390625  26 2.6  72   0   0   0 2.17 0.96 0.43
02-09 16:53:29 2393M    0     0   721M 79.0.0048828125 79.0.0029296875  24 2.9  73   0   0   0 2.17 0.96 0.43
02-09 16:53:30 2414M    0     0   700M 39.0 38.0.0087890625  26 2.0  72   0   0   0 2.17 0.96 0.43
02-09 16:53:31 2398M    0     0   716M 42.0 42.0  25 3.4  72   0   0   0 2.15 0.98 0.43
02-09 16:53:32 2443M    0     0   671M 25.0.00390625 32.0.0048828125  26 3.4  71   0   0   0 2.15 0.98 0.43
02-09 16:53:33 2418M    0     0   696M 73.0.0009765625 75.0.005859375  26 2.6  72   0   0   0 2.15 0.98 0.43
02-09 16:53:34 2429M    0     0   685M 40.0.0029296875 40.0.001953125  29 3.1  68   0   0   0 2.15 0.98 0.43
02-09 16:53:35 2450M    0     0   665M 38.0.0009765625 38.0  35 2.1  63   0   0   0 2.15 0.98 0.43
02-09 16:53:36 2486M    0     0   629M    0     0   35 2.5  63   0   0   0 2.22 1.01 0.45
02-09 16:53:37 2431M    0     0   684M 73.0.0087890625 73.0.0068359375  34 3.7  62   0   0   0 2.22 1.01 0.45
02-09 16:53:38 2495M    0     0   619M    0     0   34 2.3  64   0   0   0 2.22 1.01 0.45
02-09 16:53:39 2409M    0     0   706M 86.0.00390625 86.0.001953125  33 3.8  63   0   0   0 2.22 1.01 0.45
02-09 16:53:40 2522M    0     0   593M    0     0   36 1.6  63   0   0   0 2.22 1.01 0.45
02-09 16:53:41 2580M    0     0   534M    0     0   33 3.3  64   0   0   0 2.28 1.05 0.46
02-09 16:53:42 2552M    0     0   562M 48.0.001953125 48.0.0009765625  33 3.9  63   0   0   0 2.28 1.05 0.46
02-09 16:53:43 2437M    0     0   678M 36.0.0078125 47.0.005859375  31 3.8  65   0   0   0 2.28 1.05 0.46
02-09 16:53:44 2475M    0     0   639M    0     0   25 3.0   - 394   0   0 2.28 1.05 0.46
02-09 16:53:45 2477M    0     0   638M    0     0   20 3.2 419   -   0   0 2.28 1.05 0.46
02-09 16:53:46 2482M    0     0   633M    0     0   24 3.5  72   0   0   0 2.26 1.06 0.47
02-09 16:53:47 2424M    0     0   691M 47.0 46.0.0087890625  25 3.7  71   0   0   0 2.26 1.06 0.47
02-09 16:53:48 2468M    0     0   646M    0     0   26 2.6  72   0   0   0 2.26 1.06 0.47
02-09 16:53:49 2478M    0     0   636M    0     0   23 3.5  73   0   0   0 2.26 1.06 0.47
02-09 16:53:50 2461M    0     0   654M 35.0.0078125 35.0.0068359375  25 2.7  72   0   0   0 2.26 1.06 0.47
02-09 16:53:51 2440M    0     0   675M 42.0.0068359375 42.0.005859375  24 3.4  73   0   0   0 2.24 1.08 0.48
02-09 16:53:52 2476M    0     0   639M    0     0   25 2.7  72   0   0   0 2.24 1.08 0.48
02-09 16:53:53 2463M    0     0   651M 39.0.0029296875 44.0.0048828125  25 3.1  71   0   0   0 2.24 1.08 0.48
02-09 16:53:54 2456M    0     0   658M 36.0.0029296875 36.0.0029296875  24 3.3  72   0   0   0 2.24 1.08 0.48
02-09 16:53:55 2482M    0     0   632M    0     0   25 2.6  72   0   0   0 2.24 1.08 0.48
02-09 16:53:56 2464M    0     0   650M 35.0.0078125 35.0.0068359375  28 4.0  68   0   0   0 2.30 1.11 0.49
02-09 16:53:57 2504M    0     0   611M    0     0   34 2.3  63   0   0   0 2.30 1.11 0.49
02-09 16:53:58 2449M    0     0   665M 40.0.0029296875 40.0.0009765625  34 3.8  63   0   0   0 2.30 1.11 0.49
02-09 16:53:59 2495M    0     0   619M    0     0   35 2.5  63   0   0   0 2.30 1.11 0.49
02-09 16:54:00 2489M    0     0   626M 37.0.0078125 37.0.0087890625  34 2.2  64   0   0   0 2.30 1.11 0.49
02-09 16:54:01 2484M    0     0   631M 52.0    0   29 3.3  68   0   0   0 2.44 1.16 0.51
02-09 16:54:02 2439M    0     0   675M 40.0.0087890625 40.0.0078125  24 3.7  72   0   0   0 2.44 1.16 0.51
02-09 16:54:03 2476M    0     0   639M  312 6149  26 1.7   - 395   0   0 2.44 1.16 0.51
02-09 16:54:04 2487M    0     0   627M    0     0   22 2.4 413   -   0   0 2.44 1.16 0.51
02-09 16:54:05 2479M    0     0   636M    0     0   24 2.9  73   0   0   0 2.44 1.16 0.51
