[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
30-08 11:04:34|2447M    0     0   667M| 364B 6052B| 15 1.5  83   0   0   0|0.41 0.27 0.34
30-08 11:04:35|2426M    0     0   688M|34.5k 34.4k| 15 1.5  83   0   0   0|0.41 0.27 0.34
30-08 11:04:36|2443M    0     0   672M| 104B  200B| 15 1.7  83   0   0   0|0.41 0.27 0.34
30-08 11:04:37|2405M    0     0   710M|59.3k 59.3k| 15 2.6  82   0   0   0|0.46 0.28 0.34
30-08 11:04:38|2448M    0     0   666M|52.0B  100B| 16 0.8  83   0   0   0|0.46 0.28 0.34
30-08 11:04:39|2401M    0     0   714M|36.0k 36.0k| 15 1.7  83   0   0   0|0.46 0.28 0.34
30-08 11:04:40|2445M    0     0   670M|52.0B  100B| 16 1.0  83   0   0   0|0.46 0.28 0.34
30-08 11:04:41|2400M    0     0   715M|34.8k 34.8k| 15 1.7  83   0   0   0|0.46 0.28 0.34
30-08 11:04:42|2439M    0     0   676M| 840B 1120B| 16 0.8   - 431   0   0|0.50 0.29 0.35
30-08 11:04:43|2428M    0     0   686M|45.1k 45.1k| 15 1.2 431   -   0   0|0.50 0.29 0.35
30-08 11:04:44|2424M    0     0   691M|31.7k 38.8k| 15 1.7  83   0   0   0|0.50 0.29 0.35
30-08 11:04:45|2446M    0     0   668M| 104B  200B| 15 1.2  83   0   0   0|0.50 0.29 0.35
30-08 11:04:46|2423M    0     0   692M|34.6k 34.6k| 15 2.2  83   0   0   0|0.50 0.29 0.35
30-08 11:04:47|2444M    0     0   670M| 104B  200B| 15 1.3  84   0   0   0|0.54 0.30 0.35
30-08 11:04:48|2418M    0     0   696M|47.1k 47.0k| 15 1.5  83   0   0   0|0.54 0.30 0.35
30-08 11:04:49|2399M    0     0   716M|41.6k 41.5k| 16 1.2  83   0   0   0|0.54 0.30 0.35
30-08 11:04:50|2439M    0     0   675M|34.5k 38.1k| 16 1.0  83   0   0   0|0.54 0.30 0.35
30-08 11:04:51|2469M    0     0   645M|4683B 1073B| 17 1.3  81   0   0   0|0.54 0.30 0.35
30-08 11:04:52|2499M    0     0   615M| 156B  300B| 25 1.7  73   0   0   0|0.66 0.33 0.36
30-08 11:04:53|2477M    0     0   638M|50.6k 50.5k| 27 1.4  71   0   0   0|0.66 0.33 0.36
30-08 11:04:54|2468M    0     0   647M|31.7k 37.9k| 27 1.3  72   0   0   0|0.66 0.33 0.36
30-08 11:04:55|2502M    0     0   612M|52.0B  100B| 27 1.6  71   0   0   0|0.66 0.33 0.36
30-08 11:04:56|2486M    0     0   628M|35.1k 35.1k| 16 1.6  82   0   0   0|0.66 0.33 0.36
30-08 11:04:57|2451M    0     0   663M|31.3k 31.5k| 19 1.6  80   0   0   0|0.69 0.34 0.36
30-08 11:04:58|2496M    0     0   619M|52.0B  100B| 16 0.8  83   0   0   0|0.69 0.34 0.36
30-08 11:04:59|2498M    0     0   617M| 156B  368B| 15 1.8  83   0   0   0|0.69 0.34 0.36
30-08 11:05:00|2496M    0     0   619M| 208B  268B| 15 1.5  84   0   0   0|0.69 0.34 0.36
30-08 11:05:01|2486M    0     0   629M|35.8k 35.7k| 15 1.3  83   0   0   0|0.69 0.34 0.36
30-08 11:05:02|2507M    0     0   608M| 156B  300B| 15 1.5  83   0   0   0|0.71 0.35 0.36
30-08 11:05:03|2502M    0     0   612M|52.0B  100B| 16 2.3  82   0   0   0|0.71 0.35 0.36
30-08 11:05:04|2483M    0     0   631M|84.8k 91.2k| 16 1.2  83   0   0   0|0.71 0.35 0.36
30-08 11:05:05|2500M    0     0   614M| 104B  200B| 15 1.5  83   0   0   0|0.71 0.35 0.36
30-08 11:05:06|2479M    0     0   636M|51.9k 51.8k| 15 1.7  83   0   0   0|0.71 0.35 0.36
30-08 11:05:07|2500M    0     0   615M| 104B  200B| 15 1.3  83   0   0   0|0.73 0.36 0.37
30-08 11:05:08|2478M    0     0   636M|34.7k 34.7k| 15 1.7  83   0   0   0|0.73 0.36 0.37
30-08 11:05:09|2499M    0     0   615M| 104B  200B| 15 1.5  83   0   0   0|0.73 0.36 0.37
30-08 11:05:10|2472M    0     0   642M|48.3k 48.2k| 15 1.7  83   0   0   0|0.73 0.36 0.37
30-08 11:05:11|2504M    0     0   610M|52.0B  100B| 15 1.5  83   0   0   0|0.73 0.36 0.37
30-08 11:05:12|2470M    0     0   645M|34.6k 34.6k| 14 2.2  83   0   0   0|0.75 0.37 0.37
30-08 11:05:13|2502M    0     0   612M| 104B  200B| 16 1.2  83   0   0   0|0.75 0.37 0.37
30-08 11:05:14|2466M    0     0   649M|41.5k 49.2k| 14 2.2  83   0   0   0|0.75 0.37 0.37
30-08 11:05:15|2498M    0     0   617M|52.0B  200B| 16 0.7  83   0   0   0|0.75 0.37 0.37
30-08 11:05:16|2462M    0     0   653M|41.0k 41.0k| 15 1.7  83   0   0   0|0.75 0.37 0.37
30-08 11:05:17|2504M    0     0   610M|52.0B  100B| 16 0.8  83   0   0   0|0.77 0.38 0.37
30-08 11:05:18|2497M    0     0   617M|55.8k 58.3k| 15 2.1  83   0   0   0|0.77 0.38 0.37
30-08 11:05:19|2488M    0     0   627M|3597B 1025B| 16 1.2  83   0   0   0|0.77 0.38 0.37
30-08 11:05:20|2496M    0     0   619M| 156B  284B| 14 2.3  83   0   0   0|0.77 0.38 0.37
30-08 11:05:21|2486M    0     0   628M|34.5k 34.4k| 16 1.3  83   0   0   0|0.77 0.38 0.37
30-08 11:05:22|2482M    0     0   633M|35.4k 35.3k| 15 1.3  83   0   0   0|0.79 0.39 0.38
30-08 11:05:23|2549M    0     0   565M| 156B  348B| 26 2.1  72   0   0   0|0.79 0.39 0.38
30-08 11:05:24|2525M    0     0   590M|37.8k 44.5k| 25 1.9   - 376   0   0|0.79 0.39 0.38
30-08 11:05:25|2552M    0     0   563M|52.0B  100B| 24 1.2 384   -   0   0|0.79 0.39 0.38
30-08 11:05:26|2511M    0     0   604M|57.9k 58.1k| 25 2.0  73   0   0   0|0.79 0.39 0.38
30-08 11:05:27|2492M    0     0   623M|36.7k 36.6k| 21 1.3  78   0   0   0|0.89 0.42 0.38
30-08 11:05:28|2543M    0     0   572M|52.0B  100B| 16 1.0  83   0   0   0|0.89 0.42 0.38
30-08 11:05:29|2535M    0     0   580M|39.2k 39.1k| 15 1.5  83   0   0   0|0.89 0.42 0.38
30-08 11:05:30|2566M    0     0   549M| 104B  200B| 15 1.3  83   0   0   0|0.89 0.42 0.38
30-08 11:05:31|2566M    0     0   549M| 928B 1320B| 15 1.7  83   0   0   0|0.89 0.42 0.38
30-08 11:05:32|2506M    0     0   609M|40.9k 40.9k| 15 2.2  83   0   0   0|0.90 0.43 0.39
30-08 11:05:33|2549M    0     0   565M| 824B 1104B| 16 1.5  83   0   0   0|0.90 0.43 0.39
30-08 11:05:34|2504M    0     0   611M|36.2k 41.7k| 15 2.2  83   0   0   0|0.90 0.43 0.39
30-08 11:05:35|2549M    0     0   565M|52.0B  100B| 16 1.0   - 430   0   0|0.90 0.43 0.39
30-08 11:05:36|2561M    0     0   554M| 156B  284B| 15 1.8 431   -   0   0|0.90 0.43 0.39
30-08 11:05:37|2561M    0     0   554M| 208B  384B| 15 1.7  83   0   0   0|0.91 0.44 0.39
30-08 11:05:38|2539M    0     0   576M|34.5k 34.4k| 15 1.3  83   0   0   0|0.91 0.44 0.39
30-08 11:05:39|2557M    0     0   557M| 156B  300B| 15 1.8  83   0   0   0|0.91 0.44 0.39
30-08 11:05:40|2536M    0     0   579M|43.4k 43.3k| 16 1.0  83   0   0   0|0.91 0.44 0.39
30-08 11:05:41|2560M    0     0   554M| 876B 1236B| 15 1.5  84   0   0   0|0.91 0.44 0.39
30-08 11:05:42|2534M    0     0   580M|36.1k 36.0k| 15 2.0  83   0   0   0|0.91 0.45 0.39
30-08 11:05:43|2555M    0     0   559M| 104B  200B| 15 1.2  84   0   0   0|0.91 0.45 0.39
30-08 11:05:44|2530M    0     0   584M|41.5k 50.3k| 15 1.7  83   0   0   0|0.91 0.45 0.39
30-08 11:05:45|2515M    0     0   600M|35.4k 35.4k| 15 1.5  83   0   0   0|0.91 0.45 0.39
30-08 11:05:46|2552M    0     0   563M|52.0B  100B| 14 0.8  85   0   0   0|0.91 0.45 0.39
30-08 11:05:47|2501M    0     0   613M|42.4k 42.4k| 15 1.8  83   0   0   0|0.92 0.46 0.40
30-08 11:05:48|2549M    0     0   566M|   0     0 | 16 0.7  83   0   0   0|0.92 0.46 0.40
30-08 11:05:49|2556M    0     0   558M| 240B  368B| 15 1.5  84   0   0   0|0.92 0.46 0.40
30-08 11:05:50|2559M    0     0   556M| 208B  384B| 15 1.8  83   0   0   0|0.92 0.46 0.40
30-08 11:05:51|2520M    0     0   595M|65.3k 65.4k| 15 1.8  83   0   0   0|0.92 0.46 0.40
30-08 11:05:52|2551M    0     0   564M| 188B  300B| 15 1.5  83   0   0   0|0.93 0.46 0.40
30-08 11:05:53|2515M    0     0   600M|36.2k 36.1k| 15 1.8  83   0   0   0|0.93 0.46 0.40
30-08 11:05:54|2541M    0     0   573M|35.9k 42.3k| 26 1.0  73   0   0   0|0.93 0.46 0.40
30-08 11:05:55|2591M    0     0   523M|52.0B  100B| 27 1.4  71   0   0   0|0.93 0.46 0.40
30-08 11:05:56|2605M    0     0   510M| 104B  300B| 17 1.6  81   0   0   0|0.93 0.46 0.40
30-08 11:05:57|2590M    0     0   525M|35.8k 35.6k| 24 2.1   - 385   0   0|1.01 0.49 0.41
30-08 11:05:58|2564M    0     0   551M|50.1k 50.1k| 25 1.6 379   -   0   0|1.01 0.49 0.41
30-08 11:05:59|2608M    0     0   507M|52.0B 84.0B| 25 1.0  74   0   0   0|1.01 0.49 0.41
30-08 11:06:00|2611M    0     0   504M| 208B  384B| 18 2.5  80   0   0   0|1.01 0.49 0.41
30-08 11:06:01|2564M    0     0   550M|77.0k 77.1k| 15 3.1  82   0   0   0|1.01 0.49 0.41
30-08 11:06:02|2605M    0     0   509M|52.0B  100B| 15 0.8  84   0   0   0|1.01 0.50 0.41
30-08 11:06:03|2595M    0     0   519M|31.1k 31.1k| 15 1.8  83   0   0   0|1.01 0.50 0.41
30-08 11:06:04|2591M    0     0   524M|35.3k 40.4k| 16 1.3  83   0   0   0|1.01 0.50 0.41
30-08 11:06:05|2616M    0     0   499M| 104B  300B| 16 0.8  83   0   0   0|1.01 0.50 0.41
30-08 11:06:06|2590M    0     0   524M|34.6k 34.5k| 15 1.3  83   0   0   0|1.01 0.50 0.41
30-08 11:06:07|2615M    0     0   499M| 104B  200B| 15 1.3  84   0   0   0|1.01 0.51 0.41
30-08 11:06:08|2590M    0     0   525M|34.6k 34.6k| 15 1.7  83   0   0   0|1.01 0.51 0.41
30-08 11:06:09|2614M    0     0   500M|52.0B  100B| 16 1.2  83   0   0   0|1.01 0.51 0.41
30-08 11:06:10|2590M    0     0   525M|34.6k 34.5k| 15 1.5  83   0   0   0|1.01 0.51 0.41
30-08 11:06:11|2577M    0     0   537M|40.4k 40.4k| 15 1.2  84   0   0   0|1.01 0.51 0.41
30-08 11:06:12|2609M    0     0   505M| 104B  200B| 15 1.2  83   0   0   0|1.01 0.51 0.42
30-08 11:06:13|2575M    0     0   540M|34.6k 34.6k| 14 2.5  83   0   0   0|1.01 0.51 0.42
30-08 11:06:14|2617M    0     0   498M| 364B 7293B| 16 1.0  83   0   0   0|1.01 0.51 0.42
30-08 11:06:15|2618M    0     0   496M| 208B  384B| 15 2.5  83   0   0   0|1.01 0.51 0.42
30-08 11:06:16|2607M    0     0   508M| 104B  168B| 15 2.0  83   0   0   0|1.01 0.51 0.42
30-08 11:06:17|2593M    0     0   521M|55.6k 55.5k| 15 1.7  83   0   0   0|1.01 0.52 0.42
30-08 11:06:18|2613M    0     0   501M| 156B  300B| 15 2.0  83   0   0   0|1.01 0.52 0.42
30-08 11:06:19|2592M    0     0   522M|38.6k 38.5k| 15 1.7  83   0   0   0|1.01 0.52 0.42
30-08 11:06:20|2610M    0     0   504M| 156B  300B| 15 1.7  83   0   0   0|1.01 0.52 0.42
30-08 11:06:21|2592M    0     0   523M|37.1k 37.0k| 15 1.3  83   0   0   0|1.01 0.52 0.42
30-08 11:06:22|2609M    0     0   506M| 156B  300B| 15 1.3  84   0   0   0|1.01 0.53 0.42
30-08 11:06:23|2592M    0     0   523M|34.6k 34.5k| 16 1.3  83   0   0   0|1.01 0.53 0.42
30-08 11:06:24|2608M    0     0   507M| 520B 8296B| 15 1.3  83   0   0   0|1.01 0.53 0.42
30-08 11:06:25|2635M    0     0   479M|34.6k 34.7k| 23 1.8  76   0   0   0|1.01 0.53 0.42
30-08 11:06:26|2628M    0     0   486M|36.3k 36.2k| 28 0.9  71   0   0   0|1.01 0.53 0.42
30-08 11:06:27|2602M    0     0   512M|46.4k 46.4k| 23 1.5  75   0   0   0|1.09 0.55 0.43
30-08 11:06:28|2651M    0     0   463M|52.0B  100B| 23 0.9   - 391   0   0|1.09 0.55 0.43
30-08 11:06:29|2661M    0     0   454M| 376B  792B| 13 2.0   0  85   0   0|1.09 0.55 0.43
30-08 11:06:30|2663M    0     0   451M|38.9k 38.7k| 26 1.3 374   -   0   0|1.09 0.55 0.43
30-08 11:06:31|2680M    0     0   435M| 680B  420B| 27 1.3  72   0   0   0|1.09 0.55 0.43
30-08 11:06:32|2664M    0     0   451M|34.9k 34.7k| 23 1.8  75   0   0   0|1.16 0.58 0.44
30-08 11:06:33|2687M    0     0   427M| 136B  164B| 16 1.3  83   0   0   0|1.16 0.58 0.44
30-08 11:06:34|2634M    0     0   480M|61.3k 68.1k| 14 2.8  83   0   0   0|1.16 0.58 0.44
30-08 11:06:35|2678M    0     0   436M|   0     0 | 16 0.8  83   0   0   0|1.16 0.58 0.44
30-08 11:06:36|2682M    0     0   432M|84.0B 84.0B| 17 1.0  83   0   0   0|1.16 0.58 0.44
30-08 11:06:37|2682M    0     0   432M| 732B  420B| 16 1.0  83   0   0   0|1.15 0.58 0.44
30-08 11:06:38|2660M    0     0   454M|35.2k 34.8k| 15 1.3  83   0   0   0|1.15 0.58 0.44
30-08 11:06:39|2682M    0     0   432M| 136B  148B| 16 0.7  83   0   0   0|1.15 0.58 0.44
30-08 11:06:40|2682M    0     0   432M|84.0B 84.0B| 17 0.8  82   0   0   0|1.15 0.58 0.44
30-08 11:06:41|2697M    0     0   417M|1088B  672B| 12 0.5  87   0   0   0|1.15 0.58 0.44
30-08 11:06:42|2687M    0     0   427M| 732B  524B| 17 1.0  82   0   0   0|1.13 0.59 0.44
30-08 11:06:43|2630M    0     0   484M|36.1k 36.0k| 16 1.0  83   0   0   0|1.13 0.59 0.44
30-08 11:06:44|2678M    0     0   436M| 260B 4810B| 16 0.8  83   0   0   0|1.13 0.59 0.44
30-08 11:06:45|2683M    0     0   432M|   0     0 | 16 0.7  83   0   0   0|1.13 0.59 0.44
30-08 11:06:46|2685M    0     0   430M|   0     0 | 17 0.5  82   0   0   0|1.13 0.59 0.44
30-08 11:06:47|2685M    0     0   430M|   0     0 | 16 0.7  83   0   0   0|1.12 0.60 0.45
30-08 11:06:48|2685M    0     0   430M|   0     0 | 17 0.2  83   0   0   0|1.12 0.60 0.45
30-08 11:06:49|2641M    0     0   474M|38.3k 38.2k| 16 1.3  83   0   0   0|1.12 0.60 0.45
30-08 11:06:50|2625M    0     0   489M|35.1k 34.9k| 16 1.0  83   0   0   0|1.12 0.60 0.45
30-08 11:06:51|2671M    0     0   444M|   0     0 | 16 0.7  83   0   0   0|1.12 0.60 0.45
30-08 11:06:52|2682M    0     0   432M|84.0B 52.0B| 14 0.9  85   0   0   0|1.11 0.60 0.45
30-08 11:06:53|2682M    0     0   432M| 188B  476B| 17 0.2  83   0   0   0|1.11 0.60 0.45
30-08 11:06:54|2683M    0     0   431M| 208B 3176B| 16 0.5  83   0   0   0|1.11 0.60 0.45
30-08 11:06:55|2685M    0     0   430M|   0     0 | 17 0.7  83   0   0   0|1.11 0.60 0.45
30-08 11:06:56|2721M    0     0   394M| 104B  232B| 20 0.6  79   0   0   0|1.11 0.60 0.45
30-08 11:06:57|2721M    0     0   394M|   0     0 | 17 0.3  83   0   0   0|1.10 0.61 0.45
30-08 11:06:58|2722M    0     0   393M|30.3k 33.4k| 17 0.5   - 428   0   0|1.10 0.61 0.45
30-08 11:06:59|2720M    0     0   394M|4347B  977B| 26 1.0 379   -   0   0|1.10 0.61 0.45
30-08 11:07:00|2734M    0     0   380M|52.0B  100B| 24 1.8  74   0   0   0|1.10 0.61 0.45
30-08 11:07:01|2734M    0     0   380M|   0     0 | 17 0.2  83   0   0   0|1.10 0.61 0.45
30-08 11:07:02|2734M    0     0   380M|   0     0 | 16 0.3  83   0   0   0|1.10 0.62 0.46
30-08 11:07:03|2737M    0     0   378M|   0     0 | 19 0.3  80   0   0   0|1.10 0.62 0.46
30-08 11:07:04|2736M    0     0   379M| 376B 3192B| 21 0.5  79   0   0   0|1.10 0.62 0.46
30-08 11:07:05|2736M    0     0   379M| 544B  336B| 17   0  83   0   0   0|1.10 0.62 0.46
30-08 11:07:06|2736M    0     0   379M| 680B  436B| 17 0.3  83   0   0   0|1.10 0.62 0.46
30-08 11:07:07|2736M    0     0   379M|   0     0 | 19 0.2  81   0   0   0|1.09 0.62 0.46
30-08 11:07:08|2718M    0     0   396M|35.6k 35.1k| 28 1.8  71   0   0   0|1.09 0.62 0.46
30-08 11:07:09|2735M    0     0   380M| 460B  668B| 21 1.6  78   0   0   0|1.09 0.62 0.46
30-08 11:07:10|2735M    0     0   380M|   0     0 | 17 0.5  83   0   0   0|1.09 0.62 0.46
30-08 11:07:11|2736M    0     0   379M|   0     0 | 16 0.8  83   0   0   0|1.09 0.62 0.46
30-08 11:07:12|2720M    0     0   394M|53.8k 57.1k| 16 0.8  83   0   0   0|1.08 0.63 0.46
30-08 11:07:13|2734M    0     0   380M|   0     0 | 15 1.3  84   0   0   0|1.08 0.63 0.46
30-08 11:07:14|2735M    0     0   380M| 208B 4602B| 17 1.0  82   0   0   0|1.08 0.63 0.46
30-08 11:07:15|2735M    0     0   380M|   0     0 | 17 0.2  83   0   0   0|1.08 0.63 0.46
30-08 11:07:16|2710M    0     0   405M|36.1k 35.9k| 17 1.3  82   0   0   0|1.08 0.63 0.46
30-08 11:07:17|2735M    0     0   380M|   0     0 | 16 1.2  83   0   0   0|1.07 0.63 0.46
30-08 11:07:18|2735M    0     0   380M|   0     0 | 17   0  83   0   0   0|1.07 0.63 0.46
30-08 11:07:19|2735M    0     0   380M| 324B  300B| 16 0.8  83   0   0   0|1.07 0.63 0.46
30-08 11:07:20|2735M    0     0   380M| 356B  252B| 17 0.2  83   0   0   0|1.07 0.63 0.46
30-08 11:07:21|2735M    0     0   380M| 272B  236B| 17 0.2  83   0   0   0|1.07 0.63 0.46
30-08 11:07:22|2713M    0     0   401M|53.6k 53.7k| 14 2.2  84   0   0   0|1.07 0.64 0.47
30-08 11:07:23|2734M    0     0   380M| 876B 1052B| 15 1.0  84   0   0   0|1.07 0.64 0.47
30-08 11:07:24|2734M    0     0   380M| 208B 4421B| 17 0.2  82   0   0   0|1.07 0.64 0.47
30-08 11:07:25|2734M    0     0   380M|   0     0 | 17   0  83   0   0   0|1.07 0.64 0.47
30-08 11:07:26|2735M    0     0   379M|   0     0 |6.9 0.4   - 480   0   0|1.07 0.64 0.47
30-08 11:07:27|2762M    0     0   353M|   0     0 | 16 0.2 432   -   0   0|1.06 0.65 0.47
30-08 11:07:28|2761M    0     0   354M|   0     0 | 16 0.7  83   0   0   0|1.06 0.65 0.47
30-08 11:07:29|2761M    0     0   354M|   0     0 | 18 0.5  82   0   0   0|1.06 0.65 0.47
30-08 11:07:30|2761M    0     0   354M|   0     0 | 16 0.3  83   0   0   0|1.06 0.65 0.47
30-08 11:07:31|2763M    0     0   352M|   0     0 | 17 0.3  83   0   0   0|1.06 0.65 0.47
30-08 11:07:32|2763M    0     0   352M|   0     0 | 17 0.2  83   0   0   0|1.06 0.65 0.47
30-08 11:07:33|2715M    0     0   400M|34.4k 34.4k| 16 1.3  83   0   0   0|1.06 0.65 0.47
30-08 11:07:34|2700M    0     0   415M|40.5k 42.9k| 15 1.2  83   0   0   0|1.06 0.65 0.47
30-08 11:07:35|2731M    0     0   384M| 136B 1304B| 16 1.2  83   0   0   0|1.06 0.65 0.47
30-08 11:07:36|2737M    0     0   378M|   0     0 | 17 0.5  82   0   0   0|1.06 0.65 0.47
30-08 11:07:37|2735M    0     0   380M|84.0B 52.0B| 18 0.7  82   0   0   0|1.05 0.66 0.47
30-08 11:07:38|2716M    0     0   398M|34.7k 34.6k| 16 1.2  83   0   0   0|1.05 0.66 0.47
30-08 11:07:39|2698M    0     0   416M|50.0k 50.0k| 15 1.3  83   0   0   0|1.05 0.66 0.47
30-08 11:07:40|2742M    0     0   373M|1096B 2112B| 16 1.0  83   0   0   0|1.05 0.66 0.47
30-08 11:07:41|2734M    0     0   380M|52.0B  116B| 16 0.5  84   0   0   0|1.05 0.66 0.47
30-08 11:07:42|2735M    0     0   380M| 104B  200B| 17 0.8  82   0   0   0|1.05 0.66 0.48
30-08 11:07:43|2735M    0     0   380M|   0     0 | 16 1.0  83   0   0   0|1.05 0.66 0.48
30-08 11:07:44|2697M    0     0   417M|36.4k 41.4k| 15 1.2  84   0   0   0|1.05 0.66 0.48
30-08 11:07:45|2740M    0     0   374M|   0     0 | 16 1.0  83   0   0   0|1.05 0.66 0.48
30-08 11:07:46|2735M    0     0   380M|52.0B  100B| 17 0.5  82   0   0   0|1.05 0.66 0.48
30-08 11:07:47|2735M    0     0   380M|   0     0 | 16 0.3  83   0   0   0|1.04 0.67 0.48
30-08 11:07:48|2735M    0     0   380M|   0     0 | 17 0.3  83   0   0   0|1.04 0.67 0.48
30-08 11:07:49|2738M    0     0   376M| 188B  284B| 15 0.8  84   0   0   0|1.04 0.67 0.48
30-08 11:07:50|2738M    0     0   376M|   0     0 | 16 0.3  83   0   0   0|1.04 0.67 0.48
30-08 11:07:51|2738M    0     0   376M|   0     0 | 17 0.2  83   0   0   0|1.04 0.67 0.48
30-08 11:07:52|2739M    0     0   376M| 272B  960B| 17 0.3  83   0   0   0|1.04 0.67 0.48
30-08 11:07:53|2716M    0     0   398M|47.0k 47.0k| 15 1.8  83   0   0   0|1.04 0.67 0.48
30-08 11:07:54|2735M    0     0   380M| 156B 2431B| 18 1.3  81   0   0   0|1.04 0.67 0.48
30-08 11:07:55|2735M    0     0   380M|   0     0 | 16 0.3  83   0   0   0|1.04 0.67 0.48
30-08 11:07:56|2735M    0     0   380M|   0     0 | 16 0.8  83   0   0   0|1.04 0.67 0.48
30-08 11:07:57|2735M    0     0   379M|   0     0 | 16 0.3  83   0   0   0|1.04 0.68 0.48
30-08 11:07:58|2735M    0     0   379M|   0     0 | 18 0.8  82   0   0   0|1.04 0.68 0.48
30-08 11:07:59|2735M    0     0   379M|   0     0 | 16 0.3  83   0   0   0|1.04 0.68 0.48
30-08 11:08:00|2735M    0     0   379M| 324B  948B| 16 1.2  83   0   0   0|1.04 0.68 0.48
