[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
05-09 14:32:18|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.77 0.73 0.75
05-09 14:32:19|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.77 0.73 0.75
05-09 14:32:20|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.77 0.73 0.75
05-09 14:32:21|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.71 0.72 0.74
05-09 14:32:22|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.71 0.72 0.74
05-09 14:32:23|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.71 0.72 0.74
05-09 14:32:24|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.71 0.72 0.74
05-09 14:32:25|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.71 0.72 0.74
05-09 14:32:26|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.65 0.71 0.74
05-09 14:32:27|2194M    0     0   921M| 188B  268B| 14 0.9  86   0   0   0|0.65 0.71 0.74
05-09 14:32:28|2194M    0     0   921M|   0     0 | 17 0.5  83   0   0   0|0.65 0.71 0.74
05-09 14:32:29|2168M    0     0   947M|   0     0 | 11 0.9  88   0   0   0|0.65 0.71 0.74
05-09 14:32:30|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.65 0.71 0.74
05-09 14:32:31|2168M    0     0   947M| 324B  672B|  0   0 100   0   0   0|0.60 0.70 0.73
05-09 14:32:32|2168M    0     0   947M| 324B  380B|0.2   0 100   0   0   0|0.60 0.70 0.73
05-09 14:32:33|2168M    0     0   947M| 544B  484B|  0 0.6  99   0   0   0|0.60 0.70 0.73
05-09 14:32:34|2168M    0     0   947M| 512B  368B|  0   0 100   0   0   0|0.60 0.70 0.73
05-09 14:32:35|2168M    0     0   947M| 732B  536B|0.2 0.4  99   0   0   0|0.60 0.70 0.73
05-09 14:32:36|2168M    0     0   947M| 564B  536B|  0 0.2 100   0   0   0|0.55 0.68 0.73
05-09 14:32:37|2168M    0     0   947M|84.0B 52.0B|  0   0 100   0   0   0|0.55 0.68 0.73
05-09 14:32:38|2168M    0     0   947M| 136B  200B|0.2   0 100   0   0   0|0.55 0.68 0.73
05-09 14:32:39|2168M    0     0   947M| 324B 1060B|  0   0 100   0   0   0|0.55 0.68 0.73
05-09 14:32:40|2168M    0     0   947M| 856B 1104B|0.2   0 100   0   0   0|0.55 0.68 0.73
05-09 14:32:41|2168M    0     0   947M|   0     0 |  0   0 100   0   0   0|0.51 0.67 0.72
05-09 14:32:42|2168M    0     0   947M| 136B  984B|  0   0 100   0   0   0|0.51 0.67 0.72
05-09 14:32:43|2168M    0     0   947M| 772B 1020B|0.2   0 100   0   0   0|0.51 0.67 0.72
05-09 14:32:44|2104M    0     0  1011M| 188B  216B|  0 0.2 100   0   0   0|0.51 0.67 0.72
05-09 14:32:45|2104M    0     0  1011M| 168B  500B|  0   0 100   0   0   0|0.51 0.67 0.72
05-09 14:32:46|2104M    0     0  1011M| 156B    0 |  0   0 100   0   0   0|0.47 0.66 0.72
05-09 14:32:47|2104M    0     0  1011M|   0     0 |  0   0 100   0   0   0|0.47 0.66 0.72
05-09 14:32:48|2104M    0     0  1011M|   0     0 |0.2   0 100   0   0   0|0.47 0.66 0.72
