05-09 12:15:35 2104M 0 0 1011M 0 0 0.2 0.0 100 0.0 0 0 0.02 0.01 0.03
05-09 12:15:36 2104M 0 0 1011M 188 52.0 0.2 0 100 0 0 0 0.02 0.01 0.03
05-09 12:15:37 2104M 0 0 1011M 136 936 0 0 100 0 0 0 0.02 0.01 0.03
05-09 12:15:38 2104M 0 0 1011M 908 1152 0 0.2 100 0 0 0 0.02 0.01 0.03
05-09 12:15:39 2157M 0 0 958M 220 136 12 1.2 87 0 0 0 0.10 0.03 0.03
05-09 12:15:40 2168M 0 0 947M 188 572 17 0.2 83 0 0 0 0.10 0.03 0.03
05-09 12:15:41 2167M 0 0 947M 84.0 100 17 0 83 0 0 0 0.10 0.03 0.03
05-09 12:15:42 2167M 0 0 947M 240 232 17 0.2 83 0 0 0 0.10 0.03 0.03
05-09 12:15:43 2167M 0 0 947M 0 0 17 0 83 0 0 0 0.10 0.03 0.03
05-09 12:15:44 2167M 0 0 947M 136 100 17 0 83 0 0 0 0.17 0.04 0.04
05-09 12:15:45 2167M 0 0 947M 272 200 17 0 83 0 0 0 0.17 0.04 0.04
05-09 12:15:46 2183M 0 0 931M 136 100 20 0.3 80 0 0 0 0.17 0.04 0.04
05-09 12:15:47 2232M 0 0 882M 0 0 28 1.0 71 0 0 0 0.17 0.04 0.04
05-09 12:15:48 2234M 0 0 881M 84.0 52.0 26 2.0 72 0 0 0 0.17 0.04 0.04
05-09 12:15:49 2235M 0 0 880M 908 1764 26 2.3 71 0 0 0 0.32 0.07 0.05
05-09 12:15:50 2236M 0 0 878M 52.0 148 26 2.6 71 0 0 0 0.32 0.07 0.05
05-09 12:15:51 2239M 0 0 875M 0 0 26 2.7 71 0 0 0 0.32 0.07 0.05
05-09 12:15:52 2239M 0 0 875M 104 216 26 2.7 71 0 0 0 0.32 0.07 0.05
05-09 12:15:53 2242M 0 0 873M 104 200 26 2.6 71 0 0 0 0.32 0.07 0.05
05-09 12:15:54 2243M 0 0 871M 104 300 26 2.7 71 0 0 0 0.45 0.11 0.06
05-09 12:15:55 2258M 0 0 856M 156 296 27 3.1 70 0 0 0 0.45 0.11 0.06
05-09 12:15:56 2262M 0 0 853M 104 200 35 2.3 63 0 0 0 0.45 0.11 0.06
05-09 12:15:57 2265M 0 0 849M 104 200 35 3.1 62 0 0 0 0.45 0.11 0.06
05-09 12:15:58 2272M 0 0 843M 104 300 30 2.8 0 380 0 0 0.45 0.11 0.06
05-09 12:15:59 2284M 0 0 831M 156 200 33 2.7 366 0 0 0 0.66 0.15 0.07
05-09 12:16:00 2286M 0 0 829M 156 300 33 3.1 0 366 0 0 0.66 0.15 0.07
05-09 12:16:01 2274M 0 0 840M 104 200 33 2.7 0 65 0 0 0.66 0.15 0.07
05-09 12:16:02 2284M 0 0 831M 104 200 32 2.4 372 0 0 0 0.66 0.15 0.07
05-09 12:16:03 2247M 0 0 868M 104 396 33 3.8 63 0 0 0 0.66 0.15 0.07
05-09 12:16:04 2269M 0 0 846M 156 200 35 2.4 62 0 0 0 0.84 0.20 0.09
05-09 12:16:05 2260M 0 0 854M 104 200 34 3.1 62 0 0 0 0.84 0.20 0.09
05-09 12:16:06 2264M 0 0 851M 104 200 31 3.0 0 374 0 0 0.84 0.20 0.09
05-09 12:16:07 2266M 0 0 848M 104 200 34 2.7 359 0 0 0 0.84 0.20 0.09
05-09 12:16:08 2267M 0 0 847M 104 300 33 2.8 64 0 0 0 0.84 0.20 0.09
05-09 12:16:09 2275M 0 0 840M 156 200 32 2.7 65 0 0 0 1.02 0.25 0.10
05-09 12:16:10 2275M 0 0 840M 104 200 34 3.0 63 0 0 0 1.02 0.25 0.10
05-09 12:16:11 2262M 0 0 852M 104 280 33 3.1 64 0 0 0 1.02 0.25 0.10
05-09 12:16:12 2263M 0 0 852M 104 200 35 2.7 62 0 0 0 1.02 0.25 0.10
05-09 12:16:13 2266M 0 0 849M 104 300 35 2.3 0 356 0 0 1.02 0.25 0.10
05-09 12:16:14 2261M 0 0 853M 156 200 33 2.8 362 0 0 0 1.17 0.29 0.12
05-09 12:16:15 2261M 0 0 853M 188 284 34 2.5 63 0 0 0 1.17 0.29 0.12
05-09 12:16:16 2235M 0 0 880M 104 200 33 3.3 64 0 0 0 1.17 0.29 0.12
05-09 12:16:17 2237M 0 0 878M 104 200 26 2.4 71 0 0 0 1.17 0.29 0.12
05-09 12:16:18 2238M 0 0 877M 104 300 26 2.7 71 0 0 0 1.17 0.29 0.12
05-09 12:16:19 2260M 0 0 854M 208 380 26 3.4 70 0 0 0 1.24 0.32 0.13
05-09 12:16:20 2266M 0 0 848M 156 284 35 2.6 62 0 0 0 1.24 0.32 0.13
05-09 12:16:21 2268M 0 0 846M 104 200 35 2.2 62 0 0 0 1.24 0.32 0.13
05-09 12:16:22 2272M 0 0 843M 104 200 34 2.4 63 0 0 0 1.24 0.32 0.13
05-09 12:16:23 2273M 0 0 842M 104 200 33 2.4 64 0 0 0 1.24 0.32 0.13
05-09 12:16:24 2272M 0 0 843M 104 300 34 2.8 63 0 0 0 1.38 0.36 0.14
05-09 12:16:25 2243M 0 0 871M 156 200 34 2.8 64 0 0 0 1.38 0.36 0.14
