[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
30-08 11:38:28|2257M    0     0   857M| 104B  200B| 17 0.5  83   0   0   0|0.39 0.23 0.47
30-08 11:38:29|2257M    0     0   857M|   0     0 | 16 0.3  83   0   0   0|0.39 0.23 0.47
30-08 11:38:30|2257M    0     0   857M|   0     0 | 16 0.8  83   0   0   0|0.39 0.23 0.47
30-08 11:38:31|2257M    0     0   857M|   0     0 | 16 0.3  83   0   0   0|0.39 0.23 0.47
30-08 11:38:32|2257M    0     0   857M|84.0B 52.0B| 17 1.0  83   0   0   0|0.39 0.23 0.47
30-08 11:38:33|2257M    0     0   857M| 136B  216B| 16 0.3  83   0   0   0|0.44 0.24 0.47
30-08 11:38:34|2237M    0     0   877M|49.6k 50.0k| 15 1.7  83   0   0   0|0.44 0.24 0.47
30-08 11:38:35|2229M    0     0   886M|46.6k 49.1k| 15 1.5  83   0   0   0|0.44 0.24 0.47
30-08 11:38:36|2253M    0     0   861M|   0     0 | 16 0.8  83   0   0   0|0.44 0.24 0.47
30-08 11:38:37|2253M    0     0   861M| 764B  520B| 17 0.3  83   0   0   0|0.44 0.24 0.47
30-08 11:38:38|2253M    0     0   861M| 680B  336B| 16 0.5  83   0   0   0|0.49 0.26 0.47
30-08 11:38:39|2253M    0     0   861M| 188B  184B| 16 0.3  83   0   0   0|0.49 0.26 0.47
30-08 11:38:40|2254M    0     0   861M|1180B 1384B| 16 0.5  83   0   0   0|0.49 0.26 0.47
30-08 11:38:41|2256M    0     0   858M|   0     0 | 16 0.7  83   0   0   0|0.49 0.26 0.47
30-08 11:38:42|2256M    0     0   858M|   0     0 | 17 0.7  83   0   0   0|0.49 0.26 0.47
30-08 11:38:43|2239M    0     0   875M|44.5k 44.3k| 16 1.0  83   0   0   0|0.53 0.27 0.48
30-08 11:38:44|2254M    0     0   861M|   0     0 | 16 0.7  84   0   0   0|0.53 0.27 0.48
30-08 11:38:45|2254M    0     0   861M| 156B 2581B| 17 0.5  83   0   0   0|0.53 0.27 0.48
30-08 11:38:46|2255M    0     0   859M|   0     0 | 17 0.5  83   0   0   0|0.53 0.27 0.48
30-08 11:38:47|2255M    0     0   859M|   0     0 | 16 1.0  83   0   0   0|0.53 0.27 0.48
30-08 11:38:48|2255M    0     0   859M|   0     0 | 17 0.3  82   0   0   0|0.56 0.28 0.48
30-08 11:38:49|2237M    0     0   878M|35.6k 35.5k| 15 1.2  83   0   0   0|0.56 0.28 0.48
30-08 11:38:50|2254M    0     0   861M|   0     0 | 16 0.8  83   0   0   0|0.56 0.28 0.48
30-08 11:38:51|2254M    0     0   861M|   0     0 | 16 0.5  83   0   0   0|0.56 0.28 0.48
30-08 11:38:52|2254M    0     0   861M|   0     0 | 17 0.2  83   0   0   0|0.56 0.28 0.48
30-08 11:38:53|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|0.60 0.29 0.48
30-08 11:38:54|2254M    0     0   860M|   0     0 | 17 0.3  82   0   0   0|0.60 0.29 0.48
30-08 11:38:55|2254M    0     0   860M| 156B 2918B| 16 0.3  83   0   0   0|0.60 0.29 0.48
30-08 11:38:56|2254M    0     0   860M|   0     0 | 16 0.8  83   0   0   0|0.60 0.29 0.48
30-08 11:38:57|2254M    0     0   860M|   0     0 | 17 0.3  83   0   0   0|0.60 0.29 0.48
30-08 11:38:58|2232M    0     0   883M|55.2k 55.1k| 14 2.0  84   0   0   0|0.63 0.30 0.48
30-08 11:38:59|2214M    0     0   901M|43.9k 43.8k| 15 1.2  84   0   0   0|0.63 0.30 0.48
30-08 11:39:00|2254M    0     0   861M|52.0B  100B| 16 0.8  83   0   0   0|0.63 0.30 0.48
30-08 11:39:01|2254M    0     0   861M| 156B  484B| 17 0.2  83   0   0   0|0.63 0.30 0.48
30-08 11:39:02|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|0.63 0.30 0.48
30-08 11:39:03|2254M    0     0   861M|   0     0 | 16 0.5  83   0   0   0|0.66 0.32 0.49
30-08 11:39:04|2254M    0     0   861M|   0     0 | 17 0.7  83   0   0   0|0.66 0.32 0.49
30-08 11:39:05|2257M    0     0   858M| 156B 2972B| 17 0.2  82   0   0   0|0.66 0.32 0.49
30-08 11:39:06|2257M    0     0   858M|   0     0 | 17 0.8  83   0   0   0|0.66 0.32 0.49
30-08 11:39:07|2257M    0     0   858M|   0     0 | 16 0.7  83   0   0   0|0.66 0.32 0.49
30-08 11:39:08|2257M    0     0   858M|   0     0 | 16 0.8  83   0   0   0|0.69 0.33 0.49
30-08 11:39:09|2257M    0     0   858M|   0     0 | 17 0.2  83   0   0   0|0.69 0.33 0.49
30-08 11:39:10|2239M    0     0   876M|39.8k 39.6k| 16 1.0  83   0   0   0|0.69 0.33 0.49
30-08 11:39:11|2254M    0     0   860M|   0     0 | 16 0.8  83   0   0   0|0.69 0.33 0.49
30-08 11:39:12|2254M    0     0   860M|   0     0 | 16 0.7  83   0   0   0|0.69 0.33 0.49
30-08 11:39:13|2254M    0     0   860M|   0     0 | 16 0.7  83   0   0   0|0.71 0.34 0.49
30-08 11:39:14|2254M    0     0   860M|   0     0 | 16 0.5  83   0   0   0|0.71 0.34 0.49
30-08 11:39:15|2255M    0     0   860M| 156B 1938B| 17 0.3  82   0   0   0|0.71 0.34 0.49
30-08 11:39:16|2255M    0     0   860M|   0     0 | 16 0.5  84   0   0   0|0.71 0.34 0.49
30-08 11:39:17|2255M    0     0   860M|   0     0 | 16 0.5  83   0   0   0|0.71 0.34 0.49
30-08 11:39:18|2255M    0     0   860M|   0     0 | 16 0.3  83   0   0   0|0.73 0.35 0.49
30-08 11:39:19|2255M    0     0   860M|   0     0 | 17 0.2  83   0   0   0|0.73 0.35 0.49
30-08 11:39:20|2255M    0     0   860M|   0     0 | 17 0.3  83   0   0   0|0.73 0.35 0.49
30-08 11:39:21|2255M    0     0   860M|   0     0 | 17 0.3  82   0   0   0|0.73 0.35 0.49
30-08 11:39:22|2255M    0     0   860M|   0     0 | 17 0.5  82   0   0   0|0.73 0.35 0.49
30-08 11:39:23|2255M    0     0   860M|   0     0 | 18 0.5  82   0   0   0|0.76 0.36 0.50
30-08 11:39:24|2236M    0     0   879M|50.5k 50.4k| 15 1.5  83   0   0   0|0.76 0.36 0.50
30-08 11:39:25|2229M    0     0   885M|35.3k 39.9k| 15 1.8  83   0   0   0|0.76 0.36 0.50
30-08 11:39:26|2214M    0     0   901M|31.1k 31.0k| 16 1.0  83   0   0   0|0.76 0.36 0.50
30-08 11:39:27|2199M    0     0   916M|31.1k 31.0k| 16 1.0  83   0   0   0|0.76 0.36 0.50
30-08 11:39:28|2248M    0     0   866M|   0     0 | 15 1.2  83   0   0   0|0.77 0.37 0.50
30-08 11:39:29|2238M    0     0   877M|37.5k 37.3k| 16 1.2  83   0   0   0|0.77 0.37 0.50
30-08 11:39:30|2229M    0     0   886M|39.1k 39.0k| 15 1.8  83   0   0   0|0.77 0.37 0.50
30-08 11:39:31|2254M    0     0   861M|   0     0 | 16 0.8  83   0   0   0|0.77 0.37 0.50
30-08 11:39:32|2258M    0     0   857M|   0     0 | 17 0.3  83   0   0   0|0.77 0.37 0.50
30-08 11:39:33|2258M    0     0   856M|   0     0 | 17 0.3  83   0   0   0|0.79 0.38 0.50
30-08 11:39:34|2258M    0     0   856M|   0     0 | 17 0.3  83   0   0   0|0.79 0.38 0.50
30-08 11:39:35|2216M    0     0   898M|46.0k 50.2k| 15 1.2  83   0   0   0|0.79 0.38 0.50
30-08 11:39:36|2254M    0     0   861M|   0     0 | 16 1.0  83   0   0   0|0.79 0.38 0.50
30-08 11:39:37|2254M    0     0   861M|   0     0 | 16 0.8  83   0   0   0|0.79 0.38 0.50
30-08 11:39:38|2254M    0     0   861M|   0     0 | 16 1.0  83   0   0   0|0.81 0.39 0.50
30-08 11:39:39|2255M    0     0   859M|   0     0 | 17 0.2  83   0   0   0|0.81 0.39 0.50
30-08 11:39:40|2255M    0     0   859M| 772B 1036B| 16 0.8  83   0   0   0|0.81 0.39 0.50
30-08 11:39:41|2255M    0     0   859M| 788B 1020B| 16 0.8  83   0   0   0|0.81 0.39 0.50
30-08 11:39:42|2255M    0     0   859M|   0     0 | 17 0.7  83   0   0   0|0.81 0.39 0.50
30-08 11:39:43|2222M    0     0   893M|41.9k 41.9k| 16 1.2  83   0   0   0|0.82 0.40 0.51
30-08 11:39:44|2207M    0     0   908M|35.1k 35.3k| 16 1.0  83   0   0   0|0.82 0.40 0.51
30-08 11:39:45|2250M    0     0   865M| 156B 2968B| 15 1.2  83   0   0   0|0.82 0.40 0.51
30-08 11:39:46|2254M    0     0   861M|   0     0 | 15 0.5  84   0   0   0|0.82 0.40 0.51
30-08 11:39:47|2254M    0     0   861M|   0     0 | 16 1.0  83   0   0   0|0.82 0.40 0.51
30-08 11:39:48|2254M    0     0   861M|   0     0 | 16 0.7  83   0   0   0|0.84 0.41 0.51
30-08 11:39:49|2254M    0     0   861M|   0     0 | 16 0.5  83   0   0   0|0.84 0.41 0.51
30-08 11:39:50|2255M    0     0   859M|   0     0 | 18 0.5  82   0   0   0|0.84 0.41 0.51
30-08 11:39:51|2255M    0     0   859M|   0     0 | 16 0.7  83   0   0   0|0.84 0.41 0.51
30-08 11:39:52|2255M    0     0   859M|   0     0 | 16 0.7  83   0   0   0|0.84 0.41 0.51
30-08 11:39:53|2256M    0     0   859M|   0     0 | 16 1.0  83   0   0   0|0.85 0.42 0.51
30-08 11:39:54|2255M    0     0   859M|   0     0 | 16 0.5  83   0   0   0|0.85 0.42 0.51
30-08 11:39:55|2255M    0     0   859M| 104B  753B| 17 0.3  82   0   0   0|0.85 0.42 0.51
30-08 11:39:56|2235M    0     0   879M|1398B 1316B| 15 1.5  83   0   0   0|0.85 0.42 0.51
30-08 11:39:57|2254M    0     0   861M|   0     0 | 17 0.8  83   0   0   0|0.85 0.42 0.51
30-08 11:39:58|2257M    0     0   858M|   0     0 | 17 0.2  83   0   0   0|0.86 0.43 0.51
30-08 11:39:59|2203M    0     0   912M|1397B 1315B| 17 0.8  82   0   0   0|0.86 0.43 0.51
30-08 11:40:00|2250M    0     0   865M|52.0B  100B| 16 0.8  83   0   0   0|0.86 0.43 0.51
30-08 11:40:01|2254M    0     0   861M|   0     0 | 17 0.3  83   0   0   0|0.86 0.43 0.51
30-08 11:40:02|2254M    0     0   860M|   0     0 | 17 0.5  83   0   0   0|0.86 0.43 0.51
30-08 11:40:03|2254M    0     0   860M|   0     0 | 17   0  83   0   0   0|0.87 0.44 0.52
30-08 11:40:04|2238M    0     0   876M|1398B 1316B| 16 1.2  83   0   0   0|0.87 0.44 0.52
30-08 11:40:05|2254M    0     0   861M| 312B 6809B| 16 0.2  84   0   0   0|0.87 0.44 0.52
30-08 11:40:06|2254M    0     0   861M|   0     0 | 17 0.5  83   0   0   0|0.87 0.44 0.52
30-08 11:40:07|2257M    0     0   857M|   0     0 | 16 0.5  83   0   0   0|0.87 0.44 0.52
30-08 11:40:08|2257M    0     0   857M|   0     0 | 16 0.3  83   0   0   0|0.88 0.45 0.52
30-08 11:40:09|2257M    0     0   857M|   0     0 | 17   0  83   0   0   0|0.88 0.45 0.52
30-08 11:40:10|2239M    0     0   876M|1397B 1315B| 15 1.3  83   0   0   0|0.88 0.45 0.52
30-08 11:40:11|2254M    0     0   861M|   0     0 | 16 0.5  83   0   0   0|0.88 0.45 0.52
30-08 11:40:12|2254M    0     0   861M|   0     0 | 16 0.5  84   0   0   0|0.88 0.45 0.52
30-08 11:40:13|2254M    0     0   861M|   0     0 | 17 0.3  83   0   0   0|0.89 0.46 0.52
30-08 11:40:14|2254M    0     0   861M|   0     0 | 17 0.2  83   0   0   0|0.89 0.46 0.52
30-08 11:40:15|2254M    0     0   861M| 156B 2976B| 16 0.5  83   0   0   0|0.89 0.46 0.52
30-08 11:40:16|2254M    0     0   861M|   0     0 | 16 0.5  84   0   0   0|0.89 0.46 0.52
30-08 11:40:17|2254M    0     0   861M|   0     0 | 17 0.5  82   0   0   0|0.89 0.46 0.52
30-08 11:40:18|2194M    0     0   921M|1399B 1317B| 16 0.7  83   0   0   0|0.90 0.46 0.52
30-08 11:40:19|2246M    0     0   869M|   0     0 | 16 0.5  83   0   0   0|0.90 0.46 0.52
30-08 11:40:20|2254M    0     0   861M|   0     0 | 16 0.5  84   0   0   0|0.90 0.46 0.52
30-08 11:40:21|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|0.90 0.46 0.52
30-08 11:40:22|2254M    0     0   861M|   0     0 | 16 1.5  82   0   0   0|0.90 0.46 0.52
30-08 11:40:23|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|0.91 0.47 0.53
30-08 11:40:24|2254M    0     0   860M|   0     0 | 16 0.5  83   0   0   0|0.91 0.47 0.53
30-08 11:40:25|2254M    0     0   860M| 156B 2983B| 17 0.3  83   0   0   0|0.91 0.47 0.53
30-08 11:40:26|2228M    0     0   887M|1414B 1332B| 15 1.2  83   0   0   0|0.91 0.47 0.53
30-08 11:40:27|2254M    0     0   861M|   0     0 | 16 1.2  82   0   0   0|0.91 0.47 0.53
30-08 11:40:28|2260M    0     0   855M|   0     0 | 16 0.3  83   0   0   0|0.92 0.48 0.53
30-08 11:40:29|2264M    0     0   850M|   0     0 | 17 0.3  83   0   0   0|0.92 0.48 0.53
30-08 11:40:30|2265M    0     0   850M|   0     0 | 17 0.3  83   0   0   0|0.92 0.48 0.53
30-08 11:40:31|2235M    0     0   879M|2170B 2368B| 15 1.2  84   0   0   0|0.92 0.48 0.53
30-08 11:40:32|2254M    0     0   861M| 772B 1004B| 17 0.8  82   0   0   0|0.92 0.48 0.53
30-08 11:40:33|2259M    0     0   856M|   0     0 | 17 0.2  83   0   0   0|0.92 0.49 0.53
30-08 11:40:34|2259M    0     0   856M|   0     0 | 17 1.0  82   0   0   0|0.92 0.49 0.53
30-08 11:40:35|2259M    0     0   855M| 260B 4939B| 16 0.3  83   0   0   0|0.92 0.49 0.53
30-08 11:40:36|2238M    0     0   877M|1399B 1317B| 15 1.5  84   0   0   0|0.92 0.49 0.53
30-08 11:40:37|2254M    0     0   861M|   0     0 | 17 0.3  83   0   0   0|0.92 0.49 0.53
30-08 11:40:38|2254M    0     0   861M|   0     0 | 17 0.2  83   0   0   0|0.93 0.50 0.53
30-08 11:40:39|2254M    0     0   860M|   0     0 | 16 0.2  84   0   0   0|0.93 0.50 0.53
30-08 11:40:40|2254M    0     0   860M| 772B 1036B| 17 0.5  82   0   0   0|0.93 0.50 0.53
30-08 11:40:41|2254M    0     0   860M| 772B 1036B| 16 0.7  83   0   0   0|0.93 0.50 0.53
30-08 11:40:42|2254M    0     0   860M|   0     0 | 17   0  83   0   0   0|0.93 0.50 0.53
30-08 11:40:43|2254M    0     0   860M|   0     0 | 17 0.2  83   0   0   0|1.01 0.52 0.54
30-08 11:40:44|2202M    0     0   913M|1417B 1335B| 17 0.8  82   0   0   0|1.01 0.52 0.54
30-08 11:40:45|2248M    0     0   866M| 260B 4800B| 16 1.2  83   0   0   0|1.01 0.52 0.54
30-08 11:40:46|2254M    0     0   860M|   0     0 | 15 0.7  84   0   0   0|1.01 0.52 0.54
30-08 11:40:47|2254M    0     0   860M|   0     0 | 18 0.3  82   0   0   0|1.01 0.52 0.54
30-08 11:40:48|2254M    0     0   860M|   0     0 | 18 0.2  82   0   0   0|1.01 0.53 0.54
30-08 11:40:49|2254M    0     0   860M|   0     0 | 17 0.2  83   0   0   0|1.01 0.53 0.54
30-08 11:40:50|2211M    0     0   903M|1415B 1333B| 16 1.0  83   0   0   0|1.01 0.53 0.54
30-08 11:40:51|2252M    0     0   863M|   0     0 | 16 0.8  83   0   0   0|1.01 0.53 0.54
30-08 11:40:52|2254M    0     0   861M|   0     0 | 17 0.2  83   0   0   0|1.01 0.53 0.54
30-08 11:40:53|2254M    0     0   861M|   0     0 | 18   0  82   0   0   0|1.01 0.54 0.55
30-08 11:40:54|2259M    0     0   855M|   0     0 | 16 0.5  83   0   0   0|1.01 0.54 0.55
30-08 11:40:55|2259M    0     0   855M| 208B 3716B| 17   0  83   0   0   0|1.01 0.54 0.55
30-08 11:40:56|2259M    0     0   855M|   0     0 | 17   0  83   0   0   0|1.01 0.54 0.55
30-08 11:40:57|2207M    0     0   908M|1399B 1317B| 17 1.0  82   0   0   0|1.01 0.54 0.55
30-08 11:40:58|2250M    0     0   864M|   0     0 | 16 1.0  83   0   0   0|1.01 0.55 0.55
30-08 11:40:59|2254M    0     0   861M|   0     0 | 16   0  84   0   0   0|1.01 0.55 0.55
30-08 11:41:00|2254M    0     0   861M|52.0B  100B| 17   0  83   0   0   0|1.01 0.55 0.55
30-08 11:41:01|2254M    0     0   860M|   0     0 | 17 0.3  83   0   0   0|1.01 0.55 0.55
30-08 11:41:02|2254M    0     0   860M|   0     0 | 16 0.2  83   0   0   0|1.01 0.55 0.55
30-08 11:41:03|2254M    0     0   860M|   0     0 | 16 0.5  83   0   0   0|1.01 0.55 0.55
30-08 11:41:04|2254M    0     0   860M|   0     0 | 17   0  83   0   0   0|1.01 0.55 0.55
30-08 11:41:05|2254M    0     0   860M| 156B 2994B| 16 0.5  83   0   0   0|1.01 0.55 0.55
30-08 11:41:06|2254M    0     0   860M|   0     0 | 17 0.3  83   0   0   0|1.01 0.55 0.55
30-08 11:41:07|2254M    0     0   860M|   0     0 | 17 0.2  83   0   0   0|1.01 0.55 0.55
30-08 11:41:08|2254M    0     0   860M|   0     0 | 16 0.3  83   0   0   0|1.01 0.56 0.55
30-08 11:41:09|2254M    0     0   860M|   0     0 | 16 0.5  83   0   0   0|1.01 0.56 0.55
30-08 11:41:10|2219M    0     0   895M|1500B 1386B| 15 1.3  83   0   0   0|1.01 0.56 0.55
30-08 11:41:11|2254M    0     0   861M|   0     0 | 16 0.8  83   0   0   0|1.01 0.56 0.55
30-08 11:41:12|2254M    0     0   861M| 136B  520B| 16 0.8  83   0   0   0|1.01 0.56 0.55
30-08 11:41:13|2254M    0     0   861M|   0     0 | 18 0.3  82   0   0   0|1.01 0.57 0.55
30-08 11:41:14|2254M    0     0   861M|84.0B 52.0B| 16 0.5  83   0   0   0|1.01 0.57 0.55
30-08 11:41:15|2254M    0     0   861M| 396B 2878B| 16 0.8  83   0   0   0|1.01 0.57 0.55
30-08 11:41:16|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|1.01 0.57 0.55
30-08 11:41:17|2256M    0     0   858M| 104B  216B| 16 0.3  83   0   0   0|1.01 0.57 0.55
30-08 11:41:18|2208M    0     0   907M|1556B 1650B| 17 1.0  82   0   0   0|1.01 0.57 0.56
30-08 11:41:19|2250M    0     0   864M|   0   100B| 16 0.8  83   0   0   0|1.01 0.57 0.56
30-08 11:41:20|2254M    0     0   860M|52.0B    0 | 16 0.3  83   0   0   0|1.01 0.57 0.56
30-08 11:41:21|2259M    0     0   856M| 104B  200B| 21 0.5  79   0   0   0|1.01 0.57 0.56
30-08 11:41:22|2259M    0     0   856M|   0     0 | 16 0.5  83   0   0   0|1.01 0.57 0.56
30-08 11:41:23|2215M    0     0   900M|1503B 1565B| 17 1.3  81   0   0   0|1.01 0.58 0.56
30-08 11:41:24|2254M    0     0   861M|52.0B  100B| 16 0.7  83   0   0   0|1.01 0.58 0.56
30-08 11:41:25|2254M    0     0   861M| 260B 4920B| 16 0.7  83   0   0   0|1.01 0.58 0.56
30-08 11:41:26|2254M    0     0   861M|   0     0 | 16 0.7  83   0   0   0|1.01 0.58 0.56
30-08 11:41:27|2256M    0     0   858M|52.0B  200B| 16 0.5  83   0   0   0|1.01 0.58 0.56
30-08 11:41:28|2256M    0     0   858M|52.0B    0 | 18 0.3  82   0   0   0|1.00 0.59 0.56
30-08 11:41:29|2256M    0     0   858M|   0     0 | 16 0.7  83   0   0   0|1.00 0.59 0.56
30-08 11:41:30|2256M    0     0   858M|   0     0 | 17 0.2  83   0   0   0|1.00 0.59 0.56
30-08 11:41:31|2234M    0     0   881M|1554B 1648B| 16 1.2  83   0   0   0|1.00 0.59 0.56
30-08 11:41:32|2256M    0     0   858M|52.0B  100B| 17 0.5  83   0   0   0|1.00 0.59 0.56
30-08 11:41:33|2256M    0     0   858M|   0     0 | 17 0.8  82   0   0   0|1.00 0.59 0.56
30-08 11:41:34|2256M    0     0   858M|   0     0 | 16 0.7  83   0   0   0|1.00 0.59 0.56
30-08 11:41:35|2256M    0     0   858M| 156B 2486B| 17 0.2  83   0   0   0|1.00 0.59 0.56
30-08 11:41:36|2259M    0     0   855M| 104B  200B| 16 0.7  84   0   0   0|1.00 0.59 0.56
30-08 11:41:37|2259M    0     0   855M|   0     0 | 18 0.2  82   0   0   0|1.00 0.59 0.56
30-08 11:41:38|2259M    0     0   855M|   0     0 | 16 0.5  83   0   0   0|1.00 0.60 0.56
30-08 11:41:39|2259M    0     0   855M|   0     0 | 16 0.3  83   0   0   0|1.00 0.60 0.56
30-08 11:41:40|2208M    0     0   906M|2275B 2585B| 16 1.0  83   0   0   0|1.00 0.60 0.56
30-08 11:41:41|2250M    0     0   864M|   0   100B| 16 0.7  84   0   0   0|1.00 0.60 0.56
30-08 11:41:42|2254M    0     0   861M|52.0B    0 | 18 0.7  82   0   0   0|1.00 0.60 0.56
30-08 11:41:43|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|1.00 0.61 0.57
30-08 11:41:44|2254M    0     0   861M|   0     0 | 16 0.3  83   0   0   0|1.00 0.61 0.57
30-08 11:41:45|2254M    0     0   861M| 156B 2489B| 17 0.2  83   0   0   0|1.00 0.61 0.57
30-08 11:41:46|2254M    0     0   860M| 104B  200B| 16 0.2  84   0   0   0|1.00 0.61 0.57
30-08 11:41:47|2254M    0     0   860M|   0     0 | 16 0.3  83   0   0   0|1.00 0.61 0.57
30-08 11:41:48|2254M    0     0   860M|   0     0 | 17 0.3  83   0   0   0|1.00 0.61 0.57
30-08 11:41:49|2254M    0     0   860M|   0     0 | 18 0.3  82   0   0   0|1.00 0.61 0.57
30-08 11:41:50|2254M    0     0   860M| 104B  200B| 16 0.5  83   0   0   0|1.00 0.61 0.57
30-08 11:41:51|2212M    0     0   902M|1520B 1582B| 18 1.0  81   0   0   0|1.00 0.61 0.57
30-08 11:41:52|2254M    0     0   861M|52.0B  100B| 15 1.0  84   0   0   0|1.00 0.61 0.57
30-08 11:41:53|2259M    0     0   855M|   0     0 | 16 0.3  83   0   0   0|1.00 0.62 0.57
30-08 11:41:54|2261M    0     0   854M| 104B  200B| 19 0.3  81   0   0   0|1.00 0.62 0.57
30-08 11:41:55|2261M    0     0   853M| 208B 3557B| 17 0.2  83   0   0   0|1.00 0.62 0.57
30-08 11:41:56|2233M    0     0   882M|1502B 1548B| 15 1.5  83   0   0   0|1.00 0.62 0.57
30-08 11:41:57|2254M    0     0   860M|52.0B  100B| 19 0.3  81   0   0   0|1.00 0.62 0.57
30-08 11:41:58|2254M    0     0   860M|   0     0 | 17 0.2  83   0   0   0|1.00 0.63 0.57
30-08 11:41:59|2255M    0     0   860M|84.0B 84.0B| 17   0  83   0   0   0|1.00 0.63 0.57
30-08 11:42:00|2288M    0     0   826M|52.0B  100B| 16 0.7  83   0   0   0|1.00 0.63 0.57
30-08 11:42:01|2301M    0     0   814M|   0     0 | 17 0.2  83   0   0   0|1.00 0.63 0.57
30-08 11:42:02|2297M    0     0   817M| 104B  200B| 19   0  81   0   0   0|1.00 0.63 0.57
30-08 11:42:03|2297M    0     0   817M|   0     0 | 17 0.2  83   0   0   0|1.00 0.63 0.57
30-08 11:42:04|2297M    0     0   817M|   0     0 | 17   0  83   0   0   0|1.00 0.63 0.57
30-08 11:42:05|2301M    0     0   814M| 156B 2486B| 17 0.3  83   0   0   0|1.00 0.63 0.57
30-08 11:42:06|2301M    0     0   814M|   0     0 | 17   0  83   0   0   0|1.00 0.63 0.57
