06-09 11:44:25 2339M 0 0 775M 85.0.0009765625 84.0.0078125 26 2.4 72 0 0 0 0.48 0.17 0.19
06-09 11:44:26 2356M 0 0 759M 58.0.0009765625 67.0.005859375 26 2.9 71 0 0 0 0.48 0.17 0.19
06-09 11:44:27 2387M 0 0 728M 35.0.0087890625 35.0.0078125 27 2.0 71 0 0 0 0.60 0.20 0.20
06-09 11:44:28 2367M 0 0 748M 85.0.001953125 85.0.0009765625 27 1.9 71 0 0 0 0.60 0.20 0.20
06-09 11:44:29 2378M 0 0 736M 37.0.0048828125 37.0.00390625 26 2.3 0 415 0 0 0.60 0.20 0.20
06-09 11:44:30 2314M 0 0 801M 0.1328125 0.1328125 25 3.2 414 0 0 0 0.60 0.20 0.20
06-09 11:44:31 2338M 0 0 776M 42.0.0068359375 42.0.0048828125 27 1.7 71 0 0 0 0.60 0.20 0.20
06-09 11:44:32 2371M 0 0 743M 58.0.0078125 58.0.005859375 26 2.3 72 0 0 0 0.71 0.23 0.21
06-09 11:44:33 2340M 0 0 774M 76.0.001953125 76.0 26 2.0 72 0 0 0 0.71 0.23 0.21
06-09 11:44:34 2360M 0 0 755M 49.0.0029296875 49.0.0009765625 26 2.3 72 0 0 0 0.71 0.23 0.21
06-09 11:44:35 2385M 0 0 729M 37.0.0009765625 36.0.0087890625 26 2.2 72 0 0 0 0.71 0.23 0.21
06-09 11:44:36 2368M 0 0 747M 79.0.001953125 94.0.00390625 27 2.4 71 0 0 0 0.71 0.23 0.21
06-09 11:44:37 2334M 0 0 781M 84.0.0048828125 84.0.0048828125 26 2.3 71 0 0 0 0.81 0.26 0.21
06-09 11:44:38 2362M 0 0 753M 42.0.0087890625 42.0.0068359375 27 1.6 72 0 0 0 0.81 0.26 0.21
06-09 11:44:39 2334M 0 0 781M 74.0.0009765625 73.0.0087890625 27 1.6 71 0 0 0 0.81 0.26 0.21
06-09 11:44:40 2374M 0 0 740M 37.0.005859375 37.0.0048828125 26 2.3 72 0 0 0 0.81 0.26 0.21
06-09 11:44:41 2345M 0 0 769M 69.0.0068359375 69.0.00390625 26 2.1 72 0 0 0 0.81 0.26 0.21
06-09 11:44:42 2374M 0 0 741M 46.0.0029296875 46.0.0029296875 26 2.0 72 0 0 0 0.91 0.29 0.22
06-09 11:44:43 2343M 0 0 771M 79.0.0068359375 79.0.005859375 27 1.9 71 0 0 0 0.91 0.29 0.22
06-09 11:44:44 2379M 0 0 736M 43.0 42.0.005859375 27 1.9 72 0 0 0 0.91 0.29 0.22
06-09 11:44:45 2386M 0 0 729M 35.0.0087890625 35.0.0078125 26 2.3 72 0 0 0 0.91 0.29 0.22
06-09 11:44:46 2364M 0 0 750M 65.0 77.0.0029296875 26 2.2 72 0 0 0 0.91 0.29 0.22
06-09 11:44:47 2341M 0 0 773M 2796 2632 26 2.4 72 0 0 0 0.99 0.32 0.23
06-09 11:44:48 2308M 0 0 807M 2796 2632 27 1.9 71 0 0 0 0.99 0.32 0.23
06-09 11:44:49 2339M 0 0 775M 1399 1317 26 1.9 72 0 0 0 0.99 0.32 0.23
06-09 11:44:50 2380M 0 0 735M 1398 1316 27 1.7 71 0 0 0 0.99 0.32 0.23
06-09 11:44:51 2368M 0 0 747M 2796 2632 27 2.3 71 0 0 0 0.99 0.32 0.23
06-09 11:44:52 2353M 0 0 762M 2809 2645 27 2.0 71 0 0 0 1.07 0.35 0.24
06-09 11:44:53 2325M 0 0 790M 2795 2631 26 2.3 71 0 0 0 1.07 0.35 0.24
06-09 11:44:54 2294M 0 0 821M 2795 2631 26 2.9 72 0 0 0 1.07 0.35 0.24
06-09 11:44:55 2392M 0 0 723M 0 0 27 1.4 71 0 0 0 1.07 0.35 0.24
06-09 11:44:56 2373M 0 0 742M 3678 23.0.0048828125 26 2.4 72 0 0 0 1.07 0.35 0.24
06-09 11:44:57 2362M 0 0 753M 2798 2634 26 2.4 72 0 0 0 1.15 0.37 0.25
06-09 11:44:58 2333M 0 0 782M 2796 2632 26 1.9 72 0 0 0 1.15 0.37 0.25
06-09 11:44:59 2354M 0 0 761M 1398 1316 25 2.2 72 0 0 0 1.15 0.37 0.25
06-09 11:45:00 2330M 0 0 785M 2795 2731 27 2.0 71 0 0 0 1.15 0.37 0.25
06-09 11:45:01 2376M 0 0 739M 1450 1316 26 2.0 72 0 0 0 1.15 0.37 0.25
06-09 11:45:02 2405M 0 0 710M 2899 2942 31 2.9 66 0 0 0 1.30 0.42 0.27
06-09 11:45:03 2391M 0 0 724M 2808 2644 37 2.5 60 0 0 0 1.30 0.42 0.27
06-09 11:45:04 2360M 0 0 755M 2796 2632 38 2.8 59 0 0 0 1.30 0.42 0.27
06-09 11:45:05 2450M 0 0 664M 0 0 39 2.5 58 0 0 0 1.30 0.42 0.27
06-09 11:45:06 2432M 0 0 683M 3732 23.0.005859375 34 3.0 63 0 0 0 1.30 0.42 0.27
06-09 11:45:07 2418M 0 0 697M 4028 4864 36 2.0 62 0 0 0 1.43 0.46 0.28
06-09 11:45:08 2392M 0 0 722M 2965 2993 35 2.5 62 0 0 0 1.43 0.46 0.28
06-09 11:45:09 2271M 0 0 843M 2109 2261 35 2.2 63 0 0 0 1.43 0.46 0.28
06-09 11:45:10 2314M 0 0 801M 84.0 316 28 0.3 71 0 0 0 1.43 0.46 0.28
06-09 11:45:11 2174M 0 0 941M 659 565 18 0.8 81 0 0 0 1.43 0.46 0.28
06-09 11:45:12 2174M 0 0 941M 0 0 16 0.5 83 0 0 0 1.40 0.47 0.28
06-09 11:45:13 2174M 0 0 941M 0 0 18 0.3 82 0 0 0 1.40 0.47 0.28
06-09 11:45:14 2174M 0 0 941M 84.0 52.0 17 0.3 83 0 0 0 1.40 0.47 0.28
06-09 11:45:15 2174M 0 0 940M 136 232 17 0.8 82 0 0 0 1.40 0.47 0.28
06-09 11:45:16 2174M 0 0 940M 468 10.0.0009765625 16 0.5 83 0 0 0 1.40 0.47 0.28
06-09 11:45:17 2175M 0 0 939M 272 384 16 0.2 84 0 0 0 1.37 0.48 0.29
06-09 11:45:18 2177M 0 0 938M 631 661 17 0.7 82 0 0 0 1.37 0.48 0.29
06-09 11:45:19 2175M 0 0 939M 225 427 16 0.8 83 0 0 0 1.37 0.48 0.29
06-09 11:45:20 2175M 0 0 939M 0 0 18 0.3 82 0 0 0 1.37 0.48 0.29
06-09 11:45:21 2175M 0 0 939M 0 0 16 0.2 83 0 0 0 1.37 0.48 0.29
06-09 11:45:22 2175M 0 0 939M 136 1016 16 1.2 83 0 0 0 1.34 0.49 0.29
06-09 11:45:23 2175M 0 0 939M 324 548 16 0.7 83 0 0 0 1.34 0.49 0.29
06-09 11:45:24 2175M 0 0 939M 0 0 17 0.7 83 0 0 0 1.34 0.49 0.29
06-09 11:45:25 2175M 0 0 939M 0 0 17 0.3 83 0 0 0 1.34 0.49 0.29
06-09 11:45:26 2175M 0 0 939M 0 0 17 0.7 82 0 0 0 1.34 0.49 0.29
06-09 11:45:27 2175M 0 0 939M 0 0 16 0.5 83 0 0 0 1.31 0.49 0.29
06-09 11:45:28 2175M 0 0 939M 0 0 17 0.3 83 0 0 0 1.31 0.49 0.29
06-09 11:45:29 2176M 0 0 939M 544 352 16 0.5 83 0 0 0 1.31 0.49 0.29
06-09 11:45:30 2176M 0 0 939M 136 84.0 16 0.7 83 0 0 0 1.31 0.49 0.29
06-09 11:45:31 2176M 0 0 939M 376 1880 16 0.7 83 0 0 0 1.31 0.49 0.29
06-09 11:45:32 2176M 0 0 939M 52.0 196 16 0.5 83 0 0 0 1.28 0.50 0.30
06-09 11:45:33 2176M 0 0 939M 0 0 17 0.3 83 0 0 0 1.28 0.50 0.30
06-09 11:45:34 2176M 0 0 939M 52.0 308 17 0.3 83 0 0 0 1.28 0.50 0.30
06-09 11:45:35 2176M 0 0 939M 52.0 180 16 0.5 83 0 0 0 1.28 0.50 0.30
06-09 11:45:36 2176M 0 0 939M 0 0 16 0.3 83 0 0 0 1.28 0.50 0.30
06-09 11:45:37 2176M 0 0 939M 52.0 116 17 0.3 83 0 0 0 1.26 0.51 0.30
06-09 11:45:38 2176M 0 0 939M 52.0 244 17 0.5 82 0 0 0 1.26 0.51 0.30
06-09 11:45:39 2176M 0 0 939M 0 0 17 0.2 83 0 0 0 1.26 0.51 0.30
06-09 11:45:40 2176M 0 0 939M 824 1232 16 0.7 83 0 0 0 1.26 0.51 0.30
06-09 11:45:41 2176M 0 0 939M 52.0 132 16 0.7 83 0 0 0 1.26 0.51 0.30
06-09 11:45:42 2176M 0 0 939M 0 0 18 0.3 82 0 0 0 1.24 0.52 0.31
06-09 11:45:43 2176M 0 0 939M 52.0 180 16 0.5 83 0 0 0 1.24 0.52 0.31
06-09 11:45:44 2176M 0 0 939M 52.0 180 18 0.3 82 0 0 0 1.24 0.52 0.31
06-09 11:45:45 2176M 0 0 939M 0 0 17 0.2 83 0 0 0 1.24 0.52 0.31
06-09 11:45:46 2176M 0 0 939M 220 316 17 0.3 83 0 0 0 1.24 0.52 0.31
06-09 11:45:47 2176M 0 0 939M 188 480 16 0.5 83 0 0 0 1.22 0.53 0.31
06-09 11:45:48 2176M 0 0 939M 0 0 17 0.2 83 0 0 0 1.22 0.53 0.31
06-09 11:45:49 2176M 0 0 939M 788 1004 18 0.7 82 0 0 0 1.22 0.53 0.31
06-09 11:45:50 2187M 0 0 928M 304 1260 16 0.7 83 0 0 0 1.22 0.53 0.31
06-09 11:45:51 2187M 0 0 928M 0 0 17 0.2 83 0 0 0 1.22 0.53 0.31
06-09 11:45:52 2187M 0 0 928M 0 0 16 0.7 83 0 0 0 1.20 0.53 0.31
06-09 11:45:53 2187M 0 0 928M 220 100 17 0.2 83 0 0 0 1.20 0.53 0.31
06-09 11:45:54 2187M 0 0 927M 628 452 13 0.3 87 0 0 0 1.20 0.53 0.31
06-09 11:45:55 2187M 0 0 927M 420 408 17 0.7 82 0 0 0 1.20 0.53 0.31
06-09 11:45:56 2187M 0 0 927M 632 504 16 0.3 83 0 0 0 1.20 0.53 0.31
06-09 11:45:57 2187M 0 0 927M 136 292 17 0.2 83 0 0 0 1.19 0.54 0.32
06-09 11:45:58 2187M 0 0 927M 0 0 13 0.3 0 502 0 0 1.19 0.54 0.32
06-09 11:45:59 2187M 0 0 927M 0 0 13 0.3 498 0 0 0 1.19 0.54 0.32
06-09 11:46:00 2187M 0 0 927M 0 116 17 0.5 83 0 0 0 1.19 0.54 0.32
06-09 11:46:01 2187M 0 0 927M 960 1236 21 0.6 78 0 0 0 1.19 0.54 0.32
06-09 11:46:02 2187M 0 0 927M 428 1214 17 0.3 83 0 0 0 1.17 0.55 0.32
06-09 11:46:03 2188M 0 0 927M 168 1276 16 0.3 83 0 0 0 1.17 0.55 0.32
06-09 11:46:04 2187M 0 0 927M 52.0 0 17 0.3 83 0 0 0 1.17 0.55 0.32
06-09 11:46:05 2187M 0 0 927M 628 516 16 0.3 83 0 0 0 1.17 0.55 0.32
06-09 11:46:06 2187M 0 0 927M 52.0 0 17 0.5 82 0 0 0 1.17 0.55 0.32
06-09 11:46:07 2189M 0 0 925M 631 661 15 0.5 84 0 0 0 1.16 0.56 0.32
06-09 11:46:08 2187M 0 0 927M 277 459 17 0.3 83 0 0 0 1.16 0.56 0.32
06-09 11:46:09 2187M 0 0 927M 816 584 16 0.3 83 0 0 0 1.16 0.56 0.32
06-09 11:46:10 2187M 0 0 927M 220 184 16 0.7 83 0 0 0 1.16 0.56 0.32
06-09 11:46:11 2187M 0 0 927M 188 100 17 0.2 83 0 0 0 1.16 0.56 0.32
06-09 11:46:12 2187M 0 0 927M 0 0 17 0.5 82 0 0 0 1.22 0.58 0.33
06-09 11:46:13 2187M 0 0 927M 272 384 17 0.3 83 0 0 0 1.22 0.58 0.33
06-09 11:46:14 2187M 0 0 927M 84.0 52.0 16 0.3 83 0 0 0 1.22 0.58 0.33
06-09 11:46:15 2187M 0 0 927M 292 1812 16 0.7 83 0 0 0 1.22 0.58 0.33
06-09 11:46:16 2187M 0 0 927M 52.0 180 17 0.3 83 0 0 0 1.22 0.58 0.33
06-09 11:46:17 2187M 0 0 927M 0 0 16 0.7 83 0 0 0 1.21 0.59 0.33
06-09 11:46:18 2187M 0 0 927M 52.0 260 17 0.2 82 0 0 0 1.21 0.59 0.33
06-09 11:46:19 2187M 0 0 927M 136 312 17 0.8 82 0 0 0 1.21 0.59 0.33
06-09 11:46:20 2187M 0 0 927M 0 0 16 0.3 83 0 0 0 1.21 0.59 0.33
06-09 11:46:21 2187M 0 0 927M 52.0 260 17 0.3 83 0 0 0 1.21 0.59 0.33
06-09 11:46:22 2187M 0 0 927M 52.0 244 17 0.7 83 0 0 0 1.19 0.59 0.34
06-09 11:46:23 2187M 0 0 927M 0 0 17 0.7 82 0 0 0 1.19 0.59 0.34
06-09 11:46:24 2187M 0 0 927M 52.0 244 17 0.2 83 0 0 0 1.19 0.59 0.34
06-09 11:46:25 2187M 0 0 927M 52.0 212 18 0.2 82 0 0 0 1.19 0.59 0.34
06-09 11:46:26 2187M 0 0 927M 0 0 16 0.3 83 0 0 0 1.19 0.59 0.34
06-09 11:46:27 2187M 0 0 927M 52.0 164 16 0.5 83 0 0 0 1.17 0.60 0.34
06-09 11:46:28 2187M 0 0 927M 52.0 196 16 0.5 83 0 0 0 1.17 0.60 0.34
06-09 11:46:29 2187M 0 0 927M 0 0 17 0.3 83 0 0 0 1.17 0.60 0.34
06-09 11:46:30 2187M 0 0 927M 52.0 196 16 0.7 83 0 0 0 1.17 0.60 0.34
06-09 11:46:31 2187M 0 0 927M 52.0 132 17 0.3 83 0 0 0 1.17 0.60 0.34
06-09 11:46:32 2187M 0 0 927M 0 0 17 0.2 83 0 0 0 1.16 0.61 0.34
06-09 11:46:33 2187M 0 0 927M 52.0 228 17 0.7 82 0 0 0 1.16 0.61 0.34
06-09 11:46:34 2188M 0 0 927M 52.0 228 16 0.5 83 0 0 0 1.16 0.61 0.34
06-09 11:46:35 2187M 0 0 927M 0 0 16 0.7 83 0 0 0 1.16 0.61 0.34
06-09 11:46:36 2187M 0 0 927M 356 448 17 0.2 83 0 0 0 1.16 0.61 0.34
06-09 11:46:37 2187M 0 0 927M 912 928 17 0.2 83 0 0 0 1.15 0.61 0.35
06-09 11:46:38 2187M 0 0 927M 2560 3264 17 0.7 82 0 0 0 1.15 0.61 0.35
06-09 11:46:39 2187M 0 0 927M 2548 3184 16 1.0 83 0 0 0 1.15 0.61 0.35
06-09 11:46:40 2187M 0 0 927M 492 432 16 0.7 83 0 0 0 1.15 0.61 0.35
06-09 11:46:41 2187M 0 0 927M 1748 1584 16 1.3 83 0 0 0 1.15 0.61 0.35
06-09 11:46:42 2187M 0 0 927M 136 116 16 0.3 83 0 0 0 1.13 0.62 0.35
06-09 11:46:43 2187M 0 0 927M 52.0 276 15 0.7 0 487 0 0 1.13 0.62 0.35
06-09 11:46:44 2187M 0 0 927M 0 0 16 0.3 479 0 0 0 1.13 0.62 0.35
06-09 11:46:45 2187M 0 0 927M 52.0 244 17 0.3 83 0 0 0 1.13 0.62 0.35
06-09 11:46:46 2187M 0 0 927M 52.0 196 16 0.7 83 0 0 0 1.13 0.62 0.35
06-09 11:46:47 2187M 0 0 927M 0 0 16 0.3 83 0 0 0 1.12 0.62 0.35
06-09 11:46:48 2187M 0 0 927M 136 200 16 0.5 83 0 0 0 1.12 0.62 0.35
06-09 11:46:49 2187M 0 0 927M 52.0 148 17 0.5 83 0 0 0 1.12 0.62 0.35
06-09 11:46:50 2187M 0 0 927M 0 0 17 0.5 83 0 0 0 1.12 0.62 0.35
06-09 11:46:51 2187M 0 0 927M 136 264 16 0.7 83 0 0 0 1.12 0.62 0.35
06-09 11:46:52 2187M 0 0 927M 52.0 148 16 0.8 83 0 0 0 1.11 0.63 0.36
06-09 11:46:53 2187M 0 0 927M 0 0 17 0 83 0 0 0 1.11 0.63 0.36
06-09 11:46:54 2187M 0 0 927M 52.0 132 16 1.0 83 0 0 0 1.11 0.63 0.36
06-09 11:46:55 2187M 0 0 927M 52.0 116 17 0.2 83 0 0 0 1.11 0.63 0.36
06-09 11:46:56 2187M 0 0 927M 0 0 17 0.5 83 0 0 0 1.11 0.63 0.36
06-09 11:46:57 2187M 0 0 927M 52.0 196 17 0.3 83 0 0 0 1.10 0.64 0.36
06-09 11:46:58 2187M 0 0 927M 52.0 180 17 0.7 83 0 0 0 1.10 0.64 0.36
06-09 11:46:59 2187M 0 0 927M 0 0 17 0.3 83 0 0 0 1.10 0.64 0.36
06-09 11:47:00 2187M 0 0 927M 52.0 392 17 0.5 83 0 0 0 1.10 0.64 0.36
06-09 11:47:01 2187M 0 0 927M 104 180 17 0.8 83 0 0 0 1.10 0.64 0.36
06-09 11:47:02 2187M 0 0 927M 156 462 16 0.5 83 0 0 0 1.10 0.64 0.37
06-09 11:47:03 2187M 0 0 927M 52.0 164 18 0.3 81 0 0 0 1.10 0.64 0.37
06-09 11:47:04 2187M 0 0 927M 52.0 180 16 0.7 83 0 0 0 1.10 0.64 0.37
06-09 11:47:05 2187M 0 0 927M 0 0 17 0.2 83 0 0 0 1.10 0.64 0.37
06-09 11:47:06 2187M 0 0 927M 52.0 132 17 0.8 82 0 0 0 1.10 0.64 0.37
06-09 11:47:07 2187M 0 0 927M 876 1288 16 1.0 83 0 0 0 1.09 0.65 0.37
06-09 11:47:08 2187M 0 0 927M 0 0 16 0.5 83 0 0 0 1.09 0.65 0.37
06-09 11:47:09 2187M 0 0 927M 52.0 264 14 0.3 0 497 0 0 1.09 0.65 0.37
06-09 11:47:10 2187M 0 0 927M 52.0 148 15 0.5 486 0 0 0 1.09 0.65 0.37
06-09 11:47:11 2187M 0 0 927M 0 0 16 0.2 83 0 0 0 1.09 0.65 0.37
06-09 11:47:12 2187M 0 0 927M 52.0 132 17 0.5 83 0 0 0 1.08 0.65 0.37
06-09 11:47:13 2187M 0 0 927M 0 164 17 0.7 83 0 0 0 1.08 0.65 0.37
06-09 11:47:14 2187M 0 0 927M 52.0 0 17 0.2 82 0 0 0 1.08 0.65 0.37
06-09 11:47:15 2187M 0 0 927M 52.0 164 17 0.3 83 0 0 0 1.08 0.65 0.37
06-09 11:47:16 2187M 0 0 927M 0 148 16 0.3 83 0 0 0 1.08 0.65 0.37
06-09 11:47:17 2187M 0 0 927M 52.0 0 17 0.2 83 0 0 0 1.07 0.66 0.37
06-09 11:47:18 2187M 0 0 927M 52.0 116 12 0.3 87 0 0 0 1.07 0.66 0.37
06-09 11:47:19 2187M 0 0 927M 0 0 17 0.3 83 0 0 0 1.07 0.66 0.37
06-09 11:47:20 2187M 0 0 927M 52.0 196 16 0.3 83 0 0 0 1.07 0.66 0.37
06-09 11:47:21 2187M 0 0 927M 52.0 164 17 0.2 82 0 0 0 1.07 0.66 0.37
06-09 11:47:22 2188M 0 0 927M 0 0 16 0.3 83 0 0 0 1.07 0.66 0.38
06-09 11:47:23 2187M 0 0 927M 52.0 132 16 0.3 83 0 0 0 1.07 0.66 0.38
06-09 11:47:24 2187M 0 0 927M 52.0 296 18 0.3 82 0 0 0 1.07 0.66 0.38
06-09 11:47:25 2187M 0 0 927M 0 0 16 0.3 83 0 0 0 1.07 0.66 0.38
06-09 11:47:26 2187M 0 0 927M 52.0 148 16 0.3 83 0 0 0 1.07 0.66 0.38
06-09 11:47:27 2187M 0 0 927M 52.0 132 17 0.3 83 0 0 0 1.06 0.67 0.38
06-09 11:47:28 2187M 0 0 927M 0 0 17 0.5 83 0 0 0 1.06 0.67 0.38
06-09 11:47:29 2187M 0 0 927M 52.0 148 16 0.5 83 0 0 0 1.06 0.67 0.38
06-09 11:47:30 2187M 0 0 927M 52.0 164 18 0.5 82 0 0 0 1.06 0.67 0.38
06-09 11:47:31 2187M 0 0 927M 0 0 17 0.3 83 0 0 0 1.06 0.67 0.38
06-09 11:47:32 2187M 0 0 927M 52.0 148 17 0.3 82 0 0 0 1.06 0.68 0.38
06-09 11:47:33 2105M 0 0 1009M 104 395 11 0.5 88 0 0 0 1.06 0.68 0.38
06-09 11:47:34 2105M 0 0 1009M 0 0 0.2 0 100 0 0 0 1.06 0.68 0.38
06-09 11:47:35 2105M 0 0 1009M 52.0 132 0.2 0.2 100 0 0 0 1.06 0.68 0.38
06-09 11:47:36 2105M 0 0 1009M 52.0 116 0 0.2 100 0 0 0 1.06 0.68 0.38
06-09 11:47:37 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.97 0.66 0.38
06-09 11:47:38 2105M 0 0 1009M 52.0 116 0 0.2 100 0 0 0 0.97 0.66 0.38
06-09 11:47:39 2105M 0 0 1009M 52.0 100 0.2 0.2 100 0 0 0 0.97 0.66 0.38
06-09 11:47:40 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.97 0.66 0.38
06-09 11:47:41 2105M 0 0 1009M 824 1152 0 0.2 100 0 0 0 0.97 0.66 0.38
06-09 11:47:42 2105M 0 0 1009M 136 152 0.2 0 100 0 0 0 0.89 0.65 0.38
06-09 11:47:43 2105M 0 0 1009M 188 764 0 0 100 0 0 0 0.89 0.65 0.38
06-09 11:47:44 2105M 0 0 1009M 0 0 0 0.2 100 0 0 0 0.89 0.65 0.38
06-09 11:47:45 2105M 0 0 1009M 0 0 0.2 0.2 100 0 0 0 0.89 0.65 0.38
06-09 11:47:46 2105M 0 0 1009M 0 0 0.2 0 100 0 0 0 0.89 0.65 0.38
06-09 11:47:47 2105M 0 0 1009M 0 0 0 0.2 100 0 0 0 0.82 0.64 0.38
06-09 11:47:48 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.82 0.64 0.38
06-09 11:47:49 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.82 0.64 0.38
06-09 11:47:50 2105M 0 0 1009M 0 0 0.2 0.2 100 0 0 0 0.82 0.64 0.38
06-09 11:47:51 2105M 0 0 1009M 0 0 0.2 0.2 100 0 0 0 0.82 0.64 0.38
06-09 11:47:52 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.76 0.63 0.37
06-09 11:47:53 2105M 0 0 1009M 0 0 0.2 0 100 0 0 0 0.76 0.63 0.37
06-09 11:47:54 2105M 0 0 1009M 0 0 0 0.4 100 0 0 0 0.76 0.63 0.37
06-09 11:47:55 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.76 0.63 0.37
06-09 11:47:56 2105M 0 0 1009M 0 0 0 0.4 100 0 0 0 0.76 0.63 0.37
06-09 11:47:57 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.69 0.62 0.37
06-09 11:47:58 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.69 0.62 0.37
06-09 11:47:59 2105M 0 0 1009M 0 0 0.2 0.4 99 0 0 0 0.69 0.62 0.37
06-09 11:48:00 2105M 0 0 1009M 0 100 0 0.2 100 0 0 0 0.69 0.62 0.37
06-09 11:48:01 2105M 0 0 1009M 52.0 0 0 0 100 0 0 0 0.69 0.62 0.37
06-09 11:48:02 2138M 0 0 977M 104 311 7.0 0.7 92 0 0 0 0.72 0.63 0.37
06-09 11:48:03 2167M 0 0 948M 0 0 18 1.1 81 0 0 0 0.72 0.63 0.37
06-09 11:48:04 2167M 0 0 948M 0 0 22 1.2 77 0 0 0 0.72 0.63 0.37
06-09 11:48:05 2167M 0 0 948M 0 0 22 2.0 76 0 0 0 0.72 0.63 0.37
06-09 11:48:06 2105M 0 0 1009M 52.0 151 9.8 1.1 89 0 0 0 0.72 0.63 0.37
06-09 11:48:07 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.66 0.62 0.37
06-09 11:48:08 2105M 0 0 1009M 772 1020 0.2 0.2 100 0 0 0 0.66 0.62 0.37
06-09 11:48:09 2105M 0 0 1009M 0 0 0.2 0.4 99 0 0 0 0.66 0.62 0.37
06-09 11:48:10 2105M 0 0 1009M 0 0 0 0.2 100 0 0 0 0.66 0.62 0.37
06-09 11:48:11 2105M 0 0 1009M 0 0 0 0.2 100 0 0 0 0.66 0.62 0.37
