[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
05-09 14:00:28|2291M    0     0   823M| 104B  200B| 34 3.1  63   0   0   0|0.65 0.25 0.23
05-09 14:00:29|2233M    0     0   881M| 104B  200B| 26 3.9  70   0   0   0|0.76 0.28 0.24
05-09 14:00:30|2259M    0     0   855M| 104B  296B| 30 2.4  68   0   0   0|0.76 0.28 0.24
05-09 14:00:31|2262M    0     0   853M| 104B  200B| 35 2.5  62   0   0   0|0.76 0.28 0.24
05-09 14:00:32|2263M    0     0   851M| 104B  200B| 34 3.2  62   0   0   0|0.76 0.28 0.24
05-09 14:00:33|2268M    0     0   847M| 104B  300B| 34 2.6  63   0   0   0|0.76 0.28 0.24
05-09 14:00:34|2268M    0     0   846M| 156B  200B| 33 2.9  64   0   0   0|0.94 0.32 0.25
05-09 14:00:35|2269M    0     0   846M| 104B  200B| 33 2.7  64   0   0   0|0.94 0.32 0.25
05-09 14:00:36|2271M    0     0   844M| 104B  200B| 35 3.2  62   0   0   0|0.94 0.32 0.25
05-09 14:00:37|2241M    0     0   873M| 408B  824B| 28 3.7  68   0   0   0|0.94 0.32 0.25
05-09 14:00:38|2267M    0     0   847M|1012B 1364B| 32 3.2  65   0   0   0|0.94 0.32 0.25
05-09 14:00:39|2269M    0     0   845M|   0     0 | 35 2.4  62   0   0   0|1.10 0.37 0.27
05-09 14:00:40|2259M    0     0   856M|   0     0 | 35 2.6  62   0   0   0|1.10 0.37 0.27
05-09 14:00:41|2262M    0     0   852M| 460B  484B| 32 2.7   - 370   0   0|1.10 0.37 0.27
05-09 14:00:42|2275M    0     0   840M| 376B  316B| 34 2.7 361   -   0   0|1.10 0.37 0.27
05-09 14:00:43|2272M    0     0   842M| 408B  284B| 34 3.4  63   0   0   0|1.10 0.37 0.27
05-09 14:00:44|2274M    0     0   841M| 240B  284B| 33 3.2  64   0   0   0|1.25 0.41 0.28
05-09 14:00:45|2233M    0     0   882M| 188B  200B| 33 3.8  64   0   0   0|1.25 0.41 0.28
05-09 14:00:46|2269M    0     0   846M|84.0B 52.0B| 31 3.0  66   0   0   0|1.25 0.41 0.28
05-09 14:00:47|2267M    0     0   847M|84.0B  768B| 35 2.9  62   0   0   0|1.25 0.41 0.28
05-09 14:00:48|2268M    0     0   847M| 292B  152B| 35 2.9  62   0   0   0|1.25 0.41 0.28
05-09 14:00:49|2264M    0     0   850M| 856B 1056B| 35 2.9  63   0   0   0|1.39 0.45 0.30
05-09 14:00:50|2271M    0     0   843M| 136B 1048B| 34 2.4  64   0   0   0|1.39 0.45 0.30
05-09 14:00:51|2271M    0     0   843M|   0     0 | 33 3.3  64   0   0   0|1.39 0.45 0.30
05-09 14:00:52|2307M    0     0   808M|   0     0 | 34 3.6  62   0   0   0|1.39 0.45 0.30
05-09 14:00:53|2243M    0     0   871M|   0     0 | 26 3.1  71   0   0   0|1.39 0.45 0.30
05-09 14:00:54|2194M    0     0   920M|84.0B 52.0B| 26 2.3  72   0   0   0|1.44 0.48 0.30
05-09 14:00:55|2194M    0     0   920M| 136B  856B| 29   0  71   0   0   0|1.44 0.48 0.30
05-09 14:00:56|2194M    0     0   920M|84.0B 52.0B| 28 0.3  71   0   0   0|1.44 0.48 0.30
05-09 14:00:57|2196M    0     0   918M| 136B  680B| 29   0  71   0   0   0|1.44 0.48 0.30
05-09 14:00:58|2199M    0     0   916M|   0     0 | 25 0.3  74   0   0   0|1.44 0.48 0.30
05-09 14:00:59|2199M    0     0   916M|   0     0 | 27 0.4  72   0   0   0|1.49 0.50 0.31
05-09 14:01:00|2200M    0     0   915M|52.0B  100B| 28 0.1  71   0   0   0|1.49 0.50 0.31
05-09 14:01:01|2168M    0     0   947M| 136B  100B| 20 1.3  78   0   0   0|1.49 0.50 0.31
05-09 14:01:02|2168M    0     0   947M| 272B  168B| 17   0  83   0   0   0|1.49 0.50 0.31
05-09 14:01:03|2168M    0     0   947M|   0     0 | 17   0  83   0   0   0|1.49 0.50 0.31
05-09 14:01:04|2168M    0     0   947M|84.0B 52.0B| 17   0  83   0   0   0|1.45 0.51 0.32
05-09 14:01:05|2168M    0     0   947M| 188B  444B| 17   0  83   0   0   0|1.45 0.51 0.32
05-09 14:01:06|2168M    0     0   946M| 136B  100B| 17 0.2  83   0   0   0|1.45 0.51 0.32
05-09 14:01:07|2168M    0     0   947M| 136B  132B| 17   0  83   0   0   0|1.45 0.51 0.32
05-09 14:01:08|2168M    0     0   947M| 356B  284B| 17   0  83   0   0   0|1.45 0.51 0.32
05-09 14:01:09|2168M    0     0   947M| 324B  184B| 17 0.2  83   0   0   0|1.41 0.52 0.32
05-09 14:01:10|2168M    0     0   947M| 460B  384B| 17 0.5  83   0   0   0|1.41 0.52 0.32
05-09 14:01:11|2168M    0     0   947M| 408B  268B| 17 0.2  83   0   0   0|1.41 0.52 0.32
05-09 14:01:12|2168M    0     0   947M| 460B  384B| 17 0.2  83   0   0   0|1.41 0.52 0.32
05-09 14:01:13|2168M    0     0   947M| 272B  200B| 17 0.2  83   0   0   0|1.41 0.52 0.32
05-09 14:01:14|2168M    0     0   947M| 408B  284B| 17   0  83   0   0   0|1.38 0.53 0.32
05-09 14:01:15|2168M    0     0   947M| 628B  468B| 17 0.5  83   0   0   0|1.38 0.53 0.32
05-09 14:01:16|2168M    0     0   947M| 680B  452B| 17 0.3  83   0   0   0|1.38 0.53 0.32
05-09 14:01:17|2168M    0     0   947M| 648B  452B| 17 0.2  83   0   0   0|1.38 0.53 0.32
05-09 14:01:18|2168M    0     0   947M| 628B  484B| 17 0.2  83   0   0   0|1.38 0.53 0.32
05-09 14:01:19|2168M    0     0   947M| 596B  368B| 17 0.5  83   0   0   0|1.35 0.54 0.33
05-09 14:01:20|2168M    0     0   947M| 680B  452B| 17 0.5  83   0   0   0|1.35 0.54 0.33
05-09 14:01:21|2168M    0     0   947M| 544B  368B| 17 0.3  83   0   0   0|1.35 0.54 0.33
05-09 14:01:22|2168M    0     0   947M| 680B  468B| 17 0.5  83   0   0   0|1.35 0.54 0.33
05-09 14:01:23|2168M    0     0   947M| 712B  556B| 17 0.2  83   0   0   0|1.35 0.54 0.33
05-09 14:01:24|2168M    0     0   947M| 596B  368B| 17   0  83   0   0   0|1.32 0.54 0.33
05-09 14:01:25|2168M    0     0   947M| 544B  368B| 17 0.3  83   0   0   0|1.32 0.54 0.33
05-09 14:01:26|2168M    0     0   947M| 680B  468B| 17 0.3  83   0   0   0|1.32 0.54 0.33
05-09 14:01:27|2168M    0     0   947M| 492B  368B| 17 0.5  83   0   0   0|1.32 0.54 0.33
05-09 14:01:28|2168M    0     0   947M| 460B  268B| 17 0.3  83   0   0   0|1.32 0.54 0.33
05-09 14:01:29|2168M    0     0   947M| 220B  152B| 17 0.2  83   0   0   0|1.37 0.57 0.34
05-09 14:01:30|2168M    0     0   947M|84.0B 1032B| 17   0  83   0   0   0|1.37 0.57 0.34
05-09 14:01:31|2168M    0     0   947M|52.0B    0 | 17   0  83   0   0   0|1.37 0.57 0.34
05-09 14:01:32|2168M    0     0   947M|84.0B 52.0B| 17   0  83   0   0   0|1.37 0.57 0.34
05-09 14:01:33|2171M    0     0   943M| 376B 1000B| 17 0.2  83   0   0   0|1.37 0.57 0.34
