[7l----system---- ------memory-usage----- -net/total- ----total-cpu-usage---- ---load-avg---
     time     | used  buff  cach  free| recv  send|usr sys idl wai hiq siq| 1m   5m  15m 
06-09 10:38:04|2347M    0     0   768M|42.8k 42.7k| 25 2.9  72   0   0   0|1.08 0.28 0.09
06-09 10:38:05|2351M    0     0   764M|60.8k 60.7k| 25 2.6  72   0   0   0|1.08 0.28 0.09
06-09 10:38:06|2342M    0     0   772M|34.7k 34.9k| 25 3.2  72   0   0   0|1.08 0.28 0.09
06-09 10:38:07|2337M    0     0   778M|36.1k 35.9k| 25 3.2  72   0   0   0|1.08 0.28 0.09
06-09 10:38:08|2374M    0     0   741M| 156B  368B| 24 2.2   - 424   0   0|1.08 0.28 0.09
06-09 10:38:09|2293M    0     0   822M|54.3k 60.0k| 21 2.9 436   -   0   0|1.15 0.31 0.10
06-09 10:38:10|2270M    0     0   844M|42.9k 44.2k| 15 1.2  84   0   0   0|1.15 0.31 0.10
06-09 10:38:11|2390M    0     0   725M|36.9k 34.1k| 26 1.3  73   0   0   0|1.15 0.31 0.10
06-09 10:38:12|2324M    0     0   791M|43.1k 54.0k| 24 4.0  72   0   0   0|1.15 0.31 0.10
06-09 10:38:13|2354M    0     0   760M|34.6k 34.6k| 27 1.4  72   0   0   0|1.15 0.31 0.10
06-09 10:38:14|2344M    0     0   771M|35.3k 35.5k| 24 2.3  73   0   0   0|1.22 0.34 0.11
06-09 10:38:15|2359M    0     0   756M|90.7k 92.4k| 25 2.5  72   0   0   0|1.22 0.34 0.11
06-09 10:38:16|2372M    0     0   742M|2910B 1010B| 25 2.2  73   0   0   0|1.22 0.34 0.11
06-09 10:38:17|2387M    0     0   727M| 312B  536B| 25 3.2  72   0   0   0|1.22 0.34 0.11
06-09 10:38:18|2327M    0     0   788M|70.6k 70.6k| 25 2.9  72   0   0   0|1.22 0.34 0.11
06-09 10:38:19|2383M    0     0   732M|52.0B  168B| 25 2.5  72   0   0   0|1.28 0.36 0.12
06-09 10:38:20|2315M    0     0   800M|73.2k 73.2k| 24 3.6  72   0   0   0|1.28 0.36 0.12
06-09 10:38:21|2370M    0     0   744M|52.0B 84.0B| 25 1.2   - 425   0   0|1.28 0.36 0.12
06-09 10:38:22|2340M    0     0   775M|41.8k 55.7k| 14 2.7 482   -   0   0|1.28 0.36 0.12
06-09 10:38:23|2379M    0     0   736M| 156B  368B| 25 2.6  72   0   0   0|1.28 0.36 0.12
06-09 10:38:24|2275M    0     0   840M|86.8k 86.7k| 24 3.9  72   0   0   0|1.34 0.39 0.13
06-09 10:38:25|2368M    0     0   747M|   0     0 | 27 1.0  72   0   0   0|1.34 0.39 0.13
06-09 10:38:26|2328M    0     0   787M|36.1k 36.2k| 24 2.9  73   0   0   0|1.34 0.39 0.13
06-09 10:38:27|2354M    0     0   760M|42.3k 42.3k| 27 2.0  71   0   0   0|1.34 0.39 0.13
06-09 10:38:28|2338M    0     0   777M|60.9k 61.0k| 22 2.7  75   0   0   0|1.34 0.39 0.13
06-09 10:38:29|2356M    0     0   759M|37.1k 37.1k| 27 1.7  72   0   0   0|1.39 0.42 0.14
06-09 10:38:30|2341M    0     0   774M|39.2k 39.3k| 26 2.2   - 416   0   0|1.39 0.42 0.14
06-09 10:38:31|2307M    0     0   807M|88.9k 88.6k| 25 2.6 414   -   0   0|1.39 0.42 0.14
06-09 10:38:32|2351M    0     0   763M|31.8k 45.4k| 27 1.6  71   0   0   0|1.39 0.42 0.14
06-09 10:38:33|2358M    0     0   757M|39.1k 39.0k| 26 2.0  72   0   0   0|1.39 0.42 0.14
06-09 10:38:34|2314M    0     0   800M|88.4k 88.3k| 26 2.4  72   0   0   0|1.44 0.44 0.15
06-09 10:38:35|2336M    0     0   778M|31.1k 31.1k| 26 1.6  72   0   0   0|1.44 0.44 0.15
06-09 10:38:36|2326M    0     0   788M|41.2k 41.3k| 25 3.0  72   0   0   0|1.44 0.44 0.15
06-09 10:38:37|2328M    0     0   787M|34.7k 34.8k| 26 2.7  71   0   0   0|1.44 0.44 0.15
06-09 10:38:38|2353M    0     0   762M|62.2k 62.4k| 27 2.5  71   0   0   0|1.44 0.44 0.15
06-09 10:38:39|2383M    0     0   731M| 324B 1660B| 25 2.6  73   0   0   0|1.48 0.47 0.16
06-09 10:38:40|2347M    0     0   768M|48.4k 48.2k| 24 3.5  73   0   0   0|1.48 0.47 0.16
06-09 10:38:41|2391M    0     0   724M| 136B  116B| 25 2.0  73   0   0   0|1.48 0.47 0.16
06-09 10:38:42|2392M    0     0   723M| 688B 10.6k| 24 3.2  73   0   0   0|1.48 0.47 0.16
06-09 10:38:43|2377M    0     0   737M|45.8k 45.7k| 25 3.0  72   0   0   0|1.48 0.47 0.16
06-09 10:38:44|2372M    0     0   743M|35.3k 35.5k| 24 2.5  74   0   0   0|1.53 0.49 0.17
06-09 10:38:45|2394M    0     0   720M|52.0B  100B| 24 1.5  75   0   0   0|1.53 0.49 0.17
06-09 10:38:46|2354M    0     0   760M|35.9k 36.0k| 24 3.1  73   0   0   0|1.53 0.49 0.17
06-09 10:38:47|2332M    0     0   782M|35.2k 35.2k| 25 2.5  73   0   0   0|1.53 0.49 0.17
06-09 10:38:48|2382M    0     0   733M|52.0B    0 | 25 1.8  73   0   0   0|1.53 0.49 0.17
06-09 10:38:49|2395M    0     0   719M| 104B  168B| 24 3.2  73   0   0   0|1.56 0.52 0.18
06-09 10:38:50|2372M    0     0   742M|44.6k 44.5k| 24 3.0  72   0   0   0|1.56 0.52 0.18
06-09 10:38:51|2398M    0     0   716M|52.0B 84.0B| 24 2.4  74   0   0   0|1.56 0.52 0.18
06-09 10:38:52|2354M    0     0   761M|45.2k 53.1k| 24 2.5  73   0   0   0|1.56 0.52 0.18
06-09 10:38:53|2420M    0     0   694M| 188B  100B| 24 2.7  74   0   0   0|1.56 0.52 0.18
06-09 10:38:54|2334M    0     0   780M|39.5k 40.3k| 23 3.8  73   0   0   0|1.60 0.54 0.19
06-09 10:38:55|2385M    0     0   730M| 136B  324B| 24 2.1  74   0   0   0|1.60 0.54 0.19
06-09 10:38:56|2400M    0     0   715M|1300B 1316B| 24 2.9  73   0   0   0|1.60 0.54 0.19
06-09 10:38:57|2365M    0     0   750M|63.0k 62.9k| 25 2.9  72   0   0   0|1.60 0.54 0.19
06-09 10:38:58|2400M    0     0   714M| 680B  484B| 24 2.1  74   0   0   0|1.60 0.54 0.19
06-09 10:38:59|2401M    0     0   714M| 272B  232B| 23 3.2  73   0   0   0|1.63 0.57 0.20
06-09 10:39:00|2358M    0     0   757M|47.2k 47.2k| 24 3.6  73   0   0   0|1.63 0.57 0.20
06-09 10:39:01|2392M    0     0   723M| 188B  152B| 23 2.2   - 430   0   0|1.63 0.57 0.20
06-09 10:39:02|2402M    0     0   713M| 604B 6892B| 22 3.3 432   -   0   0|1.63 0.57 0.20
06-09 10:39:03|2252M    0     0   862M| 188k  188k| 24 3.2  73   0   0   0|1.63 0.57 0.20
06-09 10:39:04|2242M    0     0   873M| 392B 5504B| 21 1.5  77   0   0   0|1.58 0.57 0.20
